,percMalicious,operatingError,reportingError
32904,percMalicious,0.1664806573596859,0.1517704133919222
33120,percMalicious,0.116855125913438,0.1632556454302724
33336,percMalicious,0.1668531368839382,0.1523168393254726
33552,percMalicious,0.1165299643980943,0.1591483628992057
33768,percMalicious,0.169800174175681,0.1597992864010792
33984,percMalicious,0.1179329753568723,0.1495298781289385
34200,percMalicious,0.1717140507081524,0.1617197347808846
34416,percMalicious,0.1198305269578812,0.1562404674082043
34632,percMalicious,0.1665770654669234,0.1638229246456083
34848,percMalicious,0.1187417836444798,0.1627266789516549
35064,percMalicious,0.1749359247082782,0.1625981131509727
35280,percMalicious,0.1152490569289569,0.1460904165605552
35496,percMalicious,0.1743679968140384,0.1696836155572409
35712,percMalicious,0.1174683105620043,0.1604926206357367
35928,percMalicious,0.178670224512471,0.1729732139995366
36144,percMalicious,0.1175520751805083,0.1486373849744394
36360,percMalicious,0.1761571960147279,0.159208703686731
36576,percMalicious,0.119294006702079,0.1724961910276794
36792,percMalicious,0.1778615429318111,0.1769832469331987
37008,percMalicious,0.1190766157093844,0.1638414064415768
37224,percMalicious,0.1673046716534598,0.1701186284087102
37440,percMalicious,0.1152934103895695,0.1504387228895635
37656,percMalicious,0.1706422366034833,0.1704433552270542
37872,percMalicious,0.1135887915405246,0.1627181783119742
38088,percMalicious,0.1658486438803339,0.1611617000506539
38304,percMalicious,0.1195335957638163,0.1638750607047613
38520,percMalicious,0.1816428496232683,0.181292909534705
38736,percMalicious,0.1188653983412381,0.1688480670259945
38952,percMalicious,0.1688702256174437,0.1528878221847381
39168,percMalicious,0.1171574399770945,0.1545278498247353
39384,percMalicious,0.163822064132411,0.1486540357999988
39600,percMalicious,0.1154800990622925,0.1632267710225948
39816,percMalicious,0.1669474391117835,0.1588234003411658
40032,percMalicious,0.1172893644581698,0.1668140164724085
40248,percMalicious,0.1750252557336014,0.1557633352632224
40464,percMalicious,0.1141014933986798,0.1526606256091144
40680,percMalicious,0.1716547110229949,0.1563554996322055
40896,percMalicious,0.1177042861088114,0.1694950590566784
41112,percMalicious,0.1723582535254598,0.1592660380229615
41328,percMalicious,0.1166889147998085,0.1590259225206316
41544,percMalicious,0.1715943363400749,0.1612606625989938
41760,percMalicious,0.1172585979985613,0.1489743251518712
41976,percMalicious,0.177180646166553,0.160739762300021
42192,percMalicious,0.1195593096872437,0.1638796239256604
42408,percMalicious,0.1657323434841729,0.1649955087946312
42624,percMalicious,0.1130440349261157,0.1555339844658531
42840,percMalicious,0.1647365691652135,0.154656687541061
43056,percMalicious,0.1182777549232496,0.1630122401463674
43272,percMalicious,0.1613554328513005,0.1582501883228051
43488,percMalicious,0.1164726106025842,0.1605294212417787
43704,percMalicious,0.1695565142205161,0.1511329558622974
43920,percMalicious,0.1184762567438294,0.1563276851612957
44136,percMalicious,0.1740940693478166,0.1617128788876703
44352,percMalicious,0.1154689217222466,0.1670933838391865
44568,percMalicious,0.1793734463252245,0.1669541959306487
44784,percMalicious,0.1176699346770447,0.1593889938404213
45000,percMalicious,0.1760474544304891,0.1626779358622904
45216,percMalicious,0.1180728357248706,0.1743902265617202
45432,percMalicious,0.175926948983767,0.1702930513155192
45648,percMalicious,0.1207077368435207,0.1645944089093899
45864,percMalicious,0.1755684590248431,0.1585704051092834
46080,percMalicious,0.1184338667732308,0.1614365435078211
46296,percMalicious,0.1679961513915582,0.1626298140070752
46512,percMalicious,0.1155862519520127,0.1607857869491371
46728,percMalicious,0.1694852178092301,0.1570238633828852
46944,percMalicious,0.1195733307683419,0.1658648557358417
47160,percMalicious,0.1706378812080881,0.1575120967503835
47376,percMalicious,0.1156711002386776,0.1639207404209912
47592,percMalicious,0.1713600306440375,0.1729420109273629
47808,percMalicious,0.1173876326426665,0.1596618444410674
48024,percMalicious,0.1735796903145473,0.1726227725940002
48240,percMalicious,0.116802874613745,0.1464212279678076
48456,percMalicious,0.1775114143527286,0.1598553786667095
48672,percMalicious,0.1174799328504163,0.1643906036899967
48888,percMalicious,0.1708983272726701,0.1649112836877351
49104,percMalicious,0.1164278598309703,0.1583036155595458
49320,percMalicious,0.1735948011019893,0.1637280195274681
49536,percMalicious,0.1195058315296665,0.1652044473151971
49752,percMalicious,0.1678377079192161,0.1523914206061707
49968,percMalicious,0.1172906022619784,0.1516202413381873
50184,percMalicious,0.1690885629238321,0.1583843920654322
50400,percMalicious,0.1149743996383713,0.1461527802243282
50616,percMalicious,0.1763354013319519,0.1650779689768723
50832,percMalicious,0.1169894862095171,0.1539424016332101
51048,percMalicious,0.1787467893620579,0.1552219134505005
51264,percMalicious,0.1206532474521985,0.1587969945467726
51480,percMalicious,0.1689092264792216,0.1473025263692374
51696,percMalicious,0.1163625664406652,0.1518595674645935
51912,percMalicious,0.1804909948888439,0.1658238597904567
52128,percMalicious,0.1182250161521883,0.1621901383685643
52344,percMalicious,0.1662516203937757,0.16853737474814
52560,percMalicious,0.1197404962816312,0.1548920826749582
52776,percMalicious,0.167130685253359,0.1641615447475353
52992,percMalicious,0.1213439152633607,0.1631780690642305
53208,percMalicious,0.1785737586485428,0.1649702468856938
53424,percMalicious,0.1172309498899495,0.1506497851901052
53640,percMalicious,0.1655704234004364,0.1571753770376096
53856,percMalicious,0.1149660867839098,0.1478827075684825
54072,percMalicious,0.1703399903823952,0.1507648227810755
54288,percMalicious,0.1170072497152947,0.1618329743010148
54504,percMalicious,0.1704997446441237,0.1611177244473806
54720,percMalicious,0.1163171981824951,0.1675931095246903
54936,percMalicious,0.1629971049010661,0.1587963938829592
55152,percMalicious,0.1154143962054668,0.151401925025863
55368,percMalicious,0.1662202432182781,0.1455167098691228
55584,percMalicious,0.1192131994055828,0.1434240468389183
55800,percMalicious,0.1715993484817211,0.1546923429513491
56016,percMalicious,0.1182118549923547,0.1562084287930709
56232,percMalicious,0.1612274909243771,0.1471354062958824
56448,percMalicious,0.1151412502677181,0.1601819809842619
56664,percMalicious,0.1655074392858682,0.1605873542863337
56880,percMalicious,0.1178702181997481,0.1634560597730899
57096,percMalicious,0.1694037451515762,0.151010824497006
57312,percMalicious,0.1195194208301474,0.1695840619390895
57528,percMalicious,0.164663270528664,0.1547390029581878
57744,percMalicious,0.119497494965879,0.1645769385418295
57960,percMalicious,0.1686163661342463,0.1667794213932205
58176,percMalicious,0.119983751316356,0.1590749190616278
58392,percMalicious,0.1691392153589643,0.1573544061683278
58608,percMalicious,0.1189056999172172,0.1609298515436913
58824,percMalicious,0.1802600256184996,0.1678450678558948
59040,percMalicious,0.115780582508752,0.1478971404904575
59256,percMalicious,0.1656599929382209,0.1508203361518892
59472,percMalicious,0.1181189319586646,0.1679950346195575
59688,percMalicious,0.1792445274224232,0.1692764099076781
59904,percMalicious,0.1162412408020188,0.1586359341163994
60120,percMalicious,0.1715835774703483,0.1652897164375601
60336,percMalicious,0.1190344532571605,0.1721246368449406
60552,percMalicious,0.1647583323632455,0.1633498184769753
60768,percMalicious,0.1166872811765775,0.1613097928589532
60984,percMalicious,0.1712699242251544,0.170966508869735
61200,percMalicious,0.1181753937863663,0.1645651334805228
61416,percMalicious,0.1639449032046551,0.1698761738390314
61632,percMalicious,0.1178047361018264,0.1555728798834897
61848,percMalicious,0.1682156067040297,0.1450485331504513
62064,percMalicious,0.1181305322064639,0.1489979479980191
62280,percMalicious,0.1751714883041496,0.1563885318912225
62496,percMalicious,0.1188511335862574,0.1598161413911585
62712,percMalicious,0.1721588059487185,0.1720354109978031
62928,percMalicious,0.118455819427406,0.1545777879281891
63144,percMalicious,0.1689409606308923,0.1556146209676174
63360,percMalicious,0.1167560939400797,0.1735905174383401
63576,percMalicious,0.1680395834896319,0.1626831766437778
63792,percMalicious,0.1135666927500243,0.1492039520932202
64008,percMalicious,0.1690855527764815,0.1551471027510563
64224,percMalicious,0.1170668063358351,0.1631213867257291
64440,percMalicious,0.1730217549839652,0.1673680286720066
64656,percMalicious,0.1188788108513588,0.1497301141961702
64872,percMalicious,0.1694354395655497,0.1668476889111884
65088,percMalicious,0.1157573785512271,0.1654255603671514
65304,percMalicious,0.1650323534774298,0.1632343480901937
65520,percMalicious,0.1172712945999101,0.159631379202388
65736,percMalicious,0.1752139147246919,0.1615558794430237
65952,percMalicious,0.1153256789433637,0.1529721016113484
66168,percMalicious,0.1812960707665591,0.1700397112175169
66384,percMalicious,0.116850101212708,0.1675786708222017
66600,percMalicious,0.1711431632700868,0.1741642712868082
66816,percMalicious,0.116937904287101,0.157331936082392
67032,percMalicious,0.1653824491294038,0.163717157424413
67248,percMalicious,0.1170865648685744,0.1591832695705196
67464,percMalicious,0.1643271573195161,0.1554329327469195
67680,percMalicious,0.1165898176179151,0.1599356016280614
67896,percMalicious,0.1692307892664531,0.1657933427860143
68112,percMalicious,0.1162027243489703,0.1563037747575598
68328,percMalicious,0.1698001978375074,0.1586377761069332
68544,percMalicious,0.1207847168360402,0.1638753791112643
68760,percMalicious,0.1629530658779371,0.1571317998637489
68976,percMalicious,0.1184157634882726,0.1562964969173892
69192,percMalicious,0.1599037849442233,0.1479150568893913
69408,percMalicious,0.1188119578226862,0.1630936133837077
69624,percMalicious,0.170778101954108,0.1653927142296184
69840,percMalicious,0.1215874024210846,0.1736305060846357
70056,percMalicious,0.1688510507946278,0.150574524182536
70272,percMalicious,0.1163666366115783,0.1654349912784785
70488,percMalicious,0.1684060165086005,0.1541335472522717
70704,percMalicious,0.1184080958526231,0.1667435676195744
70920,percMalicious,0.1716266508063016,0.1639857385339432
71136,percMalicious,0.1201695091426077,0.1677388958875146
71352,percMalicious,0.1730713247530431,0.1786905010260722
71568,percMalicious,0.1180943868413594,0.1678807943171548
71784,percMalicious,0.1754630186407977,0.1551798608902337
72000,percMalicious,0.1201514316851266,0.1689694563964759
72216,percMalicious,0.1727488571875735,0.160214488678785
72432,percMalicious,0.1176286807993644,0.1537863654747765
72648,percMalicious,0.1662449063574486,0.1656342381414209
72864,percMalicious,0.12016045394253,0.1693808176540217
73080,percMalicious,0.167657227349601,0.1662370879205907
73296,percMalicious,0.1150781688269976,0.1578384970317531
73512,percMalicious,0.168579187689592,0.169864973696907
73728,percMalicious,0.1207754630640393,0.1474571738201046
73944,percMalicious,0.1747866690510228,0.1639960828320971
74160,percMalicious,0.1162764048201842,0.1706184879225223
74376,percMalicious,0.1750472651371976,0.1635048150499526
74592,percMalicious,0.1168140208955871,0.1583050556699655
74808,percMalicious,0.1634080802897672,0.1538162343307717
75024,percMalicious,0.1145545088345687,0.1593931639041066
75240,percMalicious,0.1655045027154749,0.1668948472215352
75456,percMalicious,0.1203311491461921,0.1772965433573939
75672,percMalicious,0.1662133171821868,0.1511725751479132
75888,percMalicious,0.1184140487614363,0.1727083713761393
76104,percMalicious,0.1859522920062445,0.1849443095803803
76320,percMalicious,0.116154400094287,0.1600053313595192
76536,percMalicious,0.1781494826992022,0.161881761947739
76752,percMalicious,0.1199608140311658,0.1647373683126531
76968,percMalicious,0.1702382337333181,0.161191999543173
77184,percMalicious,0.1170623892405298,0.1538046147024835
77400,percMalicious,0.1692246211948504,0.1652045800326316
77616,percMalicious,0.117216285294274,0.1524182475954934
77832,percMalicious,0.1612754453789692,0.1615584827942219
78048,percMalicious,0.1189585816894699,0.1735374960550282
78264,percMalicious,0.1681426280079496,0.1563439046084241
78480,percMalicious,0.1180101524753885,0.1546643837351325
78696,percMalicious,0.1786129197982525,0.157150736148541
78912,percMalicious,0.1179778572240906,0.1530177045875777
79128,percMalicious,0.1659469357223456,0.1705327543230029
79344,percMalicious,0.1151042586274308,0.1439769862077972
79560,percMalicious,0.1661994913507036,0.152349599857747
79776,percMalicious,0.1162114307377476,0.1644300361368042
79992,percMalicious,0.174784264491986,0.1709680176259645
80208,percMalicious,0.1150003636263998,0.1567898255431234
80424,percMalicious,0.1714200959769917,0.1429381747302033
80640,percMalicious,0.1185177327445559,0.1766031486216544
80856,percMalicious,0.1772147588870788,0.165485190962324
81072,percMalicious,0.1175828767482561,0.156076891465997
81288,percMalicious,0.1667830779657259,0.1526969609254371
81504,percMalicious,0.1187349528522599,0.173765829880206
81720,percMalicious,0.1793709838675812,0.1513393345440142
81936,percMalicious,0.1181003558666828,0.1596552532985427
82152,percMalicious,0.1754616298921432,0.1598867287062912
82368,percMalicious,0.1177283846166306,0.167814764473367
82584,percMalicious,0.1690109978173256,0.1647328865700811
82800,percMalicious,0.1195679625892638,0.1701312446306661
83016,percMalicious,0.1719071090658488,0.1461034881724029
83232,percMalicious,0.1164619789007234,0.16264361857102
83448,percMalicious,0.1782508832037649,0.1599225321948574
83664,percMalicious,0.1172608505120205,0.1621087115558653
83880,percMalicious,0.166035393718376,0.1648521864102804
84096,percMalicious,0.1189892682169874,0.1482773176391486
84312,percMalicious,0.1684315914801273,0.1635078946343653
84528,percMalicious,0.1187201704251408,0.1606562930214518
84744,percMalicious,0.1730206894203123,0.1564816899080184
84960,percMalicious,0.1183858009413103,0.1517910295399965
85176,percMalicious,0.1628790813168014,0.1553324063237916
85392,percMalicious,0.1143880451054527,0.1658467706169851
85608,percMalicious,0.1723460417636038,0.1584666052313021
85824,percMalicious,0.1226400717710039,0.173419333664528
86040,percMalicious,0.1815416600972549,0.1672593021888662
86256,percMalicious,0.121557318187796,0.1630733764298953
86472,percMalicious,0.1712167588753092,0.1656865308096507
86688,percMalicious,0.1208523474151273,0.1669287143386374
86904,percMalicious,0.1748623977342884,0.1581512542540834
87120,percMalicious,0.1171386638246972,0.1562348744953866
87336,percMalicious,0.170718415452064,0.1602544485913942
87552,percMalicious,0.1171745841988006,0.155189121052522
87768,percMalicious,0.1763898011355428,0.1616428996911727
87984,percMalicious,0.1161932460980899,0.1682482618612175
88200,percMalicious,0.1643594254590833,0.1583569298552329
88416,percMalicious,0.1211496865937167,0.1694640755705002
88632,percMalicious,0.1679957898814613,0.1734672801113218
88848,percMalicious,0.1203001203194392,0.1702658841119127
89064,percMalicious,0.1763909574607423,0.1629633723800186
89280,percMalicious,0.1183550233158975,0.1692664247297167
89496,percMalicious,0.1711244654948815,0.1591124809988965
89712,percMalicious,0.1160284104990076,0.1700271570433863
89928,percMalicious,0.1701948348177975,0.1654077796857506
90144,percMalicious,0.1183258165415881,0.1652367499327419
90360,percMalicious,0.1666841298598396,0.1641520662847272
90576,percMalicious,0.1215043717099011,0.1681499661836073
90792,percMalicious,0.1617958603741477,0.1685844103537633
91008,percMalicious,0.1174846081073701,0.1569052744098521
91224,percMalicious,0.1766154320475527,0.1652834992103686
91440,percMalicious,0.1207995546993907,0.1711743877169553
91656,percMalicious,0.1692871982473733,0.162417186962625
91872,percMalicious,0.1155095413635064,0.1588062534283109
92088,percMalicious,0.1691946571852944,0.1491895542446614
92304,percMalicious,0.116742382505631,0.1580523811007115
92520,percMalicious,0.1693672068087987,0.1723572601556536
92736,percMalicious,0.1169864837047464,0.1586018048736523
92952,percMalicious,0.1723529895743586,0.1591149844565426
93168,percMalicious,0.1163259130289781,0.1434706421891997
93384,percMalicious,0.1763484954559938,0.1619378811533401
93600,percMalicious,0.1183976697972446,0.1690219545945217
93816,percMalicious,0.1675244156456145,0.1491985630542066
94032,percMalicious,0.1201866024998725,0.157798611917252
94248,percMalicious,0.1800706168688385,0.1679098283624097
94464,percMalicious,0.1169677672039926,0.1656647519132573
94680,percMalicious,0.1619472330944528,0.1516538526276441
94896,percMalicious,0.1187419112403156,0.1575117760371185
95112,percMalicious,0.1635880448703724,0.1563138515094934
95328,percMalicious,0.1197283773086288,0.1561267051502508
95544,percMalicious,0.1650632782908652,0.161161365190914
95760,percMalicious,0.1160277463005345,0.1537598496786501
95976,percMalicious,0.1735890442135188,0.1600690360551884
96192,percMalicious,0.1179901390580794,0.1590968118818109
96408,percMalicious,0.1754498101486509,0.1601034391965924
96624,percMalicious,0.1193949053751121,0.1595848830456921
96840,percMalicious,0.168136861018375,0.1571332352224168
97056,percMalicious,0.1176754869656558,0.1713097153886933
97272,percMalicious,0.1765903081323018,0.1534151370845482
97488,percMalicious,0.1181388451533868,0.1644269975657068
97704,percMalicious,0.1679581051658961,0.1606295829956088
97920,percMalicious,0.1157102355057237,0.1509573562755542
98136,percMalicious,0.1691840977378191,0.1752669165359528
98352,percMalicious,0.1176127176689871,0.1569194680503926
98568,percMalicious,0.1573397336899389,0.1461973557006285
98784,percMalicious,0.1178725470931669,0.1663283763870172
99000,percMalicious,0.1664623568640134,0.1652601299603862
99216,percMalicious,0.1188822462280495,0.1671232248222695
99432,percMalicious,0.1808674479392963,0.1663022342616418
99648,percMalicious,0.1157129106901546,0.1443316788739845
99864,percMalicious,0.163851200840115,0.1588490158069587
100080,percMalicious,0.1205823805606822,0.1572772104100079
100296,percMalicious,0.1631198118563876,0.1634686643276733
100512,percMalicious,0.1185898683472525,0.1554703227611167
100728,percMalicious,0.175668828840352,0.1673157866043327
100944,percMalicious,0.1158022844223799,0.1454506412462042
101160,percMalicious,0.1728730110210355,0.1521673857602776
101376,percMalicious,0.1218613123332164,0.171293387847856
101592,percMalicious,0.1710406304243996,0.1601190468478775
101808,percMalicious,0.1188149389017072,0.1673371521767637
102024,percMalicious,0.1681835063903126,0.1590626587411814
102240,percMalicious,0.1165541028363431,0.1706235023963551
102456,percMalicious,0.1725330025266495,0.1602887948860668
102672,percMalicious,0.1172822317130361,0.1590812339080788
102888,percMalicious,0.1773192716254263,0.155910955596114
103104,percMalicious,0.1183045918318359,0.1538258864032154
103320,percMalicious,0.1634755665666623,0.1622841899973046
103536,percMalicious,0.1181496555415366,0.1513503107750845
103752,percMalicious,0.1699529747056231,0.1624624976543396
103968,percMalicious,0.1174063870799453,0.1656117356505011
104184,percMalicious,0.1733506350660785,0.1611216788135383
104400,percMalicious,0.118745229250281,0.1639552551700273
104616,percMalicious,0.163331844149611,0.1545395211086783
104832,percMalicious,0.1194227191157604,0.1499031915844035
105048,percMalicious,0.1645067699619243,0.1563818752543883
105264,percMalicious,0.119465674784559,0.1624794490041068
105480,percMalicious,0.1685448687344002,0.1602795910211255
105696,percMalicious,0.1166154796502584,0.158844786310809
105912,percMalicious,0.1636733074597648,0.1539792199637826
106128,percMalicious,0.1197632525354033,0.1668658918600506
106344,percMalicious,0.1725460338661529,0.1681622296989073
106560,percMalicious,0.1154069776899078,0.1582120110388241
106776,percMalicious,0.1704038244053521,0.1472304317307321
106992,percMalicious,0.1166647475943998,0.1526472393543819
107208,percMalicious,0.1624129863403011,0.1439282920334684
107424,percMalicious,0.116127143847933,0.151937887623804
107640,percMalicious,0.1715159491205909,0.1633486441023838
107856,percMalicious,0.1183215926355751,0.1642980802965605
108072,percMalicious,0.1692833418388967,0.1718398054164525
108288,percMalicious,0.1152328480837845,0.1590752792075096
108504,percMalicious,0.1696016680189072,0.1696897840479665
108720,percMalicious,0.1169999841262864,0.1656324845119838
108936,percMalicious,0.1695988288567419,0.1590911753069178
109152,percMalicious,0.1175598621161164,0.1736152791040226
109368,percMalicious,0.1706277500851252,0.1552753005854655
109584,percMalicious,0.1165254510158026,0.158481794066557
109800,percMalicious,0.1701788520700123,0.1502473864111911
110016,percMalicious,0.1160361161821877,0.1633770598771877
110232,percMalicious,0.168881774570938,0.1594392890474842
110448,percMalicious,0.1167138288197896,0.1538153296565083
110664,percMalicious,0.1599604100955945,0.1614444249548333
110880,percMalicious,0.1177953529227852,0.159062277919381
111096,percMalicious,0.176406756723318,0.1672255761400404
111312,percMalicious,0.1179501184246653,0.1549453063987879
111528,percMalicious,0.1705721651498126,0.1576640891986417
111744,percMalicious,0.118703446358681,0.1571987158110603
111960,percMalicious,0.1691971607217625,0.1592153547553058
112176,percMalicious,0.1185072738354686,0.1615985349491116
