,byWitnessRep,operatingError,reportingError
30969,True,0.1301609945837002,0.1048072487395052
31176,False,0.1749529503706257,0.1663097041040161
31185,True,0.121734621197511,0.0945880162960609
31392,False,0.1782414605166727,0.1667710412507021
31401,True,0.1320883137445065,0.0892058165535549
31608,False,0.1720741716652523,0.1645379162096023
31617,True,0.1232713753984114,0.1035397498362746
31824,False,0.1737815836229894,0.1500511654393558
31833,True,0.1132567153160618,0.086854771500413
32040,False,0.1827890008719623,0.1583800110143642
32049,True,0.1221894534336104,0.0921331569648671
32256,False,0.1784494503270178,0.1664882245829207
32265,True,0.1309650262852053,0.1183165390597601
32472,False,0.1747137209319408,0.152519058666628
32481,True,0.1253522225405272,0.1048145400225843
32688,False,0.176815917012897,0.1775305837666473
32697,True,0.1384514846957884,0.1128833602233186
32904,False,0.1712978331704834,0.1600052497077811
32913,True,0.1351778310081229,0.0900263977660763
33120,False,0.1697916418933468,0.1504434840720957
33129,True,0.1353452030862438,0.1141602210646165
33336,False,0.1641829944960403,0.147169868204733
33345,True,0.1215698491424772,0.1084727662615294
33552,False,0.159944443085042,0.156266905603229
33561,True,0.1269730336338334,0.100569697042302
33768,False,0.1780778817441186,0.1593218132845097
33777,True,0.1246117809231476,0.0892333670308271
33984,False,0.1662622490310801,0.1521214852244943
33993,True,0.1315134642917644,0.107501276828624
34200,False,0.1751483664462485,0.1639444959015031
34209,True,0.1238553717385498,0.0882594637778364
34416,False,0.1792446288634741,0.1623375246413542
34425,True,0.1243443886559172,0.0999741232214955
34632,False,0.1783815779121762,0.173125414993523
34641,True,0.1268709273169848,0.1113340899097295
34848,False,0.1743188538646017,0.1581148703718497
34857,True,0.1316220938113316,0.0887576964130573
35064,False,0.1758470190493343,0.155824719096198
35073,True,0.1311432655331342,0.1002456232528671
35280,False,0.1721370162710329,0.1617189245528728
35289,True,0.1326201482662714,0.1150826201790468
35496,False,0.1823200493596289,0.1467897348621691
35505,True,0.1331566169288758,0.1108053022681953
35712,False,0.1673977817048962,0.1508444785552129
35721,True,0.1209100478623941,0.0896134382778444
35928,False,0.1757787974437012,0.1526842160123711
35937,True,0.1319168282676913,0.093086297454692
36144,False,0.1776799870297648,0.1541711807139776
36153,True,0.1262943041328888,0.0936375744806935
36360,False,0.1772103925593919,0.1568920529880234
36369,True,0.1211164747913004,0.098347266261992
36576,False,0.1731025642369724,0.1605122320751574
36585,True,0.1234901057821019,0.0972409930191585
36792,False,0.1747485429211329,0.1570252032208718
36801,True,0.1224632544938372,0.0989276082708517
37008,False,0.1687719808404765,0.1527577601712141
37017,True,0.1323350612387476,0.1055895182048009
37224,False,0.1833576804874729,0.1630242935933165
37233,True,0.1251553575548813,0.0972240094354952
37440,False,0.1776020127701715,0.1648810982037649
37449,True,0.1371134805890347,0.0964066013992703
37656,False,0.1842039175966895,0.1538173942305363
37665,True,0.1275522617581493,0.0952613228540207
37872,False,0.1777237664761941,0.163445854920358
37881,True,0.1324037111864084,0.0982449856828989
38088,False,0.1730215982516521,0.1701554820480139
38097,True,0.1227944295925205,0.0980944970112605
38304,False,0.1783731940763997,0.1732539887462738
38313,True,0.1208798367785447,0.0928870426890412
38520,False,0.1662050341065471,0.1504777281875276
38529,True,0.1327485487216585,0.1012269513428578
38736,False,0.1815880110541969,0.1624284457724299
38745,True,0.1301098005620945,0.111184098791243
38952,False,0.1804935489116796,0.1692849845441222
38961,True,0.1319617674368566,0.111366253762443
39168,False,0.1758794601541246,0.1804885777619827
39177,True,0.123158951745267,0.1018881291742447
39384,False,0.1687067022254163,0.1608784176007298
39393,True,0.1223723767541536,0.1064556299480127
39600,False,0.1727893921656981,0.1524710274138497
39609,True,0.1196687246574653,0.0942868109559113
39816,False,0.1769685322964776,0.1640702352846846
39825,True,0.1338902463150702,0.101399511192511
40032,False,0.1770550976469477,0.1624834743727813
40041,True,0.1187797784296875,0.1083908174115897
40248,False,0.1668857266984794,0.1522241346178476
40257,True,0.1319598631853543,0.1005039080196398
40464,False,0.1673505676797679,0.1539218926179696
40473,True,0.1301811686043485,0.0950571730491131
40680,False,0.1753923390592727,0.1562966035152883
40689,True,0.1309367602636967,0.1022673178211646
40896,False,0.1660385651316242,0.1531698042760041
40905,True,0.1254955230856427,0.100951482080601
41112,False,0.1822034605481687,0.1591193321233172
41121,True,0.1313091117983945,0.0960757417060072
41328,False,0.1656761667432104,0.1622884686987497
41337,True,0.11893906931681,0.097912545096127
41544,False,0.1617273131103837,0.1462940621428702
41553,True,0.1352448386253342,0.1131600122374116
41760,False,0.179791419599343,0.1563479267574351
41769,True,0.1255461672213961,0.0981969410141218
41976,False,0.1718803269594158,0.1562199415694163
41985,True,0.1223605973990148,0.0931830672609896
42192,False,0.1678208973369045,0.164534822783517
42201,True,0.1263353848004253,0.1005977170907762
42408,False,0.1746570789347761,0.1611544150677138
42417,True,0.119723998016497,0.1077785854834614
42624,False,0.1768901521682918,0.1532799835962103
42633,True,0.1302872029493534,0.112355161409074
42840,False,0.1711602589965686,0.1581110536589678
42849,True,0.1352034962762991,0.097746649193851
43056,False,0.1675972608347752,0.1644007861569801
43065,True,0.1278104260015177,0.0970700099478744
43272,False,0.1813887429545584,0.1607411327310631
43281,True,0.1170856549983364,0.0787024307219961
43488,False,0.1815049429183811,0.1696850541189187
43497,True,0.127974950582688,0.0960797999646015
43704,False,0.1773506721496071,0.1625622626436281
43713,True,0.1173521444810535,0.0911215733748683
43920,False,0.1750307125013114,0.1562322874081642
43929,True,0.1289528741790497,0.0910314373400227
44136,False,0.1597962929400509,0.1614644197087743
44145,True,0.1307349664804379,0.0976686281704459
44352,False,0.1804656544982761,0.1768067254927077
44361,True,0.1212562230088026,0.0943443466748939
44568,False,0.1685208312179174,0.1616911980282415
44577,True,0.1338327685589232,0.1006109622859417
44784,False,0.1779487414793263,0.1690284456845993
44793,True,0.1269254115104431,0.0981750634716641
45000,False,0.1769698308081239,0.1521573577720732
45009,True,0.1242958590244188,0.1033841241501216
45216,False,0.1643208750188357,0.1589118767297199
45225,True,0.1278108540094635,0.0904220135043911
45432,False,0.1888590949300324,0.1567443967411796
45441,True,0.1329945526061585,0.0881280667370414
45648,False,0.1742294196873624,0.1510166278364692
45657,True,0.1275427453961165,0.102750099624722
45864,False,0.1734593013494406,0.1742009229114614
45873,True,0.141570023958639,0.1102188112718874
46080,False,0.1752008913132899,0.1562197857438474
46089,True,0.1330519131119418,0.1007927935740921
46296,False,0.170211844683147,0.1573543053803532
46305,True,0.1312103222831721,0.1053921838866556
46512,False,0.1664180775511679,0.1485154907714906
46521,True,0.1400120940492182,0.1096391940475957
46728,False,0.1849509546782892,0.1704626381952834
46737,True,0.1214245655351569,0.0949317697182833
46944,False,0.1666222997516546,0.1546159674531617
46953,True,0.1218018479506121,0.0971389429305757
47160,False,0.1774623544119049,0.1507022881134688
47169,True,0.1274316057749653,0.10963921819949
47376,False,0.1822401329896079,0.171825650348695
47385,True,0.1333243656948285,0.1122550398170308
47592,False,0.1798524683847701,0.1663196081957832
47601,True,0.1299541181086235,0.0972892873406107
47808,False,0.1733187578437416,0.170364720474976
47817,True,0.1222090610761959,0.1039154472331564
48024,False,0.1831437393237137,0.1706064387844643
48033,True,0.1332697258645718,0.1034019752841645
48240,False,0.1798908384313919,0.1524396154730256
48249,True,0.1267187888905147,0.0933575658237858
48456,False,0.1645281386873903,0.1485194007980999
48465,True,0.1286038648770721,0.0996438417106478
48672,False,0.1809832717474048,0.1497618641369079
48681,True,0.1246789467809084,0.0924104377161953
48888,False,0.1806503307909398,0.1500551457671842
48897,True,0.1274798920364876,0.0835384094858806
49104,False,0.1710455497065925,0.1615606060405824
49113,True,0.1244842149104049,0.1079189184621027
49320,False,0.1719792245741282,0.1723942451204376
49329,True,0.1335581971312887,0.100078488311891
49536,False,0.1733794174473233,0.1618218523170293
49545,True,0.1303836298663316,0.0936681954081477
49752,False,0.1798659245581355,0.1578459656475133
49761,True,0.1256278045256923,0.1106725283422228
49968,False,0.1790030813614316,0.1593737207766997
49977,True,0.1316096528747407,0.0945062920621095
50184,False,0.1790155632327204,0.1658461235959365
50193,True,0.1368478703391202,0.1048150753532922
50400,False,0.1754880181842229,0.1636040044621834
50409,True,0.1284485599617958,0.0981240821984716
50616,False,0.1740745350524283,0.1701607396817469
50625,True,0.1342831585338633,0.1105316864351902
50832,False,0.1693668624206607,0.1611728435660039
50841,True,0.1290513223413616,0.0862079113077462
51048,False,0.1773466866271636,0.1617244979419668
51057,True,0.1152607592253317,0.098759704997607
51264,False,0.16761540942075,0.1565145654628197
51273,True,0.1270106659967174,0.0945381837963477
51480,False,0.1776194143863668,0.1607872552295629
51489,True,0.1208921564701729,0.0981272306225942
51696,False,0.1794068515554965,0.1612934021639479
51705,True,0.1248228637846844,0.0962820861272455
51912,False,0.167497635721067,0.1479283787824695
51921,True,0.1245103325409294,0.1148986255037521
52128,False,0.1729043834317396,0.1621482751667756
52137,True,0.1244550057259233,0.0997488423956502
52344,False,0.1732928113281723,0.1638124931589168
52353,True,0.1349349050147565,0.0995611817834348
52560,False,0.1732381086709776,0.1489525112625633
52569,True,0.1401490665272622,0.1044776841330808
52776,False,0.1823588268539152,0.1730228875904192
52785,True,0.1256560647162762,0.0973332075326519
52992,False,0.1743652591417573,0.1504066739473312
53001,True,0.1358077434022174,0.0918488523603286
53208,False,0.17538970414646,0.160665532610913
53217,True,0.1203990063316343,0.0992305948405888
53424,False,0.1643003182655336,0.1521764592729317
53433,True,0.1268623550853345,0.10608686432489
53640,False,0.1729159965143588,0.1698348614893681
53649,True,0.1330563703960082,0.1121002329580663
53856,False,0.1679833630961419,0.1538347642951176
53865,True,0.1225881623922674,0.102358285825929
54072,False,0.165110770384234,0.1514054566089051
54081,True,0.1310934977907554,0.092877354894252
54288,False,0.1737953974996858,0.1738504519225173
54297,True,0.1205557330916102,0.0966081761095445
54504,False,0.1815257889218474,0.1649879350765968
54513,True,0.1302403521998821,0.0886980378400147
54720,False,0.1809522572748353,0.1595683364621158
54729,True,0.1316389494600386,0.0796738933350055
54936,False,0.1812893792618737,0.1696729811547245
54945,True,0.1277187972093326,0.1025301861942792
55152,False,0.184186432306405,0.1662589766240695
55161,True,0.122218351415702,0.0970146122084021
55368,False,0.1654596985022431,0.1574745713642168
55377,True,0.1380880103402328,0.0918826080203911
55584,False,0.1773891989868797,0.1580544025649437
55593,True,0.1260903796532065,0.0793420159610054
55800,False,0.1838933258695334,0.1750059472627562
55809,True,0.1263791320254707,0.0913955272520745
56016,False,0.1680930964403751,0.1496378258857136
56025,True,0.1347264225481317,0.1076235273916251
56232,False,0.1767626792499765,0.1505238607514847
56241,True,0.1311506857791659,0.0921675166203833
56448,False,0.1813197169997237,0.160331514250971
56457,True,0.1402841982348938,0.114834116185416
56664,False,0.1753294819202525,0.1558083911483597
56673,True,0.1302167410773042,0.0913990647734847
56880,False,0.1671837148136231,0.1611938628349681
56889,True,0.1359045117514032,0.0978563633229467
57096,False,0.1782910965138457,0.154507150329526
57105,True,0.1196215336926715,0.1014804638236486
57312,False,0.1859221542790905,0.1689931468114156
57321,True,0.1202761333380001,0.094329973306738
57528,False,0.1786208846717473,0.1661543816277585
57537,True,0.1224091849439277,0.0959648075652884
57744,False,0.178420636749774,0.1491095663819545
57753,True,0.1392420824412587,0.1126281430556085
57960,False,0.1854469145368509,0.1580480794788279
57969,True,0.1386570846244576,0.1043508346733666
58176,False,0.1785968508620109,0.1569793238864633
58185,True,0.1388389725131285,0.1169059066551415
58392,False,0.1748409950097985,0.1563532097874722
58401,True,0.1224599923624117,0.1086647629700403
58608,False,0.1699708137031041,0.1537348993611473
58617,True,0.1308196318424451,0.1074720142198168
58824,False,0.1714955398078555,0.1721255657409502
58833,True,0.1297581831930428,0.0908881673468696
59040,False,0.1811937948160424,0.1639537403228298
59049,True,0.1243178937196354,0.1085344887964128
59256,False,0.1756295004957904,0.1586278988468844
59265,True,0.1302505325266482,0.0925996078035352
59472,False,0.1644944820686902,0.1561590475045482
59481,True,0.1191428749288955,0.0932435137878442
59688,False,0.1952058863181779,0.1676598718100942
59697,True,0.1293496048006311,0.0946873629931739
59904,False,0.169517327874666,0.1543315903833568
59913,True,0.1277965678353785,0.0937619909912093
60120,False,0.1717335593139615,0.1627099023419035
60129,True,0.1209244460624097,0.1068399212070278
60336,False,0.1585643498932838,0.158472385736458
60345,True,0.123967311502504,0.092356687884495
60552,False,0.1733361589965572,0.1481671638809125
60561,True,0.1318181487843363,0.1030576854765911
60768,False,0.17217581315951,0.1599572978876058
60777,True,0.1209622315372955,0.0856128716932709
60984,False,0.1816497895560467,0.1693822339644508
60993,True,0.1365684639434477,0.1123264027009136
61200,False,0.1803449109180717,0.1500119224401219
61209,True,0.1228643429050679,0.0989757498757226
61416,False,0.169328051492313,0.1753580992484564
61425,True,0.1213802863001957,0.1030880602693764
61632,False,0.1618301181534862,0.156537120726024
61641,True,0.1260172573672881,0.0994971942969682
61848,False,0.1728189312318259,0.1596666332939414
61857,True,0.12501583238549,0.0916068227063061
62064,False,0.1849581769407719,0.1703110122909398
62073,True,0.1274971506510301,0.0941557280480025
62280,False,0.171403979274666,0.1653602639249114
62289,True,0.1185797770404126,0.0897702730393356
62496,False,0.1775329029366315,0.1567993773361777
62505,True,0.1235258542781369,0.0949509412550709
62712,False,0.1651820359184193,0.145778798040812
62721,True,0.1302313924027276,0.0958078053916002
62928,False,0.1647598325839095,0.1479335074565733
62937,True,0.1162618741584581,0.0939833837338206
63144,False,0.1779869824580098,0.1538917701992447
63153,True,0.1243782611444862,0.1039233636235435
63360,False,0.1798457470422715,0.1765718482938275
63369,True,0.1241654648018837,0.1098418018832791
63576,False,0.1699287345605767,0.1592214656688242
63585,True,0.1254106057385105,0.1051258470884876
63792,False,0.1800198396618147,0.1552698416948539
63801,True,0.1195979910363608,0.0919512338169684
64008,False,0.1827253344638809,0.1604339190992479
64017,True,0.1210386546586928,0.1019850355643983
64224,False,0.1700617742550235,0.1638483900534028
64233,True,0.1249317823095619,0.0905800314715093
64440,False,0.1784443052654502,0.1639503413514358
64449,True,0.1179744667183217,0.1006033767292333
64656,False,0.1830803591110028,0.1678971264992361
64665,True,0.1282537585638767,0.0936062776006085
64872,False,0.1703528144893507,0.1600008348837674
64881,True,0.1278180175060301,0.0923273006628952
65088,False,0.1850812748248556,0.1567971303686533
65097,True,0.1296018881100726,0.1022566311582665
65304,False,0.1700532279682232,0.1579135125036354
65313,True,0.1187906684168104,0.0906834746833569
65520,False,0.1766056466284997,0.1529884938526518
65529,True,0.1245038498278065,0.1045528767934306
65736,False,0.1841583379988246,0.1601323232950849
