,propNormal,operatingError,reportingError
75240,0.1,0.8535681647224007,0.8330242630466914
75456,0.5,0.4080067143477424,0.5068547495044088
75672,0.1,0.8595375299826813,0.824853552211572
75888,0.5,0.4041658151309809,0.4980699276149489
76104,0.1,0.8548906258831745,0.8523339178631893
76320,0.5,0.4161607687867659,0.4931397479038801
76536,0.1,0.8618874944468615,0.8535421441140711
76752,0.5,0.4074546331264986,0.510985693271347
76968,0.1,0.8525123219953405,0.834927253177429
77184,0.5,0.4138676620615364,0.5076624215250836
77400,0.1,0.8637130550733418,0.8336678980599413
77616,0.5,0.4058888196463558,0.5083067924748956
77832,0.1,0.8530430374654786,0.8526851431036729
78048,0.5,0.398171137123957,0.495417253010486
78264,0.1,0.8507970983697081,0.8487534689149334
78480,0.5,0.4107079390534844,0.4934960712509143
78696,0.1,0.8580942383651788,0.838682663186177
78912,0.5,0.4131125035756835,0.4936475038133017
79128,0.1,0.8721427363248198,0.832741323930688
79344,0.5,0.4033099772660613,0.4973319805271802
79560,0.1,0.8530532804754967,0.849521122727697
79776,0.5,0.3943450106243971,0.4926503493304834
79992,0.1,0.852393530523868,0.8280085498055787
80208,0.5,0.4002480223446549,0.5013547667375504
80424,0.1,0.8602901678542233,0.843498141717387
80640,0.5,0.401885591765376,0.493144698392528
80856,0.1,0.8532419849439121,0.8450249832244904
81072,0.5,0.4177352180564431,0.5025450677097205
81288,0.1,0.8570967979747383,0.8410627862912071
81504,0.5,0.4088040033168571,0.4811508165756279
81720,0.1,0.8691861251538404,0.8522967359783548
81936,0.5,0.4106611106138114,0.5024471178987907
82152,0.1,0.8520823065682603,0.8278185754850482
82368,0.5,0.4085762684614513,0.4912637389528039
82584,0.1,0.8586685262395117,0.8381970206661383
82800,0.5,0.4064630853192351,0.5000376570250491
83016,0.1,0.8587764882246214,0.8248704906790336
83232,0.5,0.3968495761529354,0.494820194908945
83448,0.1,0.8551240293126655,0.8420062989957523
83664,0.5,0.4022212539944331,0.4909059029051104
83880,0.1,0.8591137137599678,0.8487295257968929
84096,0.5,0.4054879988449726,0.487595802414606
84312,0.1,0.8635027095459529,0.8433280441323642
84528,0.5,0.4078763273369787,0.4993398104025083
84744,0.1,0.8504240454564139,0.8294745411040124
84960,0.5,0.4132977346627406,0.4943351923851793
85176,0.1,0.8627929345150299,0.8307102860695867
85392,0.5,0.3920149063212765,0.4917387850649184
85608,0.1,0.8646751733067524,0.8286143988175791
85824,0.5,0.4129384451268095,0.5031624906580877
86040,0.1,0.8515938527543541,0.8397340679384895
86256,0.5,0.3983296276902098,0.4883977351280599
86472,0.1,0.8604050001212551,0.8580400370096128
86688,0.5,0.4237472545283596,0.519948377891739
86904,0.1,0.856376228344269,0.8264152902923501
87120,0.5,0.4057271669539987,0.4984783075914351
87336,0.1,0.845753970058763,0.8358287868193617
87552,0.5,0.4089253747322752,0.5003617986921093
87768,0.1,0.8505212453835063,0.8382227891327417
87984,0.5,0.3996672038894949,0.5013939462381191
88200,0.1,0.8462453679608124,0.8420936588002403
88416,0.5,0.3980150766213572,0.5035913082304933
88632,0.1,0.8630885805337747,0.8267304147074565
88848,0.5,0.4077349923003582,0.4969238253720573
89064,0.1,0.8649156847835654,0.8422315862061889
89280,0.5,0.3952293199789262,0.496013156649367
89496,0.1,0.85313222896745,0.8347952558681448
89712,0.5,0.4181888411343168,0.5107248329170169
89928,0.1,0.8537588913620643,0.8217855562627219
90144,0.5,0.4156713036492446,0.5010329220648467
90360,0.1,0.8624113964935313,0.8201502915502467
90576,0.5,0.4109404950790401,0.4933989517941735
90792,0.1,0.8643770070792811,0.8473262750951334
91008,0.5,0.4006902355082414,0.5054931430301479
91224,0.1,0.8500438523859001,0.8315144967828941
91440,0.5,0.4088411533258553,0.4812557237193348
91656,0.1,0.8601802900077011,0.8381917568211069
91872,0.5,0.3931570441722689,0.4963722881123731
92088,0.1,0.8589532251370848,0.847961199107314
92304,0.5,0.4087910130636538,0.5179820985093541
92520,0.1,0.8449803154882437,0.8423225986748986
92736,0.5,0.4125918247642187,0.4999165638619827
92952,0.1,0.8616308092747897,0.8438802275142514
93168,0.5,0.3900989989376912,0.5037468229891232
93384,0.1,0.8561311566515851,0.8384815634149164
93600,0.5,0.4027950734670527,0.5082692446284873
93816,0.1,0.8555433212523461,0.8548403157412339
94032,0.5,0.402184025793582,0.474933634922477
94248,0.1,0.8628820193558192,0.8297629397193643
94464,0.5,0.4073974835638158,0.5002096667386957
94680,0.1,0.8610296490982554,0.8260072573245041
94896,0.5,0.4052812054660324,0.5007307083405365
95112,0.1,0.8550855787766802,0.8499022667199547
95328,0.5,0.421241228041092,0.500588542951645
95544,0.1,0.8659171277633919,0.8408383255668945
95760,0.5,0.4119276474083426,0.4979524277312953
95976,0.1,0.8502159546338726,0.8431257030283811
96192,0.5,0.3974372216769147,0.482715452334429
96408,0.1,0.8576815172415388,0.8442864073910592
96624,0.5,0.4127726274846145,0.5056472137658133
96840,0.1,0.8645589222982868,0.8418306071591075
97056,0.5,0.413298365321899,0.4924959124855159
97272,0.1,0.8613658458032682,0.8427322493421967
97488,0.5,0.4151367010472773,0.5099299703301096
97704,0.1,0.8640092697308778,0.8565420305446747
97920,0.5,0.4078346959496274,0.4875053151511795
98136,0.1,0.8588709621507289,0.8405392362671193
98352,0.5,0.4087310891822719,0.5039327246145685
98568,0.1,0.8632815101020131,0.843836466395683
98784,0.5,0.3985034518745816,0.4976033145330822
99000,0.1,0.8567208729046724,0.8300595728454252
99216,0.5,0.4119281451576954,0.498859197991936
99432,0.1,0.8611843576004717,0.8340581311540184
99648,0.5,0.4139344190343604,0.4914013880201205
99864,0.1,0.860560685888164,0.8352450647056935
100080,0.5,0.3993964047248946,0.4946612125498803
100296,0.1,0.8612035206509057,0.8448412688806306
100512,0.5,0.4072671767960837,0.4982179289518009
100728,0.1,0.853492259687563,0.8364203099025062
100944,0.5,0.410657803000729,0.4922563848320977
101160,0.1,0.8461628431223275,0.8445851599749754
101376,0.5,0.3968444196069668,0.4967584373526875
101592,0.1,0.8496143220487599,0.831982881744722
101808,0.5,0.4145683070132232,0.5093184347106816
102024,0.1,0.8674724843800612,0.8483636788262616
102240,0.5,0.405065833655094,0.4998665895893696
102456,0.1,0.8505491667736415,0.8316863728663351
102672,0.5,0.4013341457404571,0.5001861191260957
102888,0.1,0.8473131635161121,0.8242861878747645
103104,0.5,0.3951064654577487,0.4818615624164256
103320,0.1,0.8544830246871515,0.8287854771542755
103536,0.5,0.3996353806115318,0.4992003537031931
103752,0.1,0.8567541273233356,0.8295152812558348
103968,0.5,0.405733701622315,0.4880832965893807
104184,0.1,0.8611403840315431,0.8245594272294247
104400,0.5,0.4087111172267695,0.506964656330807
104616,0.1,0.8571646363768706,0.8469322890616621
104832,0.5,0.4102906249550828,0.5074525889279003
105048,0.1,0.8597222419623947,0.8417340312240191
105264,0.5,0.3971720034181394,0.4907379477525574
105480,0.1,0.8552059353805194,0.8259946317175709
105696,0.5,0.4048949421343385,0.5097007386048892
105912,0.1,0.8487865960861711,0.8338153273445497
106128,0.5,0.3913496565535454,0.486445042121519
106344,0.1,0.8651057151933358,0.8464202761357116
106560,0.5,0.4129856287300369,0.4998686596771198
106776,0.1,0.8512851394127776,0.8397745921756473
106992,0.5,0.3893570094271137,0.5016727959330816
107208,0.1,0.8583863081683036,0.8440577270152239
107424,0.5,0.4135875522556334,0.4930964370309753
107640,0.1,0.8688697708091376,0.839198524139436
107856,0.5,0.4219008028778672,0.5061479244020081
108072,0.1,0.8563767165133304,0.8294889416969426
108288,0.5,0.4118573491022142,0.5010980252892112
108504,0.1,0.8577373065511469,0.8504425125436715
108720,0.5,0.4157935395746354,0.5099613504414928
108936,0.1,0.8620633687789874,0.839827565885532
109152,0.5,0.4045457329814536,0.4872888690070708
109368,0.1,0.8480948162673824,0.8356882874129634
109584,0.5,0.4135800504718414,0.5040191610675793
109800,0.1,0.8516933866312406,0.8284598021919111
110016,0.5,0.4114529367419295,0.5018567257757484
110232,0.1,0.8429856576190592,0.8259769751657364
110448,0.5,0.3997692467186253,0.4915257701952481
110664,0.1,0.8618635867451389,0.8408115068913601
110880,0.5,0.4148966677032545,0.4982283360056227
111096,0.1,0.8588716384492475,0.8456090009110757
111312,0.5,0.4142824612128725,0.4955907024462196
111528,0.1,0.8646179831192914,0.8430987714127254
111744,0.5,0.4085150796133375,0.5013680878957671
111960,0.1,0.8525295866078602,0.8232834511271377
112176,0.5,0.3982857157305969,0.4864625394396754
112392,0.1,0.8536180923516562,0.8471605628147246
112608,0.5,0.4094713331356588,0.5103717499026308
112824,0.1,0.8609938597907019,0.8405100871915746
113040,0.5,0.4089847253459153,0.4843219042352129
113256,0.1,0.8499926419725977,0.8357659057397909
113472,0.5,0.4060074330341164,0.4961531020170905
113688,0.1,0.8531689012554812,0.8455067836463912
113904,0.5,0.4088147136306791,0.4951583197846584
114120,0.1,0.8608554360345382,0.8566362835836644
114336,0.5,0.3945406141244356,0.4973591325771201
114552,0.1,0.8501322544760758,0.8309746594177596
114768,0.5,0.4119385067215698,0.4946310119944523
114984,0.1,0.8610130601950552,0.8447399853597912
115200,0.5,0.412155695245536,0.5229840951397747
115416,0.1,0.8626546314199299,0.8463372835814451
115632,0.5,0.4137235879249923,0.5055364992734142
115848,0.1,0.8443447143981229,0.8345346971432264
116064,0.5,0.4100251795553155,0.4853338055513722
116280,0.1,0.8561250834298347,0.8527616298828843
116496,0.5,0.4081655119328137,0.4923824104209247
116712,0.1,0.8519999026314217,0.8244537278321158
116928,0.5,0.4091910107383211,0.5113172654552125
117144,0.1,0.8619596375488007,0.8356619801432305
117360,0.5,0.4132887329729428,0.4988445977827557
117576,0.1,0.8553806850908421,0.8189104418080619
117792,0.5,0.4136574428308104,0.5040329280452357
118008,0.1,0.8554182938488459,0.8469976687229345
118224,0.5,0.4137516851451708,0.4983629497258185
118440,0.1,0.8732814113211625,0.8255576265342529
118656,0.5,0.3993671565987866,0.5039308147996715
118872,0.1,0.856733690001879,0.827969056559823
119088,0.5,0.4081051070906529,0.501570175950836
119304,0.1,0.852871698079938,0.8327530611045683
119520,0.5,0.4118561017142051,0.4876036922026971
119736,0.1,0.8566154502200714,0.839577612781507
119952,0.5,0.4177493997676336,0.5013709418857524
120168,0.1,0.8555344514712955,0.8351125739909355
120384,0.5,0.4036322713771054,0.4905053116634237
120600,0.1,0.8545866570713712,0.8287527813272024
120816,0.5,0.3981257011221619,0.4929492613703719
