,byNumWitnesses,operatingError,reportingError
51264,False,0.16761540942075,0.1565145654628197
51282,True,0.1809406838511629,0.1771102110453859
51480,False,0.1776194143863668,0.1607872552295629
51498,True,0.1810584021657922,0.1583985286286606
51696,False,0.1794068515554965,0.1612934021639479
51714,True,0.1723114733380963,0.1553449586983009
51912,False,0.167497635721067,0.1479283787824695
51930,True,0.1859088677106562,0.1564029303017448
52128,False,0.1729043834317396,0.1621482751667756
52146,True,0.1879677383977586,0.1602633108125057
52344,False,0.1732928113281723,0.1638124931589168
52362,True,0.1747509260919206,0.1518116048205769
52560,False,0.1732381086709776,0.1489525112625633
52578,True,0.1764460257931732,0.1647226285956449
52776,False,0.1823588268539152,0.1730228875904192
52794,True,0.1800851979015684,0.169097143007466
52992,False,0.1743652591417573,0.1504066739473312
53010,True,0.1652700448043171,0.1572657064822968
53208,False,0.17538970414646,0.160665532610913
53226,True,0.1745107732277577,0.1504041753617546
53424,False,0.1643003182655336,0.1521764592729317
53442,True,0.1728408676627023,0.15676330260018
53640,False,0.1729159965143588,0.1698348614893681
53658,True,0.1830778213858774,0.160300120037223
53856,False,0.1679833630961419,0.1538347642951176
53874,True,0.1681073079569251,0.1534317712046783
54072,False,0.165110770384234,0.1514054566089051
54090,True,0.170670542344915,0.1649476001490673
54288,False,0.1737953974996858,0.1738504519225173
54306,True,0.1786296434494497,0.146375140524333
54504,False,0.1815257889218474,0.1649879350765968
54522,True,0.1769006423621884,0.1583824083687377
54720,False,0.1809522572748353,0.1595683364621158
54738,True,0.1736895134206231,0.1546515430846266
54936,False,0.1812893792618737,0.1696729811547245
54954,True,0.1701032866609317,0.1626114974764339
55152,False,0.184186432306405,0.1662589766240695
55170,True,0.1680495316071461,0.1527066377177197
55368,False,0.1654596985022431,0.1574745713642168
55386,True,0.1718644442962168,0.1509754368268833
55584,False,0.1773891989868797,0.1580544025649437
55602,True,0.1723345236287914,0.1656490973965902
55800,False,0.1838933258695334,0.1750059472627562
55818,True,0.1875165815477742,0.1447289655605196
56016,False,0.1680930964403751,0.1496378258857136
56034,True,0.1820614927819437,0.152921448748028
56232,False,0.1767626792499765,0.1505238607514847
56250,True,0.1801994564573165,0.1580433015582488
56448,False,0.1813197169997237,0.160331514250971
56466,True,0.1691581265557049,0.1622978167194875
56664,False,0.1753294819202525,0.1558083911483597
56682,True,0.1695483632335874,0.159215444759799
56880,False,0.1671837148136231,0.1611938628349681
56898,True,0.1789809260533587,0.1633601118606899
57096,False,0.1782910965138457,0.154507150329526
57114,True,0.1768366070585733,0.1665826199650536
57312,False,0.1859221542790905,0.1689931468114156
57330,True,0.1748695698418797,0.1526739723392044
57528,False,0.1786208846717473,0.1661543816277585
57546,True,0.1733184871048566,0.1578760059780992
57744,False,0.178420636749774,0.1491095663819545
57762,True,0.1733972625930623,0.1623779567940576
57960,False,0.1854469145368509,0.1580480794788279
57978,True,0.161839962945283,0.1477911421320367
58176,False,0.1785968508620109,0.1569793238864633
58194,True,0.1808385911786517,0.1661905444451622
58392,False,0.1748409950097985,0.1563532097874722
58410,True,0.1709466627894194,0.1582499387741233
58608,False,0.1699708137031041,0.1537348993611473
58626,True,0.1796452309583717,0.1458248854434808
58824,False,0.1714955398078555,0.1721255657409502
58842,True,0.1650184792763652,0.1672599718201371
59040,False,0.1811937948160424,0.1639537403228298
59058,True,0.1770058973497431,0.1624780204425025
59256,False,0.1756295004957904,0.1586278988468844
59274,True,0.1760759209352195,0.1478085122016988
59472,False,0.1644944820686902,0.1561590475045482
59490,True,0.1755091731419659,0.1613898874934012
59688,False,0.1952058863181779,0.1676598718100942
59706,True,0.1900066110688214,0.1622463208949301
59904,False,0.169517327874666,0.1543315903833568
59922,True,0.1707732115248058,0.1637766103955475
60120,False,0.1717335593139615,0.1627099023419035
60138,True,0.1731130770063514,0.1587678486483604
60336,False,0.1585643498932838,0.158472385736458
60354,True,0.1707778473285638,0.1459377127877557
60552,False,0.1733361589965572,0.1481671638809125
60570,True,0.1676186303978723,0.1574109691980533
60768,False,0.17217581315951,0.1599572978876058
60786,True,0.1761981435556147,0.1557069574166605
60984,False,0.1816497895560467,0.1693822339644508
61002,True,0.1732746762753273,0.1603950460818329
61200,False,0.1803449109180717,0.1500119224401219
61218,True,0.1665088309732506,0.1574239593739945
61416,False,0.169328051492313,0.1753580992484564
61434,True,0.1684586478714665,0.1517466987601698
61632,False,0.1618301181534862,0.156537120726024
61650,True,0.176954815844869,0.1721178810047206
61848,False,0.1728189312318259,0.1596666332939414
61866,True,0.1693623841428044,0.152241040454212
62064,False,0.1849581769407719,0.1703110122909398
62082,True,0.1825076289756096,0.1605040400822403
62280,False,0.171403979274666,0.1653602639249114
62298,True,0.1744056304917801,0.1674222235353807
62496,False,0.1775329029366315,0.1567993773361777
62514,True,0.1764759450367945,0.1481238424776498
62712,False,0.1651820359184193,0.145778798040812
62730,True,0.1680409547424236,0.1621256604750909
62928,False,0.1647598325839095,0.1479335074565733
62946,True,0.1674030739576082,0.1400853644263837
63144,False,0.1779869824580098,0.1538917701992447
63162,True,0.1719693027524939,0.1605168617405969
63360,False,0.1798457470422715,0.1765718482938275
63378,True,0.1843930583003231,0.1718673434018171
63576,False,0.1699287345605767,0.1592214656688242
63594,True,0.1763791044590871,0.159806890425166
63792,False,0.1800198396618147,0.1552698416948539
63810,True,0.1761542752423986,0.1533120419190869
64008,False,0.1827253344638809,0.1604339190992479
64026,True,0.1834374767251041,0.1742399708392829
64224,False,0.1700617742550235,0.1638483900534028
64242,True,0.1689673307860989,0.1617348613509912
64440,False,0.1784443052654502,0.1639503413514358
64458,True,0.1701062312868378,0.1606563643293065
64656,False,0.1830803591110028,0.1678971264992361
64674,True,0.1836774269339206,0.1698443731971529
64872,False,0.1703528144893507,0.1600008348837674
64890,True,0.1650625509594511,0.152294760984277
65088,False,0.1850812748248556,0.1567971303686533
65106,True,0.1670883060848279,0.1461349347937822
65304,False,0.1700532279682232,0.1579135125036354
65322,True,0.1782338918159536,0.1666358173537901
65520,False,0.1766056466284997,0.1529884938526518
65538,True,0.169442308837886,0.1699399656951418
65736,False,0.1841583379988246,0.1601323232950849
65754,True,0.1678687177098157,0.1554310461903073
