,propWitnesses,percTransaction,operatingError,reportingError
22103,0.8,1.0,0.172840752280274,0.1690944148985309
22319,1.0,1.0,0.1817356833213664,0.170968607151482
22535,0.8,1.0,0.1832986990590582,0.1650077785214177
22751,1.0,1.0,0.1789710314625236,0.1612940141478521
22967,0.8,1.0,0.172083041949935,0.1682668906404085
23183,1.0,1.0,0.1783537753838624,0.1693096713901725
23399,0.8,1.0,0.1789724831295979,0.1566922072508851
23615,1.0,1.0,0.1713076367417311,0.1616263194554099
23831,0.8,1.0,0.1705548953488667,0.1645341600696132
24047,1.0,1.0,0.1798300697368623,0.1745883128461927
24263,0.8,1.0,0.1769436826123041,0.1594275329016351
24479,1.0,1.0,0.1740578097487156,0.1597837187603824
24695,0.8,1.0,0.1781932622030492,0.1695893071554406
24911,1.0,1.0,0.1687925416576763,0.1753697901950982
25127,0.8,1.0,0.1699102546997057,0.1633099587884409
25343,1.0,1.0,0.1839652017174537,0.1715430755220415
25559,0.8,1.0,0.1781623190854828,0.1615976163132854
25775,1.0,1.0,0.1770240115077884,0.1737762412377261
25991,0.8,1.0,0.172000362251874,0.157378564399635
26207,1.0,1.0,0.1768429213586548,0.1500638484213008
26423,0.8,1.0,0.1664600551217857,0.1568441682874937
26639,1.0,1.0,0.1777062684737392,0.172954473132805
26855,0.8,1.0,0.1746099267784554,0.1535559673912375
27071,1.0,1.0,0.1721147931462932,0.1722521701817835
27287,0.8,1.0,0.1716717172270004,0.1671999042622735
27503,1.0,1.0,0.1731429975124383,0.1681678755340346
27719,0.8,1.0,0.1732809671869314,0.1628249798148592
27935,1.0,1.0,0.1742397032037192,0.1595602492705007
28151,0.8,1.0,0.1699089554509479,0.1610124093806203
28367,1.0,1.0,0.1737657675696144,0.1698386914849303
28583,0.8,1.0,0.1839258401546591,0.1636611475572934
28799,1.0,1.0,0.1704040437009264,0.1789568701884998
29015,0.8,1.0,0.1760329325421126,0.1685032083167228
29231,1.0,1.0,0.1708327414737595,0.1664134574738684
29447,0.8,1.0,0.1777672031130721,0.1661980312181061
29663,1.0,1.0,0.1851954976812595,0.1745720119739857
29879,0.8,1.0,0.1703814429083607,0.1646790748010401
30095,1.0,1.0,0.1647477316431632,0.1576010516649308
30311,0.8,1.0,0.1821205307664294,0.1685149696737025
30527,1.0,1.0,0.1826559048786196,0.1814238618342839
30743,0.8,1.0,0.1692280405233389,0.1641529957027055
30959,1.0,1.0,0.1736990412976015,0.1691363978863914
31175,0.8,1.0,0.1734752753615941,0.1730616536565678
31391,1.0,1.0,0.1719110685175512,0.1670032087344126
31607,0.8,1.0,0.17575106622164,0.1597045094687851
31823,1.0,1.0,0.1751320414929465,0.179204061753935
32039,0.8,1.0,0.1705366748466758,0.1745751281971996
32255,1.0,1.0,0.1776688083404179,0.1652062178004968
32471,0.8,1.0,0.1685396062714897,0.1579551826221363
32687,1.0,1.0,0.1760514696834193,0.1698719366864025
32903,0.8,1.0,0.1677799858919321,0.1611591935375198
33119,1.0,1.0,0.1719261988970687,0.1549896976226101
33335,0.8,1.0,0.1710155906227857,0.1670395794872661
33551,1.0,1.0,0.1772421329791454,0.1911590761592369
33767,0.8,1.0,0.1669440603279862,0.1696121120041078
33983,1.0,1.0,0.1752394390606122,0.1603300382072692
34199,0.8,1.0,0.1848476849791358,0.1765000657076647
34415,1.0,1.0,0.1690631577396423,0.1703219997471044
34631,0.8,1.0,0.1708030631269221,0.1557561885691988
34847,1.0,1.0,0.174559265269218,0.1682299015859366
35063,0.8,1.0,0.1747092109848835,0.1715366001625262
35279,1.0,1.0,0.1769116730965778,0.1631513029986885
35495,0.8,1.0,0.167289724466169,0.1593767180037408
35711,1.0,1.0,0.1745870938916404,0.165179105428152
35927,0.8,1.0,0.1665546037332774,0.1605433516395449
36143,1.0,1.0,0.1710966538425794,0.1667860308851038
36359,0.8,1.0,0.1724060819604545,0.1698356960199582
36575,1.0,1.0,0.1756953834684665,0.1662774020464387
36791,0.8,1.0,0.1797400030687317,0.1792286101846661
37007,1.0,1.0,0.176523135866074,0.1715557738879632
37223,0.8,1.0,0.1788035539901303,0.1762441067948738
37439,1.0,1.0,0.1878207420728518,0.1893986405269464
37655,0.8,1.0,0.1818389656744662,0.1741843172291275
37871,1.0,1.0,0.1798255326126091,0.1701028804888017
38087,0.8,1.0,0.1769979541022112,0.1648237574769295
38303,1.0,1.0,0.1762994899022353,0.1680460216389285
38519,0.8,1.0,0.1784319017657982,0.1606145882698238
38735,1.0,1.0,0.1831265027637241,0.1796605062382026
38951,0.8,1.0,0.1768039254993905,0.1423039904789467
39167,1.0,1.0,0.1837680791382826,0.1758207351664081
39383,0.8,1.0,0.169070932521533,0.161893462927633
39599,1.0,1.0,0.1791732443166983,0.1690746765379228
39815,0.8,1.0,0.1733539611767857,0.1588171332464765
40031,1.0,1.0,0.1753764231602712,0.1564437961668535
40247,0.8,1.0,0.1736510861937662,0.1616158181020269
40463,1.0,1.0,0.1714365138067808,0.1711610068764713
40679,0.8,1.0,0.171844378632,0.1713816155756795
40895,1.0,1.0,0.1749470403470343,0.1635537293903161
41111,0.8,1.0,0.1773598348256801,0.1651727993562692
41327,1.0,1.0,0.1754520735926385,0.1649298727505242
41543,0.8,1.0,0.1776305706279432,0.166510351196653
41759,1.0,1.0,0.1704103303777593,0.165865222340361
41975,0.8,1.0,0.1724819247857212,0.1682259854613439
42191,1.0,1.0,0.1723739059908019,0.1739646868934785
42407,0.8,1.0,0.1778700165811536,0.1725117905670417
42623,1.0,1.0,0.1771512249755855,0.156570123607252
42839,0.8,1.0,0.1638161869731308,0.1756968017378894
43055,1.0,1.0,0.1802052345491972,0.1658109995405062
43271,0.8,1.0,0.1818822739221743,0.1568167699394194
43487,1.0,1.0,0.1749736622074331,0.1671994938489575
43703,0.8,1.0,0.1807004347206399,0.1629936940209295
43919,1.0,1.0,0.1823849258902281,0.1597824211683942
44135,0.8,1.0,0.1793244852025547,0.1594104990454953
44351,1.0,1.0,0.1755945550863352,0.1739004787831456
44567,0.8,1.0,0.171557201151301,0.1572288577162104
44783,1.0,1.0,0.1681692277508983,0.1783883013251214
44999,0.8,1.0,0.1750235569369126,0.1747731733779125
45215,1.0,1.0,0.1752755782426409,0.1731117982293912
45431,0.8,1.0,0.1836544211877704,0.1687577181212304
45647,1.0,1.0,0.1795828797167465,0.1543058235289767
45863,0.8,1.0,0.167125679659766,0.1653164075854024
46079,1.0,1.0,0.1767298241909253,0.168019449938943
46295,0.8,1.0,0.171647237140687,0.1669226512005794
46511,1.0,1.0,0.1682383661031559,0.1631583066968737
46727,0.8,1.0,0.1692134980823016,0.1761173666237937
46943,1.0,1.0,0.1808262151899819,0.1609052315649944
47159,0.8,1.0,0.1698554493684842,0.1633088178218366
47375,1.0,1.0,0.1749119090969148,0.1799837769445446
47591,0.8,1.0,0.1682873427407236,0.1712397661660849
47807,1.0,1.0,0.1778465009633693,0.1736244893599853
48023,0.8,1.0,0.1723506204782573,0.163965629028069
48239,1.0,1.0,0.1723810798746935,0.1612634292670836
48455,0.8,1.0,0.1729664791476533,0.1647702937788932
48671,1.0,1.0,0.1675927514826426,0.1696588933388732
48887,0.8,1.0,0.1699513696654794,0.1617391204093429
49103,1.0,1.0,0.1706696006378603,0.1620707116796713
49319,0.8,1.0,0.1703475725534318,0.1622978314988467
49535,1.0,1.0,0.1775671716986659,0.167759960010549
49751,0.8,1.0,0.172592166969074,0.1622292767153829
49967,1.0,1.0,0.1805119379707709,0.1707072707252395
50183,0.8,1.0,0.1667335599640855,0.1549982776980212
50399,1.0,1.0,0.175527306464174,0.1696402054082558
50615,0.8,1.0,0.1753789358146389,0.1546486271009242
50831,1.0,1.0,0.1735855776929298,0.1664088884924923
51047,0.8,1.0,0.1823678975029028,0.1760136043642657
51263,1.0,1.0,0.1770618537831358,0.1639254974277321
51479,0.8,1.0,0.1700546288117514,0.1718280680976762
51695,1.0,1.0,0.1764676933852143,0.1711173388722122
51911,0.8,1.0,0.1743081520300349,0.1583873689206026
52127,1.0,1.0,0.1644527420583212,0.1563105435017349
52343,0.8,1.0,0.1789440531717679,0.1565264397772521
52559,1.0,1.0,0.1800175920666572,0.1796091972174384
52775,0.8,1.0,0.1696388718150012,0.1784145086200666
52991,1.0,1.0,0.1711212427852327,0.1715341651840262
53207,0.8,1.0,0.1765847224189182,0.1757846357472161
53423,1.0,1.0,0.1717136943087763,0.1548736605804032
53639,0.8,1.0,0.1698434653893676,0.1601919635891047
53855,1.0,1.0,0.1728793405111425,0.1685341372777981
54071,0.8,1.0,0.1701427626443881,0.161653627551764
54287,1.0,1.0,0.1861185585337669,0.1755006257544521
54503,0.8,1.0,0.1731758950489453,0.1597330371115967
54719,1.0,1.0,0.1703953768128661,0.1655280509701071
54935,0.8,1.0,0.1827942152602074,0.1553671386836445
55151,1.0,1.0,0.1759887566661654,0.1686441034808057
55367,0.8,1.0,0.1753226240537541,0.1515153299574538
55583,1.0,1.0,0.1710802952251711,0.1583870232801291
55799,0.8,1.0,0.1788398250739961,0.1642028025560631
56015,1.0,1.0,0.1763906031665972,0.1698463554197678
56231,0.8,1.0,0.1696282069641791,0.1574872054264743
56447,1.0,1.0,0.1810766690554739,0.1618514819697649
56663,0.8,1.0,0.1786463153416086,0.1627071832824466
56879,1.0,1.0,0.1745009454085015,0.1679120064562528
57095,0.8,1.0,0.1713142502285595,0.1649743546387198
57311,1.0,1.0,0.1727104925680856,0.1594564837279399
57527,0.8,1.0,0.1702471519424778,0.170533858564007
57743,1.0,1.0,0.173300845521623,0.1689841315526528
57959,0.8,1.0,0.1792126163432958,0.1563612261307678
58175,1.0,1.0,0.1639854468718985,0.1784733512784648
58391,0.8,1.0,0.1737906326278232,0.1626124929175052
58607,1.0,1.0,0.1783406351057404,0.1580225527441446
58823,0.8,1.0,0.1709266446927711,0.1606069432238269
59039,1.0,1.0,0.1748095586582541,0.1676583167234537
59255,0.8,1.0,0.1807591386370855,0.1518939145794844
59471,1.0,1.0,0.1681594690920098,0.1796327645183954
59687,0.8,1.0,0.1641096430788809,0.1609276721447573
59903,1.0,1.0,0.1768181944912729,0.1594979866343315
60119,0.8,1.0,0.1731807749196458,0.1624701867939147
60335,1.0,1.0,0.1688798992683785,0.1751874918657621
60551,0.8,1.0,0.1791462783430363,0.1626696636182287
60767,1.0,1.0,0.1669372870945756,0.1859645013666299
60983,0.8,1.0,0.1766504019934195,0.1549333490623593
61199,1.0,1.0,0.1772082834171512,0.1816906198322205
61415,0.8,1.0,0.1720269288184379,0.1735748611796715
61631,1.0,1.0,0.1840984354069284,0.1704903092577593
61847,0.8,1.0,0.173438818961049,0.1701039422832426
62063,1.0,1.0,0.1746266285095146,0.16833624586504
62279,0.8,1.0,0.1780075876092728,0.1797230975305143
62495,1.0,1.0,0.1642756415984457,0.1714330837830804
62711,0.8,1.0,0.1755103159557101,0.1619049824383746
62927,1.0,1.0,0.1648052195967058,0.1703854591839098
63143,0.8,1.0,0.1800958782469397,0.170295674466281
63359,1.0,1.0,0.1820224917824148,0.1580701129903788
63575,0.8,1.0,0.1866835574800235,0.1708526456651143
63791,1.0,1.0,0.1742112915591262,0.15604142782301
64007,0.8,1.0,0.1683417495428712,0.162289656667148
64223,1.0,1.0,0.1729801544767718,0.1546395061751306
64439,0.8,1.0,0.1842463093938919,0.1707984597647789
64655,1.0,1.0,0.1778134848608961,0.1546254214499091
64871,0.8,1.0,0.1796508318188882,0.1689487142919894
65087,1.0,1.0,0.1748598810034985,0.1631958820867096
65303,0.8,1.0,0.1843498026520172,0.1790171457630912
65519,1.0,1.0,0.1742752098470218,0.1668313991333191
65735,0.8,1.0,0.1752599441732165,0.1770397047425104
65951,1.0,1.0,0.1811562851923319,0.1572699124089217
66167,0.8,1.0,0.1880645473487375,0.1711248274147933
66383,1.0,1.0,0.1673142017551931,0.1590775694326002
66599,0.8,1.0,0.1739258355446282,0.1636266561042846
66815,1.0,1.0,0.1801693977724411,0.163846313067896
67031,0.8,1.0,0.1796039305150757,0.1618155421406097
67247,1.0,1.0,0.1787366093646556,0.1633092406949725
67463,0.8,1.0,0.1832585869009442,0.1647824344626057
67679,1.0,1.0,0.1799964058032434,0.1746051842291378
67895,0.8,1.0,0.166896062521699,0.1527079773402784
68111,1.0,1.0,0.185066346619675,0.1876089479667957
68327,0.8,1.0,0.1768210505410459,0.1636518411475776
68543,1.0,1.0,0.1791690429044993,0.1813187955677857
68759,0.8,1.0,0.1728154715785863,0.1645716933549738
68975,1.0,1.0,0.1822488234386965,0.1779684442185951
69191,0.8,1.0,0.1831697314142177,0.1581035640643217
69407,1.0,1.0,0.1695280373957257,0.1589313575041746
69623,0.8,1.0,0.1680448197003428,0.1639283462926321
69839,1.0,1.0,0.1733283164026894,0.1559890607550134
70055,0.8,1.0,0.1922031922740864,0.155516956958389
70271,1.0,1.0,0.1716304560839509,0.1730904708804398
70487,0.8,1.0,0.1809996978095796,0.1670590355275628
70703,1.0,1.0,0.1746297031650763,0.1637960889958136
70919,0.8,1.0,0.1745003793116535,0.1589114857558545
71135,1.0,1.0,0.1811840078776823,0.1625076616445913
71351,0.8,1.0,0.1771988687805795,0.157921008714127
71567,1.0,1.0,0.1797275758259451,0.1481687113981248
71783,0.8,1.0,0.1775316432036336,0.1742949968097019
71999,1.0,1.0,0.1758597327912576,0.1821386732305724
72215,0.8,1.0,0.1706783208154735,0.1561787891390336
72431,1.0,1.0,0.1779517077393022,0.167345715082087
72647,0.8,1.0,0.1734852066430899,0.1630086601610272
72863,1.0,1.0,0.1782988011534449,0.1802495566555257
73079,0.8,1.0,0.175279469064814,0.1535050338231589
73295,1.0,1.0,0.1794694359340873,0.1650896534908527
73511,0.8,1.0,0.1714615268164717,0.1652346880553417
73727,1.0,1.0,0.1713216970876696,0.1651477337288406
73943,0.8,1.0,0.1784484129234363,0.1589494477505883
74159,1.0,1.0,0.175606636405657,0.1782419175463302
74375,0.8,1.0,0.1851373387437971,0.1649018729211248
74591,1.0,1.0,0.1737125901716533,0.1732244677281899
74807,0.8,1.0,0.1754630452780295,0.1660608101674995
75023,1.0,1.0,0.1699954177714855,0.173860545777862
75239,0.8,1.0,0.1800268917757949,0.1608297582002834
75455,1.0,1.0,0.188757952417697,0.1761378066651238
75671,0.8,1.0,0.184161380296312,0.1679248491698093
75887,1.0,1.0,0.1788006645282922,0.1889321651543636
76103,0.8,1.0,0.1794278682309092,0.1592837228374573
76319,1.0,1.0,0.1741888535727391,0.1591558780332502
76535,0.8,1.0,0.1786514381659436,0.1639300330318333
76751,1.0,1.0,0.1799973706459383,0.1647314406209371
76967,0.8,1.0,0.1688750304703993,0.1672702535613754
77183,1.0,1.0,0.1809791805604759,0.1674094261595952
77399,0.8,1.0,0.1663882780458599,0.1739077149824598
77615,1.0,1.0,0.1837906645765278,0.1558674851609235
77831,0.8,1.0,0.1741299000516467,0.1475620535210316
78047,1.0,1.0,0.1765101785846239,0.1728169556091457
78263,0.8,1.0,0.1741824651028705,0.1723611225726184
78479,1.0,1.0,0.1813297028372333,0.1753986040012153
78695,0.8,1.0,0.1853661041782816,0.1717761352175475
78911,1.0,1.0,0.1809602644936243,0.1608982756096492
79127,0.8,1.0,0.1759368958001704,0.1756455638432417
79343,1.0,1.0,0.1799460826915562,0.1720766304064155
79559,0.8,1.0,0.1785900535986301,0.159502097206614
79775,1.0,1.0,0.1715168807571957,0.1667444279205881
79991,0.8,1.0,0.1733674034901206,0.1735578658325342
80207,1.0,1.0,0.1690109651694129,0.1722824077691404
80423,0.8,1.0,0.175957942900892,0.1517853348539191
80639,1.0,1.0,0.1810471819181224,0.1535253705005608
80855,0.8,1.0,0.1777706653260205,0.1684784307334192
81071,1.0,1.0,0.1750615200734805,0.1782872632434118
81287,0.8,1.0,0.173101530689698,0.1771867320466502
81503,1.0,1.0,0.1670893390122976,0.1786688733201267
81719,0.8,1.0,0.176485408555332,0.1620574001509051
81935,1.0,1.0,0.1719969701645275,0.1706774715163226
82151,0.8,1.0,0.1710158060138084,0.1430325930300462
82367,1.0,1.0,0.1671026754619311,0.1683074114450209
82583,0.8,1.0,0.1790574135177359,0.1512035270374406
82799,1.0,1.0,0.1846525173834273,0.1718974822014028
83015,0.8,1.0,0.1873909100195537,0.1703934926611373
83231,1.0,1.0,0.1731309964898325,0.1797270700257755
83447,0.8,1.0,0.1785498263028519,0.1583696463579513
83663,1.0,1.0,0.1760675385402902,0.1703741350893614
83879,0.8,1.0,0.1767736964729275,0.1662693437532657
84095,1.0,1.0,0.1715742449000501,0.1672130890398822
84311,0.8,1.0,0.175800690116387,0.1749756168577127
84527,1.0,1.0,0.1753312967874664,0.1677860115678307
84743,0.8,1.0,0.1773510158706747,0.166000016100463
84959,1.0,1.0,0.1820142511865209,0.1764604185015282
85175,0.8,1.0,0.1852076200422393,0.1762756873811742
85391,1.0,1.0,0.1807602343670437,0.1847709702278281
85607,0.8,1.0,0.1702079714530078,0.1570636802309995
85823,1.0,1.0,0.1787867496263548,0.1717808247590037
86039,0.8,1.0,0.1722425855137254,0.1569763611561227
86255,1.0,1.0,0.1763261714616754,0.177025518058011
86471,0.8,1.0,0.1840004203222037,0.1729053536302822
86687,1.0,1.0,0.1691481667071767,0.1672348805652043
86903,0.8,1.0,0.1704456684747274,0.1664722467843148
87119,1.0,1.0,0.17545102879711,0.1670517843825092
87335,0.8,1.0,0.1683546689468355,0.1875608921195279
87551,1.0,1.0,0.1793751803402793,0.1654026194603427
87767,0.8,1.0,0.1699028683518583,0.167326174398667
87983,1.0,1.0,0.1768059872345012,0.1602872622592509
88199,0.8,1.0,0.1664130343447568,0.1575050604571404
88415,1.0,1.0,0.1675440231982913,0.1610365823488927
88631,0.8,1.0,0.1818537285082204,0.1764474706784161
88847,1.0,1.0,0.1644586358179929,0.1620561228093871
89063,0.8,1.0,0.162579061927085,0.174027983210868
89279,1.0,1.0,0.1783071323755304,0.174849777616304
89495,0.8,1.0,0.1721319341975896,0.1627055930170727
89711,1.0,1.0,0.1731112092615616,0.1727598350465213
89927,0.8,1.0,0.1811329273588369,0.1836026465649868
90143,1.0,1.0,0.174370704228489,0.1639794189074121
90359,0.8,1.0,0.1796348555188929,0.1616605920504119
90575,1.0,1.0,0.1707414303725618,0.1572208421892917
90791,0.8,1.0,0.1700641240592853,0.1695385013461141
91007,1.0,1.0,0.1782235818301429,0.181024568607203
91223,0.8,1.0,0.1778938527659734,0.1693985912479287
91439,1.0,1.0,0.1742002378016462,0.1679343667669235
91655,0.8,1.0,0.1783287138183517,0.1740141490261008
91871,1.0,1.0,0.1735932486530979,0.1749112127934693
92087,0.8,1.0,0.1893816413461941,0.16723137066795
92303,1.0,1.0,0.1761677501712663,0.1551359203708031
92519,0.8,1.0,0.1784100905329441,0.1486581827072418
92735,1.0,1.0,0.1769544031645209,0.1607518194096056
92951,0.8,1.0,0.1736890940250232,0.1690490792921071
93167,1.0,1.0,0.1735713149127309,0.1636377208344104
93383,0.8,1.0,0.167133297634081,0.1737705296345578
93599,1.0,1.0,0.1859887051831911,0.1704952515997908
93815,0.8,1.0,0.177870175883854,0.1659893614654179
94031,1.0,1.0,0.1938263419360653,0.1855639541333197
94247,0.8,1.0,0.181475961969816,0.1739563947840652
94463,1.0,1.0,0.1765955768156571,0.1673525658672561
94679,0.8,1.0,0.1693723800110276,0.1626838079022732
94895,1.0,1.0,0.174869376275611,0.1596630447590444
95111,0.8,1.0,0.1912878443903455,0.1743275176170154
95326,1.0,1.0,0.1727179069128543,0.1732525987401256
95542,0.8,1.0,0.1772915437824084,0.1742100028415919
95758,1.0,1.0,0.176327567542895,0.1728177618372389
95974,0.8,1.0,0.1747279155154859,0.1626055702996404
96190,1.0,1.0,0.1647587193951043,0.1593750782221281
96406,0.8,1.0,0.1654675468768105,0.1524560908353832
96622,1.0,1.0,0.1725879528381081,0.1583871969809433
96838,0.8,1.0,0.1748372489443985,0.1605066497653859
97054,1.0,1.0,0.1798583263025059,0.1597635516003052
97270,0.8,1.0,0.1817836491715085,0.1655753863037278
97486,1.0,1.0,0.1672117556368161,0.1646161970178836
97702,0.8,1.0,0.1682441925940197,0.1590875679337367
97918,1.0,1.0,0.1746073776929931,0.1637530277854559
98134,0.8,1.0,0.1766946770874359,0.1618708071161493
98350,1.0,1.0,0.1757041570612666,0.1811268122463952
98566,0.8,1.0,0.1736699136190165,0.1721108817645508
98782,1.0,1.0,0.1721333264312523,0.1751708485675067
98997,0.8,1.0,0.1789488880152671,0.1542599526198981
99213,1.0,1.0,0.1856077285461194,0.1688851623702235
99429,0.8,1.0,0.1673071939605666,0.1614087175909012
99645,1.0,1.0,0.1763209615616339,0.1681176180001346
99861,0.8,1.0,0.1791084713261451,0.1726377398008777
100077,1.0,1.0,0.1791711333969624,0.1603303542398967
100293,0.8,1.0,0.1835320839144713,0.1777002206878738
100509,1.0,1.0,0.1718555452702047,0.1640974885359051
100725,0.8,1.0,0.1698270021698223,0.1585696013995584
100941,1.0,1.0,0.1792615670923774,0.1783037178512863
101157,0.8,1.0,0.1763183059101722,0.151433390609435
101373,1.0,1.0,0.172551915811134,0.1790861831693747
101589,0.8,1.0,0.1762152571599691,0.1576502456429927
101805,1.0,1.0,0.1821220352999397,0.1769146934027524
102021,0.8,1.0,0.177851790968298,0.1664975429674154
102237,1.0,1.0,0.1850873331383837,0.1627064729927045
102453,0.8,1.0,0.1751500987538985,0.1556981881572353
102669,1.0,1.0,0.1756243384281151,0.1833007308746279
102885,0.8,1.0,0.1727500702497077,0.1538639632146823
103101,1.0,1.0,0.1756716793529229,0.1823878922698018
103317,0.8,1.0,0.174701341953663,0.1713135948228325
103533,1.0,1.0,0.1758065534293641,0.1713643619270773
103749,0.8,1.0,0.1714862692838328,0.1724722198982121
103965,1.0,1.0,0.1844255865182064,0.1676536837763805
104181,0.8,1.0,0.1740597946166951,0.1556390798150674
