,velocity,operatingError,reportingError
8281,0.2,0.1930541416841107,0.184827721582818
8282,0.3,0.1754642770099284,0.1573166475554069
8283,0.4,0.1630419794981621,0.1593128321645689
8284,0.5,0.1762997404172739,0.1658821346428926
8285,0.6,0.1697483498684392,0.1645590743128555
8286,0.7,0.1681289280153552,0.1374537677675072
8287,0.8,0.1982128824162405,0.1672375603394563
8288,0.9,0.2111007908392511,0.1678262566117056
8496,0.1,0.1796835315832788,0.162556162010519
8497,0.2,0.1663283469473821,0.1614960378284566
8498,0.3,0.1854123570523498,0.1765722687375946
8499,0.4,0.1899998814259359,0.157365109705026
8500,0.5,0.1804058110148993,0.1686829622470008
8501,0.6,0.1649323265493449,0.1648466943059689
8502,0.7,0.1583763608130005,0.1281916701614473
8503,0.8,0.1803779492042695,0.1322778457121561
8504,0.9,0.266400493240153,0.1282665981271345
8712,0.1,0.1757647875957703,0.1750170127124282
8713,0.2,0.1832127760709264,0.1691765456849434
8714,0.3,0.180928824090494,0.167520766717664
8715,0.4,0.2079265326052291,0.1460054737220567
8716,0.5,0.1556330524379355,0.1189820868338043
8717,0.6,0.1755589157611758,0.1618668734482018
8718,0.7,0.1831534169210595,0.1677366482878221
8719,0.8,0.1988615130530604,0.139652447351579
8720,0.9,0.3503937057040033,0.180940966205366
8928,0.1,0.1809803352210582,0.1560177059918989
8929,0.2,0.1847031431013137,0.1740915526812994
8930,0.3,0.1763922324069136,0.1815094313652236
8931,0.4,0.1665540138605592,0.1449388843046659
8932,0.5,0.1943373776565446,0.1841363726445085
8933,0.6,0.1708839249214892,0.1562998530407182
8934,0.7,0.1611011296749453,0.1373771410904438
8935,0.8,0.1827924200629582,0.1929184621718521
8936,0.9,0.1798209060357083,0.1688001314039917
9144,0.1,0.1804926711144191,0.1568868110352509
9145,0.2,0.1554622681348421,0.1461342158007479
9146,0.3,0.1717513680218653,0.150717229283709
9147,0.4,0.1662934350085053,0.1571560665893588
9148,0.5,0.1904696890457718,0.1436048078186587
9149,0.6,0.1873714473788,0.1532960495412717
9150,0.7,0.1467195175563617,0.1349835186262494
9151,0.8,0.2096044099612721,0.1824912772203892
9152,0.9,0.1728935652628883,0.1094104292987176
9360,0.1,0.171312117549618,0.1534048458886248
9361,0.2,0.1750794038109145,0.1528643571055544
9362,0.3,0.1806411703185096,0.1573886529300899
9363,0.4,0.1909712590321063,0.1601455325612135
9364,0.5,0.1821270820087676,0.1515729480712677
9365,0.6,0.165439660463174,0.1641025594721766
9366,0.7,0.1903685911469536,0.1582700003161009
9367,0.8,0.1973110562461069,0.1279714037880327
9368,0.9,0.1377178011474083,0.1211068805296305
9576,0.1,0.1732880678157642,0.1728959062989959
9577,0.2,0.1756962321987015,0.1579684722818758
9578,0.3,0.1842847597809125,0.1707914407307328
9579,0.4,0.167337579677258,0.1244034758359422
9580,0.5,0.178771257926133,0.1634659866897487
9581,0.6,0.1520197927928076,0.1604878053029861
9582,0.7,0.2105011956079613,0.1619052973948518
9583,0.8,0.3386420778605666,0.1925407293677191
9584,0.9,0.2094545727949552,0.152258400297543
9792,0.1,0.1711216263006494,0.1574838711289878
9793,0.2,0.1823680091332585,0.142676739517313
9794,0.3,0.1714241564909494,0.1845726883382297
9795,0.4,0.1642498431448171,0.1701922204411816
9796,0.5,0.1688102925547165,0.1608418416028396
9797,0.6,0.1814012797275476,0.2088949348513773
9798,0.7,0.1877452076382608,0.1602531413398686
9799,0.8,0.2116593649250933,0.115655770187952
9800,0.9,0.2459174245235825,0.1284803276919911
10008,0.1,0.1734133278538258,0.1754392446551362
10009,0.2,0.1602124146170881,0.1487425286529901
10010,0.3,0.1720823521267979,0.1584544571107183
10011,0.4,0.1708835116969295,0.1360322683988041
10012,0.5,0.1582545528835331,0.1460365850168231
10013,0.6,0.1638446341437019,0.1793891374308603
10014,0.7,0.1752867728537961,0.1524806262760492
10015,0.8,0.1766980280560853,0.158231176338175
10016,0.9,0.2179468248517545,0.1721807056903418
10224,0.1,0.1612275065684877,0.1511636690680609
10225,0.2,0.1654547414628908,0.1553744070750013
10226,0.3,0.1880715273938892,0.1636218637686196
10227,0.4,0.1751454770244038,0.1502157399704515
10228,0.5,0.1558496477069998,0.1568305177186413
10229,0.6,0.2600196364905115,0.1512398124028077
10230,0.7,0.1874837072259499,0.1619671956395063
10231,0.8,0.3059755302875778,0.147069281070737
10232,0.9,0.1790882247982321,0.1392393114341445
10440,0.1,0.1736692284196925,0.160458108799639
10441,0.2,0.1763403411407399,0.1608616303937885
10442,0.3,0.189032188827099,0.1885684125341456
10443,0.4,0.1754207886210795,0.1593765308772057
10444,0.5,0.1862126104901198,0.1459404637897562
10445,0.6,0.1748956888130278,0.1476744322490655
10446,0.7,0.1762475853200167,0.1798302722816596
10447,0.8,0.2017564355346953,0.1580661080413642
10448,0.9,0.15615659410998,0.1244072249577905
10656,0.1,0.1703451919859783,0.1673550343724814
10657,0.2,0.1815076175739093,0.1633341606929006
10658,0.3,0.1889746260254588,0.1597650074643675
10659,0.4,0.1869784091598063,0.1547522631336547
10660,0.5,0.1737674288236709,0.181098858469373
10661,0.6,0.1853388680120037,0.1377700508185405
10662,0.7,0.1815939932800053,0.1442292817392755
10663,0.8,0.168967413606042,0.1620260330852696
10664,0.9,0.2091546300627336,0.1609954518557191
10872,0.1,0.1847959256342345,0.1677292872836566
10873,0.2,0.1636521402274723,0.1523803513891672
10874,0.3,0.1845294810688766,0.1569532313218531
10875,0.4,0.1889576897388878,0.1592347931913361
10876,0.5,0.1801377119989094,0.1652482246620555
10877,0.6,0.191345681650439,0.1772270747091871
10878,0.7,0.1883417273446427,0.1871964153984173
10879,0.8,0.1838431787465768,0.1588548894597416
10880,0.9,0.1969989318348759,0.144286249345838
11088,0.1,0.1747360505581175,0.1677812319317457
11089,0.2,0.1767593616645874,0.15914250160894
11090,0.3,0.1847103795563187,0.1464889756435442
11091,0.4,0.1614767907524109,0.1506453781341961
11092,0.5,0.1742630055150132,0.198190752966006
11093,0.6,0.1690251622963355,0.1587252767470573
11094,0.7,0.1898865432029152,0.1524166400394275
11095,0.8,0.1991454638288643,0.1542293778847872
11096,0.9,0.2125971124884165,0.184459175909478
11304,0.1,0.1794220146815625,0.1577625486109335
11305,0.2,0.1746554062365214,0.1631093955253402
11306,0.3,0.1912628227015546,0.168807845145947
11307,0.4,0.1990428150440223,0.1817369280854832
11308,0.5,0.17835344007071,0.1571763682884787
11309,0.6,0.1710625554374377,0.1355158008380841
11310,0.7,0.163521658929213,0.1164948438990912
11311,0.8,0.1909395455454069,0.1780030183061058
11312,0.9,0.1261122745456472,0.1523817251632903
11520,0.1,0.1823197797005732,0.1649296583193202
11521,0.2,0.1720478103121623,0.1586165868716545
11522,0.3,0.1815825731937557,0.1787948711682049
11523,0.4,0.1861494045990291,0.1714645916406467
11524,0.5,0.1836070812777278,0.1390787220898425
11525,0.6,0.1887641519409335,0.1250455689814873
11526,0.7,0.1324384467510572,0.1865696255343619
11527,0.8,0.174188290413169,0.1365594872159028
11528,0.9,0.2108647487797645,0.1419393950362835
11736,0.1,0.1728632670506828,0.1563143175031221
11737,0.2,0.1818378008167456,0.1518517192242986
11738,0.3,0.169411142709505,0.1710675471908231
11739,0.4,0.1634162646005133,0.1248198295172901
11740,0.5,0.1605226723535923,0.1618345762417318
11741,0.6,0.1774264552128999,0.1586321792447272
11742,0.7,0.1550515121753204,0.1586230276087431
11743,0.8,0.1655282974689446,0.159217928290744
11744,0.9,0.2657427907705789,0.1926367007510217
11952,0.1,0.1799796210944573,0.1722417157642122
11953,0.2,0.1771182046066767,0.1623966524352486
11954,0.3,0.1661784591809714,0.1510954111899962
11955,0.4,0.156165905175037,0.1508305991052252
11956,0.5,0.1667031592641761,0.172665072111412
11957,0.6,0.1816675091002023,0.1448090210887296
11958,0.7,0.2039501727751703,0.1457759964939398
11959,0.8,0.193049249775766,0.1671304372949594
11960,0.9,0.1800359690792289,0.1734608676753144
12168,0.1,0.1690450053012934,0.1577046483900109
12169,0.2,0.182284562882013,0.1641510523071339
12170,0.3,0.1824298182747799,0.1423065077994137
12171,0.4,0.1837389764628734,0.160395837851567
12172,0.5,0.1714463816841909,0.1592091956994784
12173,0.6,0.134163364303884,0.1651791361096085
12174,0.7,0.1683145848699091,0.1695058077876846
12175,0.8,0.1814560867077977,0.1446291322531683
12176,0.9,0.2219752789656446,0.1348872368284406
12384,0.1,0.1646263649156304,0.1669065140771593
12385,0.2,0.1622781882082943,0.1558837984119734
12386,0.3,0.1659227046719755,0.1552385057118864
12387,0.4,0.1845873072723924,0.1573636020389901
12388,0.5,0.178162769866685,0.1608280458699575
12389,0.6,0.1930200621607126,0.1552750531567384
12390,0.7,0.1745515743656692,0.1684027974286218
12391,0.8,0.152607326322447,0.1273968463235488
12392,0.9,0.2679509961609201,0.1633441546111869
12600,0.1,0.1724310811550091,0.1539290313692012
12601,0.2,0.1826474652199844,0.1465568206930084
12602,0.3,0.1906322102644312,0.1836135961909328
12603,0.4,0.1706549588123445,0.1562329927744467
12604,0.5,0.1794438070045777,0.1316402762200244
12605,0.6,0.2149385959076013,0.1926533335042772
12606,0.7,0.2881378051519381,0.1686060623811008
12607,0.8,0.1631163954168375,0.1837599079212703
12608,0.9,0.2159945174691488,0.1667954938012926
12816,0.1,0.1828774109787636,0.173363163358796
12817,0.2,0.1698411709761417,0.1604848737955911
12818,0.3,0.1849378809953058,0.1573339427781024
12819,0.4,0.1739192062423425,0.1525880375533479
12820,0.5,0.1762599377806878,0.1627826770681784
12821,0.6,0.1932590204260117,0.1686413816819454
12822,0.7,0.2183867068959225,0.1574690286357815
12823,0.8,0.1998657029011078,0.1797239949729375
12824,0.9,0.190724560391896,0.1602199868152538
13032,0.1,0.1729217455799696,0.1536220680993257
13033,0.2,0.1682262148521396,0.1718173284077875
13034,0.3,0.1492527128499349,0.1602891957849432
13035,0.4,0.1925967531433079,0.1825653227466094
13036,0.5,0.1615383677695626,0.1743917523559084
13037,0.6,0.1835409341909202,0.1721930604192894
13038,0.7,0.1601554773120452,0.1325488794002907
13039,0.8,0.2066261087305029,0.1503927992990224
13040,0.9,0.1864906519148527,0.130923365447178
13248,0.1,0.1812340455801621,0.1624231930181385
13249,0.2,0.1847156083431399,0.161111897609283
13250,0.3,0.1845478842633149,0.1421382255208333
13251,0.4,0.1982737023670912,0.1743695905774044
13252,0.5,0.1718622992462551,0.1620345197987096
13253,0.6,0.1751789030021187,0.1591847932684952
13254,0.7,0.1668092479003632,0.1236949140164565
13255,0.8,0.1975794732514259,0.137180980050297
13256,0.9,0.2391655428633283,0.169328150721029
13464,0.1,0.1786997603329331,0.1553451661531391
13465,0.2,0.2055521132400254,0.1688503243509672
13466,0.3,0.1954141508417204,0.2053642783289256
13467,0.4,0.1817128778184963,0.1542103469558216
13468,0.5,0.1436984431233488,0.128706121698461
