,useMalOp,useMalRep,operatingError,reportingError
29232,True,True,0.1853377845599788,0.1626612810094022
29448,False,False,0.1703957182063811,0.1441612399225874
29664,True,False,0.1357607198567656,0.1157155306238726
29880,False,True,0.1762895984195744,0.1580234389570936
30096,True,True,0.1636345849305621,0.1545955843524937
30312,False,False,0.1776823465396487,0.1601265319496475
30528,True,False,0.1350365923349631,0.1103223230163887
30744,False,True,0.1755410537494589,0.1599698425919143
30960,True,True,0.1734664936555731,0.1473290623088269
31176,False,False,0.1692373628845942,0.1536804643129064
31392,True,False,0.1274674057954698,0.114868003140363
31608,False,True,0.1704063009741204,0.1533628219854084
31824,True,True,0.1768219028277871,0.1601508635088681
32040,False,False,0.1647134663198539,0.1580616168852504
32256,True,False,0.128019584686028,0.1065190456072725
32472,False,True,0.1804401030009343,0.1622360395270398
32688,True,True,0.178280714111997,0.1500729310829173
32904,False,False,0.1601739756352599,0.1473857586471823
33120,True,False,0.1245666475924624,0.1105302921436886
33336,False,True,0.1782427423721521,0.1696984288875254
33552,True,True,0.1793482304193238,0.1594901682597307
33768,False,False,0.1713466674715157,0.1611154706360033
33984,True,False,0.1363850685429271,0.1246989310772644
34200,False,True,0.1847006648767781,0.1684305255245691
34416,True,True,0.1739558204950186,0.1585215514777742
34632,False,False,0.1744214571276831,0.1585466761349127
34848,True,False,0.1495214053048423,0.1148301336386095
35064,False,True,0.1696646701588819,0.1640791106284059
35280,True,True,0.178549226433148,0.1601113647630954
35496,False,False,0.1718934327635426,0.1644039307917231
35712,True,False,0.130714837197757,0.10905783053697
35928,False,True,0.168031034758476,0.158666661756839
36144,True,True,0.1725187056332476,0.1379442705542005
36360,False,False,0.1709159309160793,0.1565506079413184
36576,True,False,0.1433736675529783,0.1272273099376804
36792,False,True,0.1708206415581004,0.1503215959598274
37008,True,True,0.1729299832252712,0.1534977563652653
37224,False,False,0.168055125776815,0.1675665810285091
37440,True,False,0.1347015273448034,0.1105339949416404
37656,False,True,0.1754136702962944,0.1579156691470611
37872,True,True,0.1794611407109316,0.1613242455978078
38088,False,False,0.1718915844140434,0.1503957836542762
38304,True,False,0.1320347775480253,0.0981347466296086
38520,False,True,0.1704456189439241,0.1421995726998829
38736,True,True,0.1665098016952634,0.1502456037677619
38952,False,False,0.1714068324004126,0.1666091885024212
39168,True,False,0.1377852289715309,0.1207986501501423
39384,False,True,0.179956132367512,0.1618396430334478
39600,True,True,0.1809451629253168,0.1505965525620337
39816,False,False,0.1749477698234956,0.153457197723482
40032,True,False,0.1357959423272572,0.1175799537818281
40248,False,True,0.1730190550786686,0.1569689026612817
40464,True,True,0.1715283235402206,0.1542928583073649
40680,False,False,0.1719115409889612,0.1613373543213803
40896,True,False,0.1245617570313631,0.1229421642532538
41112,False,True,0.1653217442416688,0.1634234319803093
41328,True,True,0.1791320147173035,0.1515560457170473
41544,False,False,0.1826598561807459,0.1693155782147358
41760,True,False,0.1351196618123179,0.1096794201405826
41976,False,True,0.1769772673434531,0.1513618980946784
42192,True,True,0.1855528713351816,0.1490483383454662
42408,False,False,0.1897369937522509,0.176136683086197
42624,True,False,0.1324699399642066,0.1032109959356339
42840,False,True,0.1706207221937253,0.1665185601492478
43056,True,True,0.1763230659494029,0.1629407791099238
43272,False,False,0.1716407266419647,0.161671074314259
43488,True,False,0.1296263047173112,0.1029633407311574
43704,False,True,0.1746663376779141,0.1478909696486713
43920,True,True,0.1754703028633755,0.1512515722199724
44136,False,False,0.17452771933671,0.1523762930363463
44352,True,False,0.1324206428978604,0.1188648966297931
44568,False,True,0.1742640055746025,0.1513568910590563
44784,True,True,0.1797640504488139,0.1485590028289534
45000,False,False,0.172394387046832,0.156463641780267
45216,True,False,0.1343615117817864,0.1225061338349075
45432,False,True,0.1805163341424988,0.1711536722434989
45648,True,True,0.1779266958657487,0.1668451870621848
45864,False,False,0.177923986628518,0.159127872772321
46080,True,False,0.1384018816611294,0.1190805398216836
46296,False,True,0.1877421621349474,0.1681237969587223
46512,True,True,0.174111834604959,0.1538283247886577
46728,False,False,0.1753969361104387,0.1595248309029033
46944,True,False,0.1327814375182799,0.1172274533449272
47160,False,True,0.16467662096071,0.1552724612857149
47376,True,True,0.1715535290398636,0.1542018282654676
47592,False,False,0.1722818931010389,0.1586980620305667
47808,True,False,0.1289749788042474,0.1190398829704605
48024,False,True,0.1718536152976789,0.1599960268766246
48240,True,True,0.1708889496620505,0.1724359909189002
48456,False,False,0.1781704054644611,0.1647543401298408
48672,True,False,0.1298406157924315,0.1112763437643943
48888,False,True,0.1793101221608438,0.1626803765999425
49104,True,True,0.1745155447680708,0.1613030790516906
49320,False,False,0.1755205781263081,0.1522028801897554
49536,True,False,0.1246040122636051,0.1068641519704204
49752,False,True,0.1776242049970143,0.1670463580636912
49968,True,True,0.1753406332740254,0.1601135588567876
50184,False,False,0.1764103148631212,0.1662673259028788
50400,True,False,0.1255046409310763,0.1151813424487229
50616,False,True,0.1773490130509605,0.1535386387900925
50832,True,True,0.173057235424941,0.1605624960654211
51048,False,False,0.1702296968280491,0.1569094190704944
51264,True,False,0.1333583455298962,0.114527550375043
51480,False,True,0.1808898686300369,0.1636340858959084
51696,True,True,0.1701307113737513,0.1679851475342921
51912,False,False,0.1762656972420241,0.1590437948098391
52128,True,False,0.1275108395781049,0.1130343260161477
52344,False,True,0.1740219469637834,0.1511442507218776
52560,True,True,0.1738053810838008,0.1691408047492677
52776,False,False,0.1881253712266585,0.1674580522879648
52992,True,False,0.1412991866623611,0.1275071894510217
53208,False,True,0.1710412817910624,0.1546514936257202
53424,True,True,0.1742593983574977,0.1684146472048556
53640,False,False,0.1846200256012286,0.169660923587148
53856,True,False,0.1432676883649237,0.1245115659371323
54072,False,True,0.1716664771841481,0.1611299760523851
54288,True,True,0.1737310724703682,0.1548300576366457
54504,False,False,0.1760848091967478,0.1740360532285687
54720,True,False,0.1273471739097558,0.1117678156770778
54936,False,True,0.1690073771857415,0.1647887054833119
55152,True,True,0.1734038139632423,0.1535890443485947
55368,False,False,0.1764133862809163,0.1731075782967618
55584,True,False,0.1355929445983701,0.1104826420427167
55800,False,True,0.1757009832146991,0.1714106467947945
56016,True,True,0.1651359154653397,0.1519722819865271
56232,False,False,0.1665264283732391,0.1632958345110408
56448,True,False,0.1323992825832203,0.1126248473389491
56664,False,True,0.1626746635760167,0.1506753963899595
56880,True,True,0.1716006980422305,0.1490629713622928
57096,False,False,0.1844971282883815,0.1591301246530183
57312,True,False,0.1273494159128214,0.1160788524009408
57528,False,True,0.1681647407722397,0.1645144077456279
57744,True,True,0.1798807324129779,0.1525809362145599
57960,False,False,0.178522353127116,0.1619704630166368
58176,True,False,0.1413153470798684,0.1199316081894567
58392,False,True,0.1752374641283382,0.1632095782773144
58608,True,True,0.1805319770891874,0.1702157435546225
58824,False,False,0.1763506543172766,0.1664031049430556
59040,True,False,0.1456743936074719,0.1107642570134708
59256,False,True,0.1739613438618148,0.1656241986338762
59472,True,True,0.1804162378724617,0.1584738182522349
59688,False,False,0.1689592229553702,0.1499772585549401
59904,True,False,0.1299740449344938,0.113335648911592
60120,False,True,0.1719536992153945,0.1636237627324913
60336,True,True,0.1786026277558975,0.1579131971942749
60552,False,False,0.1673533576721659,0.1628603062159977
60768,True,False,0.1349995284477776,0.113938002853085
60984,False,True,0.1627992452720233,0.1545104632675774
61200,True,True,0.1701481842500269,0.1666131405399261
61416,False,False,0.172089073904032,0.1561257791766782
61632,True,False,0.1286155349651731,0.1125915913561944
61848,False,True,0.1764966503161819,0.1627828767579375
62064,True,True,0.1774418150468452,0.1656805056251113
62280,False,False,0.1775766415448613,0.1657771769732364
62496,True,False,0.1386362493209031,0.1160609122521885
62712,False,True,0.1804129306608418,0.1605963614775538
62928,True,True,0.180342417288759,0.1674999736329525
63144,False,False,0.1758632035979721,0.1682506253101282
63360,True,False,0.1279651689614208,0.115553331600698
63576,False,True,0.1708515201402376,0.1602944109405057
63792,True,True,0.1750742450303797,0.1530391660599993
64008,False,False,0.1763446341226016,0.1606185018148389
64224,True,False,0.1399812535300897,0.1091217814440395
64440,False,True,0.1728676796176034,0.162279149079069
64656,True,True,0.1753052722128818,0.1664955034443983
64872,False,False,0.1743658823190668,0.1784203655946905
65088,True,False,0.1416442469061404,0.1263154424020277
65304,False,True,0.1689157607611059,0.1566099200384028
65520,True,True,0.1733065000152975,0.163147831701247
65736,False,False,0.1726299801798061,0.1600600733832586
65952,True,False,0.1306613372523715,0.1213883885964196
66168,False,True,0.1848107432655941,0.1662978812991874
66384,True,True,0.1661916552740497,0.1534451430664012
66600,False,False,0.1740493118673753,0.1615421069834108
66816,True,False,0.1263584463095381,0.1182611747517492
67032,False,True,0.1670106245322718,0.1480113846078587
67248,True,True,0.1775744659675286,0.1562527668301944
67464,False,False,0.1734316753210771,0.1721556344313677
67680,True,False,0.1362622195231997,0.1261474560413061
67896,False,True,0.1680667076905749,0.1556967590508468
68112,True,True,0.1759711648669853,0.1634735817423766
68328,False,False,0.1788985384462637,0.1556769879514317
68544,True,False,0.1292588717968128,0.1254452438015746
68760,False,True,0.1664348324766245,0.1536382015257857
68976,True,True,0.1741906277756684,0.1515345388482304
69192,False,False,0.1842171176117318,0.1699264081061904
69408,True,False,0.1314964560363296,0.1249243982029071
69624,False,True,0.1659480028442353,0.161551178923184
69840,True,True,0.1773181492181743,0.1676731699813547
70056,False,False,0.1657140774552865,0.1611117963977367
70272,True,False,0.1325067548243091,0.1116126221201218
70488,False,True,0.1686240668631484,0.1574139222071528
70704,True,True,0.1723741309553982,0.1579135309090497
70920,False,False,0.1797618215673805,0.1486705650406919
71136,True,False,0.1382410826648796,0.1095482121298317
71352,False,True,0.1801212135925402,0.1616819876090209
71568,True,True,0.1771668592760356,0.1576705215090451
71784,False,False,0.1715840348923042,0.1524355052454439
72000,True,False,0.1323999944239965,0.1168576035319494
72216,False,True,0.1809043941023449,0.166337901234361
72432,True,True,0.1695393766550523,0.1525027387340987
72648,False,False,0.1751881598191799,0.1776320098378234
72864,True,False,0.1316971148800116,0.1171195716639655
73080,False,True,0.1802283067579933,0.1684559414143551
73296,True,True,0.1691493932038214,0.1449175460085154
73512,False,False,0.1618998797444101,0.1574332914868189
73728,True,False,0.145799984405875,0.1256378873284312
73944,False,True,0.173575292102941,0.1404124485322573
74160,True,True,0.1784194996603302,0.1618703656546879
74376,False,False,0.1781452623698873,0.1664705978682366
74592,True,False,0.1425108624912313,0.1221885295884139
74808,False,True,0.1721027311597272,0.1676262592422706
75024,True,True,0.1739211831115331,0.1492845740774656
75240,False,False,0.1792824876641434,0.1582945892183642
75456,True,False,0.1379174047311901,0.1209376296919531
75672,False,True,0.1882432823623006,0.1793948532439101
75888,True,True,0.1774710746222045,0.1481367516662739
76104,False,False,0.1736939398678198,0.1536436723168376
76320,True,False,0.1324762298319098,0.1180698075208369
76536,False,True,0.1921944002756171,0.1781476403866959
76752,True,True,0.1727284391134596,0.1779263309553384
76968,False,False,0.1889716656613497,0.1528597504511269
77184,True,False,0.138603822262048,0.1159789584767001
77400,False,True,0.1809039080199726,0.1660256909013134
77616,True,True,0.1661223436550715,0.1474767939077232
77832,False,False,0.1756385719579736,0.1550516517529155
78048,True,False,0.1326714105082189,0.1185823085899287
78264,False,True,0.1684825266769511,0.1403338486295634
78480,True,True,0.1752269201118764,0.1567795130216698
78696,False,False,0.1681377340577003,0.1563922569999942
78912,True,False,0.1323795248490782,0.1117992511266449
79128,False,True,0.1818367528976401,0.1620417864822486
79344,True,True,0.1704548326569531,0.1500840735411067
79560,False,False,0.1689106319858545,0.1594700272261998
79776,True,False,0.1340340733715402,0.1151004794994888
79992,False,True,0.171930153858425,0.1753164073371925
80208,True,True,0.1670847766433513,0.158872215582319
80424,False,False,0.1644047218979958,0.1680597081271541
80640,True,False,0.1333376967677045,0.1244868521459209
80856,False,True,0.1783096128856441,0.1724193532452275
81072,True,True,0.1703348016595511,0.1559616743676582
81288,False,False,0.1811231523635259,0.164698402318983
81504,True,False,0.1364099459058229,0.1116226252151379
81720,False,True,0.1815824121287172,0.1759147490104836
81936,True,True,0.1756848472251341,0.1499176685501751
82152,False,False,0.1799333125681106,0.1588904410641303
82368,True,False,0.1286750431542869,0.120915137225045
82584,False,True,0.1727436566247678,0.1577238441796991
82800,True,True,0.1826061926900694,0.1690135930100446
83016,False,False,0.1815019529132916,0.1674088668326193
83232,True,False,0.1360110570811568,0.1197623250696489
83448,False,True,0.1819221251226118,0.1706422245717406
83664,True,True,0.1699144957745477,0.1624052342058567
83880,False,False,0.1834404012047887,0.155791193740071
84096,True,False,0.1374158171532866,0.1131269083001767
84312,False,True,0.1806992247460489,0.1661311217606491
84528,True,True,0.1783567982219196,0.1686885054135508
84744,False,False,0.1814804443790847,0.1528265917834605
84960,True,False,0.1300979299738067,0.1094061723724401
85176,False,True,0.1795827132103131,0.1561386689579358
85392,True,True,0.175224031311601,0.1742978124629833
85608,False,False,0.176983968710427,0.1579004261328219
85824,True,False,0.1235068306522468,0.1156444329794067
86040,False,True,0.1794740546197655,0.1606154288503599
86256,True,True,0.1720008422177546,0.1770762128617996
86472,False,False,0.1751729218713487,0.1591962525889659
86688,True,False,0.135022151286635,0.1141405438177961
86904,False,True,0.1674068749019175,0.1733033803670987
87120,True,True,0.1678888995082563,0.1614053472236769
87336,False,False,0.1619754718799064,0.1447866013109657
87552,True,False,0.125234147566902,0.1038511593221623
87768,False,True,0.1722761279408001,0.168902480458353
87984,True,True,0.1915356098240817,0.1715611249029499
88200,False,False,0.177891588888627,0.1618934659965278
88416,True,False,0.1312821993899467,0.0972820869929463
88632,False,True,0.1757258710936243,0.1678036483017417
88848,True,True,0.1757839481037965,0.1637896136979379
89064,False,False,0.1731693661907563,0.1665607129925076
89280,True,False,0.1356438938901999,0.1211984232142771
89496,False,True,0.1726300011266331,0.1565830071415719
89712,True,True,0.1806651465332226,0.1570714263772087
89928,False,False,0.1877927101892738,0.1583102408557365
90144,True,False,0.1317756740438695,0.1139828043855594
90360,False,True,0.1797134876509333,0.1645179438281993
90576,True,True,0.1737351126979832,0.1576161490441662
90792,False,False,0.1664880767055622,0.1515342670926435
91008,True,False,0.1382693124945176,0.1113995601034835
91224,False,True,0.1819839862576428,0.1595853412195209
91440,True,True,0.1682707084305871,0.1678431483934735
91656,False,False,0.1816553973777228,0.1590706965983761
91872,True,False,0.1506092318516931,0.124424851236578
92088,False,True,0.1788159173871275,0.1584569424920975
92304,True,True,0.1636787967231432,0.1507605835662283
92520,False,False,0.1682041260301539,0.1591391895408543
92736,True,False,0.1256940764045525,0.1085957684775757
92952,False,True,0.1751666819286809,0.1623991316332577
93168,True,True,0.1703714522355504,0.1562549785948708
93384,False,False,0.1788478583788952,0.1639502792045942
93600,True,False,0.1356657997637911,0.1214179854103322
93816,False,True,0.1759051915289356,0.1550064917593235
94032,True,True,0.1815501215674905,0.1512578456432096
94248,False,False,0.1751860361709132,0.1547429140265264
94464,True,False,0.1369132127245897,0.1198350835365284
94680,False,True,0.1812988480998731,0.165818418222593
94896,True,True,0.175329487289676,0.1679696009968619
95112,False,False,0.1788435617515338,0.1697351033258663
95328,True,False,0.1411680245333667,0.1238237916703649
95544,False,True,0.1778398719830397,0.1512104223120768
95760,True,True,0.1736134671555027,0.1574813945472331
95976,False,False,0.190919928512417,0.1587272721964846
96192,True,False,0.128226937369034,0.1079186190948543
96408,False,True,0.1733598118548547,0.1639922808165048
96624,True,True,0.183977705288481,0.177724259351211
96840,False,False,0.1786381979946923,0.1563782182297537
97056,True,False,0.1246669037198057,0.1105982393456868
97272,False,True,0.1753930554710797,0.1578348172833535
97488,True,True,0.1643238538281796,0.1576312746986109
97704,False,False,0.1848065739744527,0.1633756239441777
97920,True,False,0.1411426775945869,0.1133314423017654
98136,False,True,0.1812057381733941,0.1606854334410105
98352,True,True,0.18377410877627,0.1568574319122939
98568,False,False,0.1842974267787303,0.1554711581932075
98784,True,False,0.1342076568592747,0.1174921788276167
99000,False,True,0.1687438194219785,0.1479901335318262
99216,True,True,0.1674221660228726,0.1583846895481642
99432,False,False,0.1698317779330499,0.1498841673259207
99648,True,False,0.1365877194970748,0.1163623923943157
99864,False,True,0.1750423292730517,0.1557199819064803
100080,True,True,0.169544267343369,0.1647479014041167
100296,False,False,0.1855839730032415,0.1596978102876019
100512,True,False,0.1336570996736096,0.1231167665163333
100728,False,True,0.1815274373466673,0.1514379072258111
100944,True,True,0.1676699258160827,0.1647736516653654
101160,False,False,0.1815083138063835,0.1572695684943176
101376,True,False,0.1320513681257401,0.1169480153476125
101592,False,True,0.1727908777969751,0.1722797370530474
101808,True,True,0.1768105844970132,0.1698207702544713
102024,False,False,0.1692020413692816,0.1598238318589149
102240,True,False,0.1322924739739487,0.1063950587053652
102456,False,True,0.1733322943384784,0.158182198366692
102672,True,True,0.1753434542704966,0.153472736283216
102888,False,False,0.1696831716474344,0.1501861907572474
103104,True,False,0.1387707264721329,0.1244694244638698
103320,False,True,0.1696950057233257,0.163257346223061
103536,True,True,0.1703324292174007,0.1535153840730587
103752,False,False,0.1750564421404297,0.1659621835922043
103968,True,False,0.1407640230282041,0.1143398606341435
104184,False,True,0.1815542226821915,0.154017265550552
104400,True,True,0.1717831554957915,0.1712885212310096
104616,False,False,0.1810107165871886,0.1638116658630655
104832,True,False,0.1392546615687968,0.1100982768128113
105048,False,True,0.1789082100975275,0.1629330353941381
105264,True,True,0.176223199911209,0.1644842081203089
105480,False,False,0.1881995671789472,0.1626893322492967
105696,True,False,0.140041173091217,0.1177742819963687
105912,False,True,0.1736515987603471,0.1574001316232948
106128,True,True,0.1735763520758324,0.1577546733744813
106344,False,False,0.1916033180377543,0.174106030063056
106560,True,False,0.1325655405951661,0.1100494447307156
106776,False,True,0.1822940199767355,0.1589314676537879
106992,True,True,0.1736271379414114,0.1610159015127312
107208,False,False,0.1772836632998992,0.1641028468775739
107424,True,False,0.1287215971421036,0.1169963758023831
107640,False,True,0.1870381663290938,0.1661821225388109
107856,True,True,0.1712472559628887,0.1585770379531253
108072,False,False,0.1826782097441285,0.1620609443868998
108288,True,False,0.1298605236970292,0.1192531024922239
108504,False,True,0.1776695264943321,0.1581188167824748
108720,True,True,0.1723167847614706,0.1580586661741275
108936,False,False,0.1664633354743038,0.1525387935448512
109152,True,False,0.1409660601891037,0.1022950198808937
109368,False,True,0.1855596574249945,0.1735468969125351
109584,True,True,0.1726650382745988,0.167364760982667
109800,False,False,0.174206382317044,0.1416097446027001
110016,True,False,0.1364733665252225,0.1306593417742898
110232,False,True,0.175062786811921,0.1531012106650004
110448,True,True,0.1711674970030143,0.1689234088862209
110664,False,False,0.1673346873186056,0.1542904672880499
110880,True,False,0.1355747159024757,0.1294683108167092
111096,False,True,0.1780771310455274,0.1550717966134889
111312,True,True,0.1732784992391722,0.1681812137051956
111528,False,False,0.1754131041284561,0.1491327936438541
111744,True,False,0.1493594225453184,0.1123803198846599
111960,False,True,0.1784684840863863,0.1607292241694964
112176,True,True,0.1752924308190075,0.1646075448194202
112392,False,False,0.1685700123540672,0.1601533697354253
112608,True,False,0.1342542343864503,0.1268972162595164
112824,False,True,0.1681041868078427,0.1508206860753484
113040,True,True,0.1688368510664774,0.1572683744792789
113256,False,False,0.1814860974961862,0.1704387223510291
113472,True,False,0.1379875110414546,0.1247417540207832
113688,False,True,0.1682024929716527,0.1682585059418378
113904,True,True,0.1759237852157422,0.1643814417833508
114120,False,False,0.1752230037777389,0.1567485076079732
114336,True,False,0.1383971982428375,0.1265391495409212
114552,False,True,0.17876260147255,0.1615028808410419
114768,True,True,0.1770377095572865,0.1508220440102409
114984,False,False,0.1704817238819683,0.1588318836151175
115200,True,False,0.1315972499410364,0.1128915683493326
115416,False,True,0.1761481430226966,0.1584501244460834
115632,True,True,0.1854627706560591,0.1644772296289988
115848,False,False,0.1817019762481097,0.1691416911670927
116064,True,False,0.1388425478217134,0.1114552472201426
116280,False,True,0.1652613425167178,0.1516687850350286
116496,True,True,0.1707958359813368,0.1605533498432319
116712,False,False,0.1780956891821522,0.1781572283855743
116928,True,False,0.1342982544556499,0.127608907823696
117144,False,True,0.1813750684676827,0.1704162345772676
117360,True,True,0.171378424833885,0.1530202047174841
117576,False,False,0.173735398157595,0.1632037115114108
117792,True,False,0.1235388947126688,0.1109280884410976
118008,False,True,0.1719846618485322,0.1520792508109263
118224,True,True,0.1743053308470611,0.162371713870422
118440,False,False,0.1796581318396885,0.1611841605725348
118656,True,False,0.1375920675078001,0.1122488772069755
118872,False,True,0.1786068490951752,0.1609116938733034
119088,True,True,0.1707631411622401,0.1592481585120382
119304,False,False,0.1758183020678724,0.156308825165637
119520,True,False,0.1273584759750034,0.1162570871190573
119736,False,True,0.1647363720984887,0.1581679677130344
119952,True,True,0.1765360599294642,0.163120315990861
120168,False,False,0.1814836761034449,0.1661142819132136
120384,True,False,0.1456303884124163,0.117641488529756
120600,False,True,0.1838982732267777,0.1596921020390649
120816,True,True,0.1692336291667422,0.1513602830511583
121032,False,False,0.1889864159641261,0.1625006126745191
