,kNumWitnesses,operatingError,reportingError
11520,2.0,0.1823197797005732,0.1649296583193202
11664,1.0,0.1792710722724847,0.1718397565554721
11700,1.5,0.1817490262864227,0.1639124007484325
11736,2.0,0.1728632670506828,0.1563143175031221
11880,1.0,0.1769433763854645,0.1811790263784444
11916,1.5,0.1827650499582735,0.1669344382390496
11952,2.0,0.1799796210944573,0.1722417157642122
12096,1.0,0.183527733095695,0.1563704998315246
12132,1.5,0.1707583186240213,0.1664192266896594
12168,2.0,0.1690450053012934,0.1577046483900109
12312,1.0,0.1744930136403009,0.1555720701637053
12348,1.5,0.1810297038349185,0.1594295834416655
12384,2.0,0.1646263649156304,0.1669065140771593
12528,1.0,0.1703121088274958,0.16034549619045
12564,1.5,0.1791314237427078,0.1730181046122726
12600,2.0,0.1724310811550091,0.1539290313692012
12744,1.0,0.177156055112563,0.1619249264285771
12780,1.5,0.1775439025905267,0.1585074103999853
12816,2.0,0.1828774109787636,0.173363163358796
12960,1.0,0.1648834510187795,0.1577609387868814
12996,1.5,0.174358914002372,0.1543998222232495
13032,2.0,0.1729217455799696,0.1536220680993257
13176,1.0,0.1840740040335297,0.1559905977008095
13212,1.5,0.1744912065759069,0.1507642204477969
13248,2.0,0.1812340455801621,0.1624231930181385
13392,1.0,0.1694618534477573,0.1648526812840468
13428,1.5,0.1700828159718566,0.1528183280819113
13464,2.0,0.1786997603329331,0.1553451661531391
13608,1.0,0.1784222354673583,0.1597065259896282
13644,1.5,0.1718318363350048,0.1672144453089492
13680,2.0,0.1793036464950994,0.1586632990187478
13824,1.0,0.1593774612185747,0.1465539349212622
13860,1.5,0.1792981666193825,0.166438942844318
13896,2.0,0.1794148115651602,0.1690914350674344
14040,1.0,0.162323658240253,0.147348182921321
14076,1.5,0.1858609797718702,0.1687885411555977
14112,2.0,0.1750111314147925,0.1514486080696453
14256,1.0,0.1734818022562246,0.1592635248615272
14292,1.5,0.1786113409011075,0.1651236421229103
14328,2.0,0.1823263348234607,0.1569621845010329
14472,1.0,0.1678756516934984,0.1638283100588667
14508,1.5,0.1787107886740501,0.1648594195766524
14544,2.0,0.1718960918912832,0.1632591537449034
14688,1.0,0.1822855828533644,0.1702400863254433
14724,1.5,0.1762345245172324,0.1506234039027525
14760,2.0,0.1783536540052807,0.156720416949081
14904,1.0,0.1744271555171835,0.1514363968734895
14940,1.5,0.1720548233270523,0.1817968996697456
14976,2.0,0.1821302250507941,0.1561472609095524
15120,1.0,0.1765854642043721,0.1807528122600738
15156,1.5,0.1771346119711211,0.1580980129736456
15192,2.0,0.179957059571028,0.1469827653378656
15336,1.0,0.1826700658450145,0.1591499736299289
15372,1.5,0.1778988001322969,0.1630961167722878
15408,2.0,0.1792052041797909,0.1500793952104105
15552,1.0,0.1779792861054451,0.1625604144606258
15588,1.5,0.1896494975541353,0.1564075567894792
15624,2.0,0.1757839731790536,0.1637957742836786
15768,1.0,0.171309645832288,0.1548709872542025
15804,1.5,0.1802714701123796,0.165737599318934
15840,2.0,0.1739409827827777,0.1668574876230606
15984,1.0,0.1840098420889944,0.1582352769165088
16020,1.5,0.1827749374971026,0.161436968782304
16056,2.0,0.1767371673989516,0.1557955696032446
16200,1.0,0.1784084543004447,0.1708183316656776
16236,1.5,0.1812391434245056,0.1543631304700888
16272,2.0,0.1742946264334304,0.1511607451446161
16416,1.0,0.1749426165326808,0.159826801635922
16452,1.5,0.1719519109511798,0.1544097095029497
16488,2.0,0.1774642963739615,0.1490349810153479
16632,1.0,0.1741601989177596,0.1617318536151109
16668,1.5,0.1773197396038564,0.1685503104957875
16704,2.0,0.1750414148279342,0.1605987081528433
16848,1.0,0.1828977279898209,0.1583590475765974
16884,1.5,0.1788595033260035,0.1581532157512227
16920,2.0,0.1648198695196024,0.1636420638132404
17064,1.0,0.1690580980073357,0.1629946479555302
17100,1.5,0.1757893632574296,0.1665081212936488
17136,2.0,0.1711011883936558,0.162720196711583
17280,1.0,0.1737130722249165,0.1614181139150517
17316,1.5,0.1733473867700528,0.1688493618800042
17352,2.0,0.183675133988333,0.1574177161145107
17496,1.0,0.1602936728700237,0.1530662917857001
17532,1.5,0.166488281828159,0.164930868008694
17568,2.0,0.1758346145822601,0.1556316472856279
17712,1.0,0.1828072029366563,0.1644216945050964
17748,1.5,0.176692323445061,0.1743932181591891
17784,2.0,0.1764434525713552,0.1781381732593362
17928,1.0,0.1697085974456688,0.15315404027025
17964,1.5,0.1687457618120411,0.1528703989638081
18000,2.0,0.1720043858576475,0.1574112623729216
18144,1.0,0.1679495823583456,0.1550052449631157
18180,1.5,0.165238658058669,0.1614783932654474
18216,2.0,0.1894157266109074,0.1576368299200848
18360,1.0,0.1715904531127969,0.1533250246400114
18396,1.5,0.1719758856794504,0.166011664222365
18432,2.0,0.168132510578084,0.1665454591358889
18576,1.0,0.1674771589126039,0.1600230890593506
18612,1.5,0.1783690606351532,0.1580077412032136
18648,2.0,0.1699017363441677,0.1587239018008955
18792,1.0,0.1698779072084942,0.1492098126666474
18828,1.5,0.1839307874980679,0.1485798720065856
18864,2.0,0.1758087757317356,0.1614732241234769
19008,1.0,0.1815974012495272,0.1522418863621689
19044,1.5,0.1746857198315119,0.169697980825127
19080,2.0,0.1785604803383362,0.1586222605425702
19224,1.0,0.1764337419378349,0.1582355833047977
19260,1.5,0.1810454578730241,0.1744247663579743
19296,2.0,0.1723889498938582,0.1530137542537021
19440,1.0,0.1797103071318562,0.1666555563374838
19476,1.5,0.1748527395817504,0.1567652784631296
19512,2.0,0.1807064737600509,0.1653902036206463
19656,1.0,0.1709082697792449,0.156569323806687
19692,1.5,0.1748946595306845,0.1528353464433006
19728,2.0,0.1806611780696403,0.1712291495624071
19872,1.0,0.1708926860496807,0.1590908840458721
19908,1.5,0.1655040712547894,0.1601063980479631
19944,2.0,0.1718179293883264,0.1402977648449794
20088,1.0,0.1772042287820471,0.1606309876738738
20124,1.5,0.1692613868999028,0.1554470272104749
20160,2.0,0.1770653005002831,0.1693482779501817
20304,1.0,0.1605094420189979,0.15249790190912
20340,1.5,0.1798196014696517,0.1612143723328828
20376,2.0,0.1627968819886909,0.1568274250702434
20520,1.0,0.1730176432248174,0.1625239750565515
20556,1.5,0.1689274670163555,0.1499344941669753
20592,2.0,0.1759028504021962,0.1456621706678337
20736,1.0,0.1743473261969963,0.1504343209090677
20772,1.5,0.1773487628795985,0.1513189495055492
20808,2.0,0.1737127311655777,0.1560600843264686
20952,1.0,0.1759953763020924,0.1535359997483721
20988,1.5,0.1675334454066091,0.1497652763498587
21024,2.0,0.1750744283110946,0.1518393099556177
21168,1.0,0.1712320842914159,0.1572740751308835
21204,1.5,0.1716883427023821,0.1479448038337765
21240,2.0,0.1786778558719295,0.154407323307936
21384,1.0,0.1744161800833349,0.1573720736669973
21420,1.5,0.1702920459837496,0.1488356633463923
21456,2.0,0.1584811402217039,0.1590399955553392
21600,1.0,0.1733812787968726,0.1590794746061407
21636,1.5,0.178047236609833,0.1623400975212431
21672,2.0,0.1724290717150295,0.1666860338867786
21816,1.0,0.1661609342562155,0.1543308029001623
21852,1.5,0.1706856129091239,0.1515410739689927
21888,2.0,0.1719091940258028,0.1643629998402447
22032,1.0,0.1812796817640412,0.1746584551358287
22068,1.5,0.1693031158041263,0.158877070683284
22104,2.0,0.1785775903694606,0.1620311283433386
22248,1.0,0.180264066854206,0.1601278633512108
22284,1.5,0.1733654998165615,0.1579304875168008
22320,2.0,0.1723377763455204,0.1626672949055547
22464,1.0,0.1841308356560566,0.1728744589447748
22500,1.5,0.171182764328798,0.1668700944090149
22536,2.0,0.188429817697034,0.1740715390892973
22680,1.0,0.1718577581097792,0.1650873154104984
22716,1.5,0.1835106577152661,0.1595699060124149
22752,2.0,0.1717535924372862,0.1765878068297156
22896,1.0,0.1731010392349915,0.1676713646115495
22932,1.5,0.1777503132051772,0.1551963735580934
22968,2.0,0.1825918892556418,0.1621372837673497
23112,1.0,0.1747821949493654,0.1720881996622464
23148,1.5,0.1747621123210726,0.1506317092507247
23184,2.0,0.1657895081501001,0.1513534900744962
23328,1.0,0.1832643220299844,0.1592858307932318
23364,1.5,0.1768267094247654,0.1672489995907447
23400,2.0,0.1734430682696225,0.1571168833084178
23544,1.0,0.1810726967358187,0.1606254637969125
23580,1.5,0.181370862121655,0.1673391452352723
23616,2.0,0.1723140420115538,0.1650922109415091
23760,1.0,0.1736117080091685,0.1565401029685137
23796,1.5,0.1800532856719312,0.1641634439608739
23832,2.0,0.1749627841547319,0.1650755094085076
23976,1.0,0.183995627857546,0.1618832375639625
24012,1.5,0.1760620526932385,0.1553268073656645
24048,2.0,0.1844726833594593,0.1624420176805601
24192,1.0,0.1738552544280182,0.1528019428343195
24228,1.5,0.1799622911627263,0.1567317400477904
24264,2.0,0.1715370262044923,0.1601679424992307
24408,1.0,0.1660480024447601,0.1471367023469012
24444,1.5,0.1767117835069486,0.1535649231948832
24480,2.0,0.1760153954271295,0.1661675867237567
24624,1.0,0.1811701598246898,0.1662427123362871
24660,1.5,0.1850401512861379,0.1681442129839409
24696,2.0,0.1759088365571939,0.1626322489862936
24840,1.0,0.1740715553694122,0.1654563291763619
24876,1.5,0.1769162202122818,0.1607874571587953
24912,2.0,0.1652374941189213,0.1522067508910661
25056,1.0,0.1716918212920879,0.1582484922313154
25092,1.5,0.1747400741073659,0.1564745571940507
25128,2.0,0.1822222211714234,0.1770528657409474
25272,1.0,0.1723476559849144,0.1519196829788774
25308,1.5,0.1656802216428265,0.1572839665800012
25344,2.0,0.1701194223546745,0.1586093521832642
25488,1.0,0.1759780090973886,0.1606961876697895
25524,1.5,0.1785003666509566,0.1414400846927119
25560,2.0,0.1734776181735613,0.1559632718792033
25704,1.0,0.1672133052986782,0.1488339994900996
25740,1.5,0.1790007944275263,0.156488689624342
25776,2.0,0.1781075368703845,0.1598625786670952
25920,1.0,0.178444761473056,0.1605275818828444
25956,1.5,0.1688671371923162,0.1554904461471757
25992,2.0,0.1729231758196337,0.1515022875460921
26136,1.0,0.1811432897851976,0.158068503540586
26172,1.5,0.1818261210657219,0.1714600470573659
26208,2.0,0.172354623829033,0.1481554832335788
26352,1.0,0.1713204345855087,0.1664785911078105
26388,1.5,0.1751822421339034,0.1615366343442062
26424,2.0,0.1649464893802241,0.1631661265596269
26568,1.0,0.1767478471506768,0.1562709351753329
26604,1.5,0.1822537472493439,0.1717026978673406
26640,2.0,0.1807047087544717,0.1605222381806323
26784,1.0,0.1754494044127454,0.1544243670512118
26820,1.5,0.1755186984790555,0.1643715429164167
26856,2.0,0.1722500655299513,0.1666132836956446
27000,1.0,0.1813067787870197,0.1640745286890811
27036,1.5,0.1597427598285472,0.1582302992035771
27072,2.0,0.1718404227544898,0.1584649637414437
27216,1.0,0.1686104106003393,0.1717750674274896
27252,1.5,0.1705710783901413,0.1528779759279172
27288,2.0,0.1769281932691016,0.1664593839347244
27432,1.0,0.1778538277070284,0.1618662477412864
27468,1.5,0.1700057650681114,0.1549147696479203
27504,2.0,0.1796755693032759,0.1523187370774944
27648,1.0,0.1624454261592999,0.1525084958945957
27684,1.5,0.1829012450163858,0.1661938410412802
27720,2.0,0.1737114663516141,0.1555789329549218
27864,1.0,0.1683107699688986,0.1598537541193927
27900,1.5,0.1770143156817333,0.1617758132195873
27936,2.0,0.167081831060657,0.1624169224293868
28080,1.0,0.1703910303542093,0.1589870603787517
28116,1.5,0.1660126108561609,0.1616399325477841
28152,2.0,0.1749168565752152,0.1522538659818809
28296,1.0,0.1777205518671372,0.1750256341191859
28332,1.5,0.1751172978175658,0.164533313232599
28368,2.0,0.1696191464987232,0.1451271831801665
28512,1.0,0.1740890287175068,0.1609263603169883
28548,1.5,0.18141796412859,0.1548777032898132
28584,2.0,0.1768571226567382,0.1658429409901812
28728,1.0,0.1755609280779363,0.1667846081614662
28764,1.5,0.1629957937699366,0.1446395405773942
28800,2.0,0.1820222047589671,0.1594925551929977
28944,1.0,0.1811099792657171,0.1614802040579772
28980,1.5,0.1671450390216349,0.1556762774108075
29016,2.0,0.1786605091454562,0.1449026650041932
29160,1.0,0.1795635936140777,0.1703330313132328
29196,1.5,0.1769425302411893,0.151601743432155
29232,2.0,0.1704885045341544,0.1570648555752855
29376,1.0,0.1647266226903675,0.1663326164007226
29412,1.5,0.1703506196359192,0.1550061919877398
29448,2.0,0.1743483987980025,0.1550972845172685
29592,1.0,0.1706746734586267,0.1529603130196248
29628,1.5,0.176596829908838,0.1716160979202755
29664,2.0,0.1784151530063435,0.1634053354436245
29808,1.0,0.1747974670159514,0.1549621184817788
29844,1.5,0.1729721613295126,0.1636703657322699
29880,2.0,0.1779625212172058,0.1653720079979287
30024,1.0,0.164774206315488,0.1471980766096378
30060,1.5,0.1754125611249424,0.1572342709177516
30096,2.0,0.1736975583675421,0.1756897903760584
30240,1.0,0.1693075372238057,0.1678959574325454
30276,1.5,0.1833377135751598,0.1662479342103569
30312,2.0,0.1767528346777333,0.1562077662406048
30456,1.0,0.1665268053534884,0.1473531856134242
30492,1.5,0.1758968930071986,0.1546497545287218
30528,2.0,0.1778626165132589,0.1598952237690701
30672,1.0,0.1715110921286406,0.1674337512493882
30708,1.5,0.1693016297452749,0.1528074540551008
30744,2.0,0.1839434515238901,0.1612898677321949
30888,1.0,0.1762795997407028,0.1733772164628544
30924,1.5,0.184402313989604,0.182630079580334
30960,2.0,0.1715210840568039,0.1673663726807097
31104,1.0,0.1708791332557992,0.1634536813490278
31140,1.5,0.1726407022968709,0.1582983304336165
31176,2.0,0.1749529503706257,0.1663097041040161
31320,1.0,0.176290375133946,0.1555862120165746
31356,1.5,0.1621627638563832,0.1386218338181896
31392,2.0,0.1782414605166727,0.1667710412507021
31536,1.0,0.172689126291342,0.1647802180728832
31572,1.5,0.1780075398194575,0.1572369053749509
31608,2.0,0.1720741716652523,0.1645379162096023
31752,1.0,0.1845349168689954,0.1546152809013258
31788,1.5,0.1772738561502415,0.1486291360913637
31824,2.0,0.1737815836229894,0.1500511654393558
31968,1.0,0.1698916268184344,0.1395423763706429
32004,1.5,0.1734343190367875,0.1622171424110587
32040,2.0,0.1827890008719623,0.1583800110143642
32184,1.0,0.1806425424161436,0.1644232962564471
32220,1.5,0.1748337320961777,0.1555805058562008
32256,2.0,0.1784494503270178,0.1664882245829207
32400,1.0,0.1830234120027404,0.1654079728630111
32436,1.5,0.1664642918404994,0.1641032993390063
32472,2.0,0.1747137209319408,0.152519058666628
32616,1.0,0.1619581277162675,0.157766855058879
32652,1.5,0.1862662177680933,0.1583858057613498
32688,2.0,0.176815917012897,0.1775305837666473
32832,1.0,0.1787019334580756,0.1722209816420525
32868,1.5,0.1797493994273564,0.1676443063222457
32904,2.0,0.1712978331704834,0.1600052497077811
33048,1.0,0.175280095124913,0.1591810329907744
33084,1.5,0.1709051352806804,0.1569590203318039
33120,2.0,0.1697916418933468,0.1504434840720957
33264,1.0,0.1700249298136787,0.151586249246335
33300,1.5,0.1755942845068976,0.1568301030757735
33336,2.0,0.1641829944960403,0.147169868204733
33480,1.0,0.1749239530134687,0.1672925938573908
33516,1.5,0.1826069481739031,0.1640516804895161
33552,2.0,0.159944443085042,0.156266905603229
33696,1.0,0.1671489149028422,0.157906040053174
33732,1.5,0.1783336075935918,0.172859761618188
33768,2.0,0.1780778817441186,0.1593218132845097
33912,1.0,0.1860532185479879,0.1761930364348128
33948,1.5,0.1767042858575555,0.154796209618176
33984,2.0,0.1662622490310801,0.1521214852244943
34128,1.0,0.1791710098402275,0.1669834240487884
34164,1.5,0.1701193100601515,0.1629203224194163
34200,2.0,0.1751483664462485,0.1639444959015031
34344,1.0,0.1692810582610331,0.16206468310195
34380,1.5,0.1756072725846505,0.1672367966124743
34416,2.0,0.1792446288634741,0.1623375246413542
34560,1.0,0.172196282224761,0.1512193033453039
34596,1.5,0.1702959285815929,0.1521476473303807
34632,2.0,0.1783815779121762,0.173125414993523
34776,1.0,0.1790096910335294,0.1702303237397815
34812,1.5,0.1804911944806867,0.1543731879716383
34848,2.0,0.1743188538646017,0.1581148703718497
34992,1.0,0.1550940115382546,0.142574088290451
35028,1.5,0.1684808741221139,0.1565395728942648
35064,2.0,0.1758470190493343,0.155824719096198
35208,1.0,0.177374215768407,0.1628569037568191
35244,1.5,0.1786255004258927,0.1704141741064869
35280,2.0,0.1721370162710329,0.1617189245528728
35424,1.0,0.1746015309832552,0.1693667919376018
35460,1.5,0.1733647911819896,0.1629364437517815
35496,2.0,0.1823200493596289,0.1467897348621691
35640,1.0,0.1819697300490456,0.1603874390293294
35676,1.5,0.1804019693631379,0.1710458517233397
35712,2.0,0.1673977817048962,0.1508444785552129
35856,1.0,0.1742655219268493,0.138505716013585
35892,1.5,0.1719100637183708,0.1620159837733861
35928,2.0,0.1757787974437012,0.1526842160123711
36072,1.0,0.1769788185032104,0.1665428406576689
36108,1.5,0.1742240622220151,0.1493026509744443
36144,2.0,0.1776799870297648,0.1541711807139776
36288,1.0,0.1708968737910179,0.1636145293349826
36324,1.5,0.1665634881992781,0.1576831042455373
36360,2.0,0.1772103925593919,0.1568920529880234
36504,1.0,0.1658282170752354,0.1737117500473452
36540,1.5,0.1610542912462579,0.1567721493739669
36576,2.0,0.1731025642369724,0.1605122320751574
36720,1.0,0.1724661965250594,0.1624287677669692
36756,1.5,0.1738332252403692,0.154128129090151
36792,2.0,0.1747485429211329,0.1570252032208718
36936,1.0,0.1765295081069588,0.157752977796289
36972,1.5,0.1756920997846899,0.1491871660382427
37008,2.0,0.1687719808404765,0.1527577601712141
37152,1.0,0.1691367575760776,0.1579988122054416
37188,1.5,0.176178155620508,0.1573083927232547
37224,2.0,0.1833576804874729,0.1630242935933165
37368,1.0,0.1707845513151061,0.1476096234139435
37404,1.5,0.1704568467429596,0.1558209453749136
37440,2.0,0.1776020127701715,0.1648810982037649
37584,1.0,0.1665103861273054,0.1542120450771893
37620,1.5,0.1773928883594007,0.1523731336239671
37656,2.0,0.1842039175966895,0.1538173942305363
37800,1.0,0.1736587266453879,0.1538373809710688
37836,1.5,0.1859816554196783,0.1745421040569891
37872,2.0,0.1777237664761941,0.163445854920358
38016,1.0,0.1744963719662146,0.1550483417955553
38052,1.5,0.1696692304283372,0.1524908900773741
38088,2.0,0.1730215982516521,0.1701554820480139
38232,1.0,0.1813157832424279,0.1535456127620044
38268,1.5,0.1754512206069033,0.1603173615040664
38304,2.0,0.1783731940763997,0.1732539887462738
38448,1.0,0.1810316755993695,0.1604454371572439
38484,1.5,0.1804384341576152,0.1743990174870972
38520,2.0,0.1662050341065471,0.1504777281875276
38664,1.0,0.1875896116002678,0.1667531193482789
38700,1.5,0.1851092053728062,0.1650130441378718
38736,2.0,0.1815880110541969,0.1624284457724299
38880,1.0,0.1668857082217362,0.1645675394647549
38916,1.5,0.1813484384890048,0.1545218872667649
38952,2.0,0.1804935489116796,0.1692849845441222
39096,1.0,0.168999534380754,0.1453075406329093
39132,1.5,0.1687673537150824,0.1644406455499799
39168,2.0,0.1758794601541246,0.1804885777619827
39312,1.0,0.1748211775535244,0.163927718698351
39348,1.5,0.180614419211251,0.1639888464763731
39384,2.0,0.1687067022254163,0.1608784176007298
39528,1.0,0.168743565748761,0.1613362686686811
39564,1.5,0.1676158302449922,0.1545826678249962
39600,2.0,0.1727893921656981,0.1524710274138497
39744,1.0,0.1782351604374758,0.1690538870133009
39780,1.5,0.1753954026599072,0.1567076966629993
39816,2.0,0.1769685322964776,0.1640702352846846
39960,1.0,0.1839626743837391,0.1680846854969307
39996,1.5,0.1718474241905336,0.1528887074241133
40032,2.0,0.1770550976469477,0.1624834743727813
40176,1.0,0.1735266373191797,0.1571166727906176
40212,1.5,0.1691065834809546,0.1646640499481313
40248,2.0,0.1668857266984794,0.1522241346178476
40392,1.0,0.1742345688254168,0.169735050043211
