,broadcastNoise,witnessNoise,operatingError,reportingError
211968,0.9,0.5,0.4954208736643065,0.4186786776820462
212184,0.5,0.9,0.4891383219961699,0.2225530161794365
212400,0.9,0.9,0.2408713671497595,0.2305024554976383
212616,0.5,0.5,0.4935160545139424,0.4204356315115322
212832,0.9,0.5,0.4950143286769461,0.4107874801356122
213048,0.5,0.9,0.4858736983953339,0.2223029377160868
213264,0.9,0.9,0.237678355376695,0.2183838189243547
213480,0.5,0.5,0.5032910435509117,0.4086433008680085
213696,0.9,0.5,0.4943181294102512,0.4073120280491196
213912,0.5,0.9,0.494576445513688,0.216356930421743
214128,0.9,0.9,0.2467404116029793,0.2152653544206726
214344,0.5,0.5,0.4993096791373191,0.4125659045313613
214560,0.9,0.5,0.4873293179047545,0.4149802007205507
214776,0.5,0.9,0.5040986830472622,0.2017853756304755
214992,0.9,0.9,0.241415349336091,0.2120327122162289
215208,0.5,0.5,0.4928256458219306,0.4239172063104497
215424,0.9,0.5,0.4926892504121214,0.4154399543820702
215640,0.5,0.9,0.4906315994651806,0.21925672929922
215856,0.9,0.9,0.2482500879648243,0.2267824554043963
216072,0.5,0.5,0.4873805908275074,0.4197743722549724
216288,0.9,0.5,0.4846727076257381,0.4222065197745587
216504,0.5,0.9,0.4931095229167623,0.2104799633865668
216720,0.9,0.9,0.2396362122520214,0.219744185747825
216936,0.5,0.5,0.498127014456748,0.4106236058223485
217152,0.9,0.5,0.5079710027089002,0.4141814179380085
217368,0.5,0.9,0.5092962114153907,0.221071724999113
217584,0.9,0.9,0.235905627612026,0.229463481760232
217800,0.5,0.5,0.5032591998720763,0.4099247799949333
218016,0.9,0.5,0.4892967613487035,0.423408476297761
218232,0.5,0.9,0.4925301900282066,0.2096123883767896
218448,0.9,0.9,0.2491207164059771,0.2217454413998419
218664,0.5,0.5,0.4898151488082565,0.4166228326125946
218880,0.9,0.5,0.4886092677408253,0.4070274496429129
219096,0.5,0.9,0.483159254749429,0.2240063617914547
219312,0.9,0.9,0.2413397398778417,0.2117735507130005
219528,0.5,0.5,0.4845189187864356,0.4074722586660572
219744,0.9,0.5,0.4928923802677542,0.4226576217221255
219960,0.5,0.9,0.4963651865599779,0.2133756501543494
220176,0.9,0.9,0.2385852895726934,0.2128223252553005
220392,0.5,0.5,0.5077468213093039,0.4214763800961373
220608,0.9,0.5,0.506896834315248,0.424287149953901
220824,0.5,0.9,0.4947513786906742,0.1981883777041534
221040,0.9,0.9,0.2314346608789919,0.2151733303752186
221256,0.5,0.5,0.489793706015507,0.4170138675683311
221472,0.9,0.5,0.4870787030059366,0.4019710047927649
221688,0.5,0.9,0.4914992913225686,0.2095392960226195
221904,0.9,0.9,0.2331055510421213,0.2182068843136116
222120,0.5,0.5,0.4858283758142754,0.4240295996801576
222336,0.9,0.5,0.4866147155891369,0.4135539661800241
222552,0.5,0.9,0.5082480376495472,0.2064499162195606
222768,0.9,0.9,0.2499268447614506,0.2275261884372259
222984,0.5,0.5,0.4945738199572728,0.4067527878769285
223200,0.9,0.5,0.4863546570876987,0.4194648534148043
223416,0.5,0.9,0.5100228647710068,0.2137436122571096
223632,0.9,0.9,0.240050189879678,0.2302351568079115
223848,0.5,0.5,0.5139143086100044,0.4166772529161047
224064,0.9,0.5,0.5007560913807574,0.4116807839615851
224280,0.5,0.9,0.4840279756999129,0.2153328235164574
224496,0.9,0.9,0.2435736509751615,0.2142123134263985
224712,0.5,0.5,0.488048597701722,0.4185833196893664
224928,0.9,0.5,0.4904538998836598,0.4190201898759303
225144,0.5,0.9,0.4693022834772975,0.2270887573395229
225360,0.9,0.9,0.2334615395185927,0.2086623943462564
225576,0.5,0.5,0.4875145486793262,0.418695571409826
225792,0.9,0.5,0.4885012750959119,0.4196465514970429
226008,0.5,0.9,0.4862929476348399,0.214487405809505
226224,0.9,0.9,0.244927453409532,0.2048671427903043
226440,0.5,0.5,0.4836355304984216,0.4239594344053584
226656,0.9,0.5,0.500057203135609,0.4111763679909846
226872,0.5,0.9,0.5023314980599406,0.2193063741685109
227088,0.9,0.9,0.2464676611463314,0.2150019931696631
227304,0.5,0.5,0.4991930476596319,0.4175758358155636
227520,0.9,0.5,0.5063061470152966,0.4145677398266423
227736,0.5,0.9,0.4932627697873804,0.2052901595719815
227952,0.9,0.9,0.2326209454019258,0.2141177644399096
228168,0.5,0.5,0.4947151405254146,0.4029371758559458
228384,0.9,0.5,0.4960764131078785,0.4195110537783145
228600,0.5,0.9,0.4919168089575446,0.2048183371866026
228816,0.9,0.9,0.2452339687527081,0.2094506587244952
229032,0.5,0.5,0.5018825355681613,0.4192664671485662
229248,0.9,0.5,0.5042178526563845,0.418775581942491
229464,0.5,0.9,0.4800354875121387,0.2205453275805028
229680,0.9,0.9,0.238945548349987,0.2099235824658468
229896,0.5,0.5,0.4966750936760761,0.4176106281034778
230112,0.9,0.5,0.499399381892083,0.4186251002479645
230328,0.5,0.9,0.501092407253847,0.2196786422955232
230544,0.9,0.9,0.2374564374060516,0.2133752722005577
230760,0.5,0.5,0.5047830501408099,0.4125367965394029
230976,0.9,0.5,0.4893669346323528,0.4240900398823423
231192,0.5,0.9,0.4956205416526464,0.2092769261591864
231408,0.9,0.9,0.2398372695442489,0.2140958903577209
231624,0.5,0.5,0.4931743430374428,0.4231860432994722
231840,0.9,0.5,0.4921513848932625,0.4124911674687343
232056,0.5,0.9,0.4961761768971067,0.2182376443361761
232272,0.9,0.9,0.2440692809830354,0.2088014637712982
232488,0.5,0.5,0.5013219728437772,0.4218060624464709
232704,0.9,0.5,0.5150291381140835,0.4198257382792087
232920,0.5,0.9,0.505541339598128,0.2203143724310855
233136,0.9,0.9,0.2351057669972766,0.2089070550844368
233352,0.5,0.5,0.4987015448147034,0.4228857030111849
233568,0.9,0.5,0.4934867538450739,0.4271642718840888
233784,0.5,0.9,0.4990167697444118,0.2140286323810393
234000,0.9,0.9,0.2403002347890751,0.2042415257054893
234216,0.5,0.5,0.4973605921806167,0.4126697749521144
234432,0.9,0.5,0.4903743702607518,0.4235001243075532
234648,0.5,0.9,0.4880621426865207,0.2086744777734123
234864,0.9,0.9,0.2428582846716658,0.220089809439709
235080,0.5,0.5,0.4989758481166676,0.4161661126460142
235296,0.9,0.5,0.5052649055462046,0.4157326100085658
235512,0.5,0.9,0.4963296702672158,0.1906136762495713
235728,0.9,0.9,0.2497631867503655,0.221234180517145
235944,0.5,0.5,0.4843048359593392,0.4096773372151044
236160,0.9,0.5,0.4945490140863131,0.4211748252036766
236376,0.5,0.9,0.4997528870090872,0.2251783498386032
236592,0.9,0.9,0.249390489868084,0.2209754569303267
236808,0.5,0.5,0.5013890936721423,0.4197888874176634
237024,0.9,0.5,0.4969696780238311,0.4223917779908849
237240,0.5,0.9,0.4891478219471151,0.1977987940130038
237456,0.9,0.9,0.2467146606774207,0.2049231754347562
237672,0.5,0.5,0.4909641140395703,0.4244959769065881
237888,0.9,0.5,0.4950581650185811,0.4120412318464676
238104,0.5,0.9,0.5053217190602838,0.2286610173290836
238320,0.9,0.9,0.2342401739714265,0.2223955475547528
238536,0.5,0.5,0.4891367547149794,0.410570861179477
238752,0.9,0.5,0.4883383781837995,0.4204374970670502
238968,0.5,0.9,0.5064462508821702,0.212811357828448
239184,0.9,0.9,0.2451760959032849,0.2080333828676872
239400,0.5,0.5,0.4970401870466915,0.4177120756440565
239616,0.9,0.5,0.4927586881256238,0.4247175822694394
239832,0.5,0.9,0.4744383207755315,0.2228382645168746
240048,0.9,0.9,0.2339776854910239,0.2156215847358322
240264,0.5,0.5,0.4910764782086694,0.4112316291271938
240480,0.9,0.5,0.5028324343874471,0.4148147885064441
240696,0.5,0.9,0.4839453855313967,0.2075539109326933
240912,0.9,0.9,0.2466306549988354,0.2115456515968779
241128,0.5,0.5,0.5155120083826572,0.4071071515950556
241344,0.9,0.5,0.493266390454127,0.4155104592995313
241560,0.5,0.9,0.4984329398544609,0.2285544043444665
241776,0.9,0.9,0.2394857325137271,0.2236517550129681
241992,0.5,0.5,0.5037276815461782,0.4218277766998685
242208,0.9,0.5,0.4946232823119665,0.4133317932304918
242424,0.5,0.9,0.5048728185379313,0.2256784777313112
242640,0.9,0.9,0.2370373385416579,0.214863940005047
242856,0.5,0.5,0.4969328363628768,0.4110349485900387
243072,0.9,0.5,0.4900838937195395,0.4132057801182883
243288,0.5,0.9,0.4786882163858287,0.224380221311387
243504,0.9,0.9,0.2457639922416968,0.2380493005963119
243720,0.5,0.5,0.4891410624214095,0.4276073780667077
243936,0.9,0.5,0.4968908812952849,0.4173689699068355
244152,0.5,0.9,0.5002397641071926,0.2242364328377198
244368,0.9,0.9,0.2489683970779275,0.2268912247673556
244584,0.5,0.5,0.500926756580493,0.4153748827075791
244800,0.9,0.5,0.4938330899435441,0.4179470158661395
245016,0.5,0.9,0.5038258297029669,0.2071226968023994
245232,0.9,0.9,0.2326356990984795,0.2144157179217564
245448,0.5,0.5,0.4898720191243773,0.4162535687121227
245664,0.9,0.5,0.5038732388631296,0.420452666081657
245880,0.5,0.9,0.4964782214102969,0.2102753589549938
246096,0.9,0.9,0.2393595668335233,0.2054451411695663
246312,0.5,0.5,0.4884794275730105,0.4081047619936734
246528,0.9,0.5,0.5059591445365338,0.416227447476182
246744,0.5,0.9,0.5045450958685992,0.2175877500585856
246960,0.9,0.9,0.2451898656448427,0.2155299740626716
247176,0.5,0.5,0.4870960303313398,0.4077697391832933
247392,0.9,0.5,0.5046023763629562,0.4129551870437498
247608,0.5,0.9,0.4992886543057024,0.2030501057818933
247824,0.9,0.9,0.2377627759737546,0.2192678055036761
248040,0.5,0.5,0.5060497812610018,0.4090837817264326
248256,0.9,0.5,0.502654654899805,0.4082334214704758
248472,0.5,0.9,0.4988730231021881,0.2209662549037873
248688,0.9,0.9,0.2377692809482648,0.2121707122635128
248904,0.5,0.5,0.5086840735683601,0.4105517913634657
249120,0.9,0.5,0.4926438333077774,0.4241449896135777
249336,0.5,0.9,0.5033091812997647,0.1976250250060702
249552,0.9,0.9,0.2437875537248819,0.2152571885891925
249768,0.5,0.5,0.4958807150825254,0.4137202386113282
249984,0.9,0.5,0.4916177577541391,0.4110598307688533
250200,0.5,0.9,0.4950974941443445,0.2259482629031372
250416,0.9,0.9,0.2435678660785391,0.2102886781550431
250632,0.5,0.5,0.4948513908581304,0.4157422693119521
250848,0.9,0.5,0.5037746520969116,0.4197068159911438
251064,0.5,0.9,0.5107566883800527,0.2194023353131273
251280,0.9,0.9,0.2341509047280834,0.2128291149823859
251496,0.5,0.5,0.4824719251212269,0.4217479885199586
251712,0.9,0.5,0.5022528430717031,0.4122864987551691
251928,0.5,0.9,0.5152862842612143,0.2142079259374629
252144,0.9,0.9,0.2519222916925416,0.2348691501232851
252360,0.5,0.5,0.497374487794986,0.4137707650051344
252576,0.9,0.5,0.4953982048838023,0.4183036400947537
252792,0.5,0.9,0.4864433295141051,0.2232542568055527
253008,0.9,0.9,0.2324984605826187,0.2133166910942218
253224,0.5,0.5,0.4955226792704217,0.4094470316160082
253440,0.9,0.5,0.4972131001930176,0.4260120383345099
253656,0.5,0.9,0.5026210244513283,0.2082082523082306
253872,0.9,0.9,0.2306543515674975,0.2179147427902899
254088,0.5,0.5,0.4840354412484562,0.4102439965696902
254304,0.9,0.5,0.4907212331412894,0.4057339514221454
254520,0.5,0.9,0.502840939796843,0.2302251506719055
254736,0.9,0.9,0.2469819967661347,0.2117534786695415
254952,0.5,0.5,0.4857781432957408,0.4271623927375393
255168,0.9,0.5,0.4929112679035441,0.4087353963295257
255384,0.5,0.9,0.4850776376315964,0.205275046211253
255600,0.9,0.9,0.2427483841770791,0.2077158288630486
255816,0.5,0.5,0.4937916662383506,0.4248811061324687
256032,0.9,0.5,0.503451291672424,0.4082894116612026
256248,0.5,0.9,0.5086210790171215,0.2210559595940537
256464,0.9,0.9,0.2409775286588527,0.2142522183548702
256680,0.5,0.5,0.4909871805136473,0.4247011200163088
256896,0.9,0.5,0.4937951998115995,0.4105992312992019
257112,0.5,0.9,0.4868772126567785,0.2255403642637462
257328,0.9,0.9,0.2413160448298889,0.2111242759069841
257544,0.5,0.5,0.4869119178035541,0.4239249906924795
257760,0.9,0.5,0.487087594762538,0.4191896542991264
257976,0.5,0.9,0.5002142971545414,0.2178924294889979
258192,0.9,0.9,0.2386149578121992,0.2220609521044105
258408,0.5,0.5,0.4844523624466538,0.4175366488021443
258624,0.9,0.5,0.5053316843957139,0.413569680641507
258840,0.5,0.9,0.4748966420278846,0.213109542563035
259056,0.9,0.9,0.2395817703087662,0.2119901088255352
259272,0.5,0.5,0.5080588551533048,0.4183468327234409
259488,0.9,0.5,0.5004929015812836,0.4079883741023241
259704,0.5,0.9,0.4967331149249117,0.2004597763149962
259920,0.9,0.9,0.2441579794358619,0.198168012604321
260136,0.5,0.5,0.4955954217108625,0.4195386656440778
260352,0.9,0.5,0.4956867672530861,0.4110163533178296
260568,0.5,0.9,0.4989422233609851,0.2069166742972681
260784,0.9,0.9,0.2395606972046999,0.2132689806750734
261000,0.5,0.5,0.4893755350656128,0.4119416129540339
261216,0.9,0.5,0.4978067005041389,0.4208477203311323
261432,0.5,0.9,0.4818728366657258,0.2185116156679992
261648,0.9,0.9,0.2375926306195402,0.2184379143673631
261864,0.5,0.5,0.4822668198694851,0.4127301362852749
262080,0.9,0.5,0.5008864998856248,0.4160159464396058
262296,0.5,0.9,0.4915759918231539,0.2065980308701344
262512,0.9,0.9,0.2305387997022098,0.1991677358053598
262728,0.5,0.5,0.505509513612695,0.412016885328448
262944,0.9,0.5,0.4934164131914902,0.4119745322253573
263160,0.5,0.9,0.5085498111233148,0.2133014697928332
263376,0.9,0.9,0.2360095154536484,0.2027863277853863
263592,0.5,0.5,0.5051642384075863,0.4212114016360151
263808,0.9,0.5,0.4988075308270789,0.4146020112711776
264024,0.5,0.9,0.4874854154852086,0.2364319336720935
264240,0.9,0.9,0.2435626234061528,0.2143894218931448
264456,0.5,0.5,0.49361957694693,0.4199707108207519
264672,0.9,0.5,0.4952496123753709,0.4304608413866766
264888,0.5,0.9,0.4974531094042187,0.2178043945363204
265104,0.9,0.9,0.2407036462429537,0.2015134900037464
265320,0.5,0.5,0.5008030901810492,0.4139984255111912
265536,0.9,0.5,0.5027464389699547,0.4280138000553115
265752,0.5,0.9,0.4822043399742842,0.2149393877157452
265968,0.9,0.9,0.2463373816221021,0.2166835273150348
266184,0.5,0.5,0.5021250755492828,0.4189941863362172
266400,0.9,0.5,0.4922544023055851,0.4170518025490741
266616,0.5,0.9,0.4974268072986249,0.2140933804879109
266832,0.9,0.9,0.2384314968677936,0.2043477995333472
267048,0.5,0.5,0.4902391970723208,0.4204038720379555
267264,0.9,0.5,0.4868991672353402,0.4211708588670872
267480,0.5,0.9,0.5073934067070982,0.2168381999127616
267696,0.9,0.9,0.2400311255441279,0.2286282941700883
267912,0.5,0.5,0.4850793289382689,0.409668112853248
268128,0.9,0.5,0.4869900955838671,0.4079890495372259
268344,0.5,0.9,0.4935513153219446,0.2208731037316721
268560,0.9,0.9,0.2386142820913225,0.2108237578021587
268776,0.5,0.5,0.4907040732628474,0.4116547739291652
268992,0.9,0.5,0.5029333018812746,0.4268490203994184
269208,0.5,0.9,0.4998900231004768,0.2078058969168756
269424,0.9,0.9,0.2475102808389638,0.2126597269006982
269640,0.5,0.5,0.4864768870127953,0.4147404129254061
269856,0.9,0.5,0.4935398156472297,0.4104576846489861
270072,0.5,0.9,0.5011848316500936,0.2197614344066399
270288,0.9,0.9,0.2363921765814989,0.2196089726508811
270504,0.5,0.5,0.4969197696703065,0.4175038296987716
270720,0.9,0.5,0.5070958560748354,0.4155780021688057
270936,0.5,0.9,0.5004724800805028,0.2133560793260241
271152,0.9,0.9,0.2457664468713254,0.2195665536711521
271368,0.5,0.5,0.507110681377752,0.4170345453861511
271584,0.9,0.5,0.4893544031539006,0.4166419650831788
271800,0.5,0.9,0.4999897975626066,0.2157629325153978
272016,0.9,0.9,0.2442709390422144,0.2221939253792873
272232,0.5,0.5,0.4921027019736395,0.4166166989648432
272448,0.9,0.5,0.4949027947058617,0.4228612816336099
272664,0.5,0.9,0.5010849619805132,0.1935538178662061
272880,0.9,0.9,0.2356781568239134,0.2297943397032368
273096,0.5,0.5,0.494807603240276,0.4151289386747398
273312,0.9,0.5,0.4880961388706588,0.4184764493857175
273528,0.5,0.9,0.5092334037605941,0.2121909948169202
273744,0.9,0.9,0.2481307450323529,0.2105919400334172
273960,0.5,0.5,0.492923302884453,0.4167811415603178
274176,0.9,0.5,0.4895443770749461,0.4235593382560247
274392,0.5,0.9,0.4997897648460503,0.214571219389848
274608,0.9,0.9,0.2423941664743444,0.2079430012903276
274824,0.5,0.5,0.4845813405268154,0.4155196960862157
275040,0.9,0.5,0.5066693357758887,0.4162384631583938
275256,0.5,0.9,0.4989908208263169,0.2102202440844748
275472,0.9,0.9,0.2361881396662459,0.2162642511765273
275688,0.5,0.5,0.5002284814036188,0.4188348657754588
275904,0.9,0.5,0.5010819196934757,0.4113547189655288
276120,0.5,0.9,0.4963592341374314,0.219547864704187
276336,0.9,0.9,0.2331805032900773,0.1974326297498823
276552,0.5,0.5,0.5009185213063456,0.4170028412309268
276768,0.9,0.5,0.4937415453803572,0.4079239841222533
276984,0.5,0.9,0.509144826151571,0.2190364746252313
277200,0.9,0.9,0.2426609848453193,0.2215749532353399
277416,0.5,0.5,0.4960772885523923,0.4093391599871198
277632,0.9,0.5,0.4916791909636748,0.4050529175840398
277848,0.5,0.9,0.5112044614499063,0.2133884090617173
278064,0.9,0.9,0.2403719030669975,0.2123217170325171
278280,0.5,0.5,0.4957074985597366,0.4228622749245469
278496,0.9,0.5,0.4929728555565548,0.4191304489276691
278712,0.5,0.9,0.4978737892106851,0.2131731701246259
278928,0.9,0.9,0.2452217612209658,0.2101618799488111
279144,0.5,0.5,0.4961637010582855,0.4104812029986922
279360,0.9,0.5,0.4935387335599126,0.4137362000709658
279576,0.5,0.9,0.4959164814515346,0.1951865723062681
279792,0.9,0.9,0.2407836355300054,0.1878853760420789
280008,0.5,0.5,0.5048243887755768,0.418966603669657
280224,0.9,0.5,0.5111575128595937,0.4227147890259944
280440,0.5,0.9,0.5143468414523402,0.2079110553592309
280656,0.9,0.9,0.2303669133119882,0.2114109684963281
280872,0.5,0.5,0.5025161720285446,0.4227184045185971
281088,0.9,0.5,0.4944519579591566,0.424224490141163
281304,0.5,0.9,0.5074743463465868,0.2138645475137637
281520,0.9,0.9,0.242585408904935,0.2135376186002037
281736,0.5,0.5,0.4977275538212076,0.4154512192459492
281952,0.9,0.5,0.4981281404760793,0.4175634609164194
282168,0.5,0.9,0.4878053520108292,0.2199450965490092
282384,0.9,0.9,0.2472390918424261,0.2078836295412535
282600,0.5,0.5,0.4950040661867279,0.4145339895066032
282816,0.9,0.5,0.4912938440163456,0.4119193742696996
283032,0.5,0.9,0.5062056989802823,0.2099147433097848
283248,0.9,0.9,0.2485389713683648,0.2198348827457839
283464,0.5,0.5,0.4954743085824107,0.4022878701764841
283680,0.9,0.5,0.5008806465620301,0.4170643121706699
283896,0.5,0.9,0.479325997654663,0.2129520152924763
284112,0.9,0.9,0.2516889033172432,0.2152411714562144
284328,0.5,0.5,0.4999919582709695,0.4291841536372386
284544,0.9,0.5,0.4941846721434558,0.4195117593571565
284760,0.5,0.9,0.4846408149850715,0.2054369239612719
284976,0.9,0.9,0.2377210624698298,0.220376741820244
285192,0.5,0.5,0.4882087765938709,0.4252743350207362
285408,0.9,0.5,0.4915774421222707,0.4312065335467856
285624,0.5,0.9,0.5007964583215273,0.2063491445417996
285840,0.9,0.9,0.2445492171614153,0.2150341706129094
286056,0.5,0.5,0.4941231387812893,0.420450909865863
286272,0.9,0.5,0.4987747689580778,0.4124892558200915
286488,0.5,0.9,0.4917915244636902,0.2207059707303766
286704,0.9,0.9,0.2460583520994418,0.2102834625846743
286920,0.5,0.5,0.4820583287807077,0.4093091873401093
287136,0.9,0.5,0.4934233704911909,0.4157424481111525
287352,0.5,0.9,0.4834496756475716,0.2193337505238581
287568,0.9,0.9,0.2382757274743311,0.2070292161135201
287784,0.5,0.5,0.4907589092501973,0.418942793679295
288000,0.9,0.5,0.4933218917852136,0.4044967524406381
288216,0.5,0.9,0.5131197444994432,0.214761057034127
288432,0.9,0.9,0.2386465475294075,0.201816689030527
288648,0.5,0.5,0.5020015529341805,0.4246804894294604
288864,0.9,0.5,0.4960619772369444,0.413634939258869
289080,0.5,0.9,0.4934060276093737,0.2175373000711238
289296,0.9,0.9,0.2454486169889185,0.2188139831982933
289512,0.5,0.5,0.4983531738457356,0.4155729268569821
289728,0.9,0.5,0.4892929879735987,0.4129120334953877
289944,0.5,0.9,0.4981457213882403,0.1978652367077439
290160,0.9,0.9,0.2417401226452589,0.2136265406859631
290376,0.5,0.5,0.4790561191948277,0.41613975953814
290592,0.9,0.5,0.4898130574161454,0.4079738983130112
290808,0.5,0.9,0.4963254337896881,0.1911637730899547
291024,0.9,0.9,0.2411863474115683,0.2167223159177514
291240,0.5,0.5,0.4931016480409555,0.4164244516082844
291456,0.9,0.5,0.5010803181271122,0.4072905238281237
291672,0.5,0.9,0.4911602634353981,0.2010462560032782
291888,0.9,0.9,0.2449848752400758,0.2128272702616686
292104,0.5,0.5,0.4896523859269882,0.4152759627132332
292320,0.9,0.5,0.4818518498296339,0.4202867224598653
292536,0.5,0.9,0.5090448182555918,0.2073307947855737
292752,0.9,0.9,0.2468882151461513,0.2170881555959655
292968,0.5,0.5,0.5031458856064627,0.4179708041298144
293184,0.9,0.5,0.4938757936489686,0.4051768376592253
293400,0.5,0.9,0.4911143121979828,0.2046553314002893
293616,0.9,0.9,0.2441351540621818,0.208219776514716
293832,0.5,0.5,0.5061145229120991,0.413385060277489
294048,0.9,0.5,0.4776148177432711,0.4044525870368819
294264,0.5,0.9,0.5126672946198417,0.2080292467004149
294480,0.9,0.9,0.2514946125082327,0.2110725272850827
294696,0.5,0.5,0.5043943171439317,0.411694704389314
294912,0.9,0.5,0.4915800578081601,0.4243241555391879
295128,0.5,0.9,0.5047667858356223,0.21601548194474
295344,0.9,0.9,0.2385609248543414,0.2177014384967907
295560,0.5,0.5,0.5034860983339882,0.4142112083866994
295776,0.9,0.5,0.4899917368958528,0.426864588363322
295992,0.5,0.9,0.4863588416584311,0.2083390673580652
296208,0.9,0.9,0.2318580819616388,0.19930366768183
296424,0.5,0.5,0.4954580297631227,0.421099918341177
296640,0.9,0.5,0.4840981611259096,0.4159565689450407
296856,0.5,0.9,0.4934246440902653,0.1979352848482966
297072,0.9,0.9,0.2328901186059817,0.2063473395500894
297288,0.5,0.5,0.4981128158883374,0.4134271542992866
297504,0.9,0.5,0.4945181275385655,0.4237568130530638
297720,0.5,0.9,0.4953750888702369,0.210463844364957
297936,0.9,0.9,0.2290788206565033,0.200472317676111
298152,0.5,0.5,0.4993807249707519,0.414263387966285
298368,0.9,0.5,0.4958733842086054,0.4087972890764045
298584,0.5,0.9,0.4892368693312681,0.212550253792822
298800,0.9,0.9,0.2484693245128514,0.2247366744814443
299016,0.5,0.5,0.5023085499034226,0.4259985240845
299232,0.9,0.5,0.4982430335540054,0.4115427663082064
299448,0.5,0.9,0.4936348697991966,0.2126986984734342
299664,0.9,0.9,0.249663428341407,0.2113919563324583
299880,0.5,0.5,0.5089599113187877,0.4055469694856355
300096,0.9,0.5,0.4951771423462239,0.4178016808185116
300312,0.5,0.9,0.5032296021935196,0.205246613073078
300528,0.9,0.9,0.244380538919529,0.2202070077563855
300744,0.5,0.5,0.4933557459171568,0.4188537384793819
300960,0.9,0.5,0.5032186930603733,0.4185135304444247
301176,0.5,0.9,0.4950082826107669,0.2064166251989938
301392,0.9,0.9,0.2517278081300385,0.2353936855517736
301608,0.5,0.5,0.4938687329374213,0.4128414732526135
301824,0.9,0.5,0.488207400761226,0.4188145144234141
302040,0.5,0.9,0.4960655678235021,0.2209233393421396
302256,0.9,0.9,0.2353959547427146,0.2215099540215345
302472,0.5,0.5,0.4780941433275383,0.4102973620957902
302688,0.9,0.5,0.4935445495602676,0.4204873774092357
302904,0.5,0.9,0.4986856893392025,0.2195637481874509
303120,0.9,0.9,0.2416207893657882,0.2147460853542375
303336,0.5,0.5,0.4845962190494742,0.3981538395448518
303552,0.9,0.5,0.4955569852905437,0.4002039607089454
303768,0.5,0.9,0.5031296326793734,0.2202428358661911
303984,0.9,0.9,0.2408899330047816,0.2224668003728858
304200,0.5,0.5,0.5035488696496574,0.4112294720814269
304416,0.9,0.5,0.5040626076508282,0.4057231130421149
304632,0.5,0.9,0.5047791829072571,0.2183289191078188
304848,0.9,0.9,0.2379912282106557,0.2028413743935516
305064,0.5,0.5,0.4946666871393289,0.4219408174114505
305280,0.9,0.5,0.4900436724952475,0.4102343342486255
305496,0.5,0.9,0.509833801851148,0.226477982523259
305712,0.9,0.9,0.2452919695713997,0.2330766760064153
305928,0.5,0.5,0.4952537096534357,0.4132924701283071
306144,0.9,0.5,0.4865730952281999,0.4020959633817085
306360,0.5,0.9,0.5145353942011686,0.2272543144333111
306576,0.9,0.9,0.2561526314493504,0.2124925149046491
306792,0.5,0.5,0.5114424861886379,0.4124055572239702
307008,0.9,0.5,0.4978421655007686,0.401627870712834
307224,0.5,0.9,0.4998979583225035,0.2278512028166003
307440,0.9,0.9,0.228445934818173,0.1926800223608241
307656,0.5,0.5,0.5026335194832026,0.4197051764330758
307872,0.9,0.5,0.5014556676906659,0.4156198264431349
308088,0.5,0.9,0.5053678768314197,0.2264709181495263
308304,0.9,0.9,0.2413241952666888,0.215933329754265
308520,0.5,0.5,0.4918097869735038,0.4131017996568974
308736,0.9,0.5,0.4988463274994119,0.4168302720699707
308952,0.5,0.9,0.5021631530687647,0.2164639868756267
309168,0.9,0.9,0.2468200530795435,0.2207879202161087
309384,0.5,0.5,0.5013449224817669,0.4149951047168057
309600,0.9,0.5,0.4974879798097731,0.4122302906391478
309816,0.5,0.9,0.5062416455188098,0.2136644599393329
310032,0.9,0.9,0.2385878810116744,0.2253548935252302
310248,0.5,0.5,0.4905365268012107,0.4254627917068085
310464,0.9,0.5,0.5136888676378123,0.4235152199515057
310680,0.5,0.9,0.5003810853140565,0.2201982253553165
310896,0.9,0.9,0.25332194024757,0.2136579500250665
311112,0.5,0.5,0.482787840295133,0.4303970945999528
311328,0.9,0.5,0.4892743895470161,0.4083886458869075
311544,0.5,0.9,0.5001744640650023,0.222302393866324
311760,0.9,0.9,0.234088694627699,0.2086919113273806
311976,0.5,0.5,0.4900329970560279,0.4206796721899783
312192,0.9,0.5,0.5053810824950791,0.4202774332964262
312408,0.5,0.9,0.4869059671145874,0.2093499929053779
312624,0.9,0.9,0.2377955277368329,0.2213855010861359
312840,0.5,0.5,0.4893328471103303,0.4123374832286432
313056,0.9,0.5,0.4947920196717181,0.4159404554058241
313272,0.5,0.9,0.4820375148810718,0.2073442125897161
313488,0.9,0.9,0.2407678586198984,0.2072552590999037
313704,0.5,0.5,0.5039389922437624,0.4131438771071376
313920,0.9,0.5,0.4916929369169847,0.4067912233031206
314136,0.5,0.9,0.497560243313607,0.1946856913565101
314352,0.9,0.9,0.2451463891450862,0.2180191433431078
314568,0.5,0.5,0.505703417256198,0.4207119419207247
314784,0.9,0.5,0.502423070198322,0.4162194800135752
315000,0.5,0.9,0.4999628479155912,0.2114404913134894
315216,0.9,0.9,0.2542726761820196,0.2128805164934574
315432,0.5,0.5,0.4898361923229953,0.4154792364764453
315648,0.9,0.5,0.4995496443570166,0.4156611918728713
315864,0.5,0.9,0.4882466499061335,0.2086513486471357
316080,0.9,0.9,0.2379695038916389,0.2128008158182521
316296,0.5,0.5,0.5029106310092448,0.4060190149234056
316512,0.9,0.5,0.4958295620600021,0.4215709302756915
