,useQuartiles,operatingError,reportingError
24588,True,0.1659365914737517,0.3253907532374328
24696,False,0.1759088365571939,0.1626322489862936
24804,True,0.1636191883988719,0.4503262938032863
24912,False,0.1652374941189213,0.1522067508910661
25020,True,0.1669440443089732,0.3362493030463815
25128,False,0.1822222211714234,0.1770528657409474
25236,True,0.1700992221619456,0.3719652799960226
25344,False,0.1701194223546745,0.1586093521832642
25452,True,0.1489751331893747,0.3204817228879432
25560,False,0.1734776181735613,0.1559632718792033
25668,True,0.1568581834655308,0.3662496327216541
25776,False,0.1781075368703845,0.1598625786670952
25884,True,0.1628354545010651,0.3275627306319595
25992,False,0.1729231758196337,0.1515022875460921
26100,True,0.1613406629297046,0.3638311650253895
26208,False,0.172354623829033,0.1481554832335788
26316,True,0.1578047178912677,0.3359421815637649
26424,False,0.1649464893802241,0.1631661265596269
26532,True,0.1566927969472959,0.3438052918794103
26640,False,0.1807047087544717,0.1605222381806323
26748,True,0.1641004902749175,0.3447620690856684
26856,False,0.1722500655299513,0.1666132836956446
26964,True,0.158727099936319,0.3208886999578674
27072,False,0.1718404227544898,0.1584649637414437
27180,True,0.1644636773549638,0.2935972543238042
27288,False,0.1769281932691016,0.1664593839347244
27396,True,0.1632008785820437,0.3158180987733955
27504,False,0.1796755693032759,0.1523187370774944
27612,True,0.1592006665420434,0.3610605317914154
27720,False,0.1737114663516141,0.1555789329549218
27828,True,0.171828317277757,0.3352133207050961
27936,False,0.167081831060657,0.1624169224293868
28044,True,0.166291161663935,0.3362919025717247
28152,False,0.1749168565752152,0.1522538659818809
28260,True,0.1690664593172647,0.3560006855965473
28368,False,0.1696191464987232,0.1451271831801665
28476,True,0.1614038893765438,0.3017977274949486
28584,False,0.1768571226567382,0.1658429409901812
28692,True,0.1595422136586203,0.3438366944105485
28800,False,0.1820222047589671,0.1594925551929977
28908,True,0.1673974610154007,0.4058596578816572
29016,False,0.1786605091454562,0.1449026650041932
29124,True,0.1649762491830951,0.3474188468521521
29232,False,0.1704885045341544,0.1570648555752855
29340,True,0.1617004218091131,0.339481323649441
29448,False,0.1743483987980025,0.1550972845172685
29556,True,0.1599013195682782,0.3135299880731813
29664,False,0.1784151530063435,0.1634053354436245
29772,True,0.1612060588774239,0.3328422622433377
29880,False,0.1779625212172058,0.1653720079979287
29988,True,0.162295832946672,0.347534485131905
30096,False,0.1736975583675421,0.1756897903760584
30204,True,0.1651166926322533,0.3373182415819058
30312,False,0.1767528346777333,0.1562077662406048
30420,True,0.1532918428840497,0.3127683540800516
30528,False,0.1778626165132589,0.1598952237690701
30636,True,0.1625852197350437,0.3334306322445195
30744,False,0.1839434515238901,0.1612898677321949
30852,True,0.1640354041799658,0.3446657844125594
30960,False,0.1715210840568039,0.1673663726807097
31068,True,0.1640582524274016,0.3887857946633132
31176,False,0.1749529503706257,0.1663097041040161
31284,True,0.16466190792171,0.3429948800872168
31392,False,0.1782414605166727,0.1667710412507021
31500,True,0.15931493816622,0.3477782461883932
31608,False,0.1720741716652523,0.1645379162096023
31716,True,0.1656803063852097,0.303171710965994
31824,False,0.1737815836229894,0.1500511654393558
31932,True,0.1678976289993862,0.3468370880062567
32040,False,0.1827890008719623,0.1583800110143642
32148,True,0.159790858050255,0.3154314879920908
32256,False,0.1784494503270178,0.1664882245829207
32364,True,0.1663079884765388,0.3520739429005101
32472,False,0.1747137209319408,0.152519058666628
32580,True,0.1645143160719635,0.3284243483185987
32688,False,0.176815917012897,0.1775305837666473
32796,True,0.1552153918855303,0.3956130738305675
32904,False,0.1712978331704834,0.1600052497077811
33012,True,0.1679305338392317,0.3449842763905963
33120,False,0.1697916418933468,0.1504434840720957
33228,True,0.1612083160436916,0.3708565098465928
33336,False,0.1641829944960403,0.147169868204733
33444,True,0.1591039929640713,0.3242731402062451
33552,False,0.159944443085042,0.156266905603229
33660,True,0.1573474298497146,0.2797183111018054
33768,False,0.1780778817441186,0.1593218132845097
33876,True,0.1635495635013802,0.404269471297126
33984,False,0.1662622490310801,0.1521214852244943
34092,True,0.1611450835019276,0.3276162608214437
34200,False,0.1751483664462485,0.1639444959015031
34308,True,0.1564272375512292,0.3626922242855357
34416,False,0.1792446288634741,0.1623375246413542
34524,True,0.1630828059775779,0.3299160866924786
34632,False,0.1783815779121762,0.173125414993523
34740,True,0.1607245941501448,0.4120291267052196
34848,False,0.1743188538646017,0.1581148703718497
34956,True,0.1677098164737547,0.3533247264278003
35064,False,0.1758470190493343,0.155824719096198
35172,True,0.1762349249071093,0.397265580679381
35280,False,0.1721370162710329,0.1617189245528728
35388,True,0.1624044533373191,0.3868768579336233
35496,False,0.1823200493596289,0.1467897348621691
35604,True,0.1645498413546803,0.3316344921288365
35712,False,0.1673977817048962,0.1508444785552129
35820,True,0.1594610708801973,0.3313911673313655
35928,False,0.1757787974437012,0.1526842160123711
36036,True,0.1644350320518511,0.3404259922806336
36144,False,0.1776799870297648,0.1541711807139776
36252,True,0.1637588185774839,0.3011477407476582
36360,False,0.1772103925593919,0.1568920529880234
36468,True,0.1647089634649914,0.4021373761940496
36576,False,0.1731025642369724,0.1605122320751574
36684,True,0.1635563724650419,0.3292917557785014
36792,False,0.1747485429211329,0.1570252032208718
36900,True,0.1550860102314116,0.4283746452798332
37008,False,0.1687719808404765,0.1527577601712141
37116,True,0.1534329915129906,0.3091041168942868
37224,False,0.1833576804874729,0.1630242935933165
37332,True,0.1647376454275775,0.3366276751119547
37440,False,0.1776020127701715,0.1648810982037649
37548,True,0.1639871837156788,0.3299450904749163
37656,False,0.1842039175966895,0.1538173942305363
37764,True,0.1561723793456443,0.297829452588743
37872,False,0.1777237664761941,0.163445854920358
37980,True,0.1668704296409401,0.3182903288928855
38088,False,0.1730215982516521,0.1701554820480139
38196,True,0.1661828518240645,0.3863224954410906
38304,False,0.1783731940763997,0.1732539887462738
38412,True,0.1659402959725788,0.3364263174803892
38520,False,0.1662050341065471,0.1504777281875276
38628,True,0.1629715851705785,0.3133089645983736
38736,False,0.1815880110541969,0.1624284457724299
38844,True,0.15822885032322,0.3603788475783465
38952,False,0.1804935489116796,0.1692849845441222
39060,True,0.1585159393737069,0.4524833541338466
39168,False,0.1758794601541246,0.1804885777619827
39276,True,0.1706717637769169,0.4145141988169499
39384,False,0.1687067022254163,0.1608784176007298
39492,True,0.1623470950357471,0.3664862321180546
39600,False,0.1727893921656981,0.1524710274138497
39708,True,0.1616905789483405,0.3502660442273292
39816,False,0.1769685322964776,0.1640702352846846
39924,True,0.158360549791836,0.4158477803408202
40032,False,0.1770550976469477,0.1624834743727813
40140,True,0.1557294399549611,0.3236199467283404
40248,False,0.1668857266984794,0.1522241346178476
40356,True,0.1622036442011628,0.3630353844735621
40464,False,0.1673505676797679,0.1539218926179696
40572,True,0.1588214806213715,0.3063100472094625
40680,False,0.1753923390592727,0.1562966035152883
40788,True,0.1692177057596094,0.3642383173686216
40896,False,0.1660385651316242,0.1531698042760041
41004,True,0.168788725726454,0.3552553280686805
41112,False,0.1822034605481687,0.1591193321233172
41220,True,0.1569726654250908,0.3331482009113792
41328,False,0.1656761667432104,0.1622884686987497
41436,True,0.156771030446215,0.2794835389033091
41544,False,0.1617273131103837,0.1462940621428702
41652,True,0.165165941942373,0.3350049937096343
41760,False,0.179791419599343,0.1563479267574351
41868,True,0.1551384948753608,0.3597929546120236
41976,False,0.1718803269594158,0.1562199415694163
42084,True,0.1610691250344087,0.300586827708184
42192,False,0.1678208973369045,0.164534822783517
42300,True,0.1639504720171467,0.3466996766631752
42408,False,0.1746570789347761,0.1611544150677138
42516,True,0.1638822222543056,0.3238648000440244
42624,False,0.1768901521682918,0.1532799835962103
42732,True,0.1744913642852132,0.4477948159577928
42840,False,0.1711602589965686,0.1581110536589678
42948,True,0.1567731992011302,0.3398438727358152
43056,False,0.1675972608347752,0.1644007861569801
43164,True,0.1604685385272873,0.3074147342565642
43272,False,0.1813887429545584,0.1607411327310631
43380,True,0.1657863018799322,0.3330693795389677
43488,False,0.1815049429183811,0.1696850541189187
43596,True,0.1639214386515027,0.3274037619958383
43704,False,0.1773506721496071,0.1625622626436281
43812,True,0.1673924901323281,0.3656176232936371
43920,False,0.1750307125013114,0.1562322874081642
44028,True,0.1586726924283849,0.3327173521896038
44136,False,0.1597962929400509,0.1614644197087743
44244,True,0.1634079684867798,0.3468943254214447
44352,False,0.1804656544982761,0.1768067254927077
44460,True,0.1518455907939788,0.3658174236274659
44568,False,0.1685208312179174,0.1616911980282415
44676,True,0.1586986985050762,0.3103105363512954
44784,False,0.1779487414793263,0.1690284456845993
44892,True,0.1671532991345037,0.3555807028563423
45000,False,0.1769698308081239,0.1521573577720732
45108,True,0.1625964546949278,0.3365203300366119
45216,False,0.1643208750188357,0.1589118767297199
45324,True,0.1629199120427996,0.2982430789520575
45432,False,0.1888590949300324,0.1567443967411796
45540,True,0.1582023398740462,0.3404090532639861
45648,False,0.1742294196873624,0.1510166278364692
45756,True,0.1621350155271246,0.3634859353362813
45864,False,0.1734593013494406,0.1742009229114614
45972,True,0.1744711359567502,0.3178440724786123
46080,False,0.1752008913132899,0.1562197857438474
46188,True,0.1670436695551356,0.332037827887729
46296,False,0.170211844683147,0.1573543053803532
46404,True,0.1637654738740721,0.3822089764087957
46512,False,0.1664180775511679,0.1485154907714906
46620,True,0.1624199568001061,0.3841701893743089
46728,False,0.1849509546782892,0.1704626381952834
46836,True,0.1664797806101124,0.2951300670975998
46944,False,0.1666222997516546,0.1546159674531617
47052,True,0.1587962008928871,0.3168789121689647
47160,False,0.1774623544119049,0.1507022881134688
47268,True,0.1565714522393224,0.2892509455101097
47376,False,0.1822401329896079,0.171825650348695
47484,True,0.1606781956610207,0.3504099094050834
47592,False,0.1798524683847701,0.1663196081957832
47700,True,0.1640325312179816,0.3705942072885503
47808,False,0.1733187578437416,0.170364720474976
47916,True,0.1591303312915576,0.3569231929855615
48024,False,0.1831437393237137,0.1706064387844643
48132,True,0.1621711674860324,0.3151171477474593
48240,False,0.1798908384313919,0.1524396154730256
48348,True,0.1654320822587646,0.3544080864683686
48456,False,0.1645281386873903,0.1485194007980999
48564,True,0.1516477379995434,0.3269543728136387
48672,False,0.1809832717474048,0.1497618641369079
48780,True,0.1647252705163256,0.3683789615218254
48888,False,0.1806503307909398,0.1500551457671842
48996,True,0.1558336961006645,0.3117876744081508
49104,False,0.1710455497065925,0.1615606060405824
49212,True,0.1632668089302078,0.4108891856052594
49320,False,0.1719792245741282,0.1723942451204376
49428,True,0.1623890180009887,0.3731425047119095
49536,False,0.1733794174473233,0.1618218523170293
49644,True,0.1592951087296084,0.3352751015464051
49752,False,0.1798659245581355,0.1578459656475133
49860,True,0.1604965017280665,0.3471543260303268
49968,False,0.1790030813614316,0.1593737207766997
50076,True,0.1530298179137406,0.2973199048401146
50184,False,0.1790155632327204,0.1658461235959365
50292,True,0.1602935443760671,0.3646127877582897
50400,False,0.1754880181842229,0.1636040044621834
50508,True,0.1642800741410281,0.3280165148553534
50616,False,0.1740745350524283,0.1701607396817469
50724,True,0.1577292760544314,0.3168152765089322
50832,False,0.1693668624206607,0.1611728435660039
50940,True,0.163303935276145,0.3004470825748971
51048,False,0.1773466866271636,0.1617244979419668
51156,True,0.1607220328150946,0.3453580170996164
51264,False,0.16761540942075,0.1565145654628197
51372,True,0.1652876259978091,0.2770167047447526
51480,False,0.1776194143863668,0.1607872552295629
51588,True,0.1603192568592583,0.3719287737974758
51696,False,0.1794068515554965,0.1612934021639479
51804,True,0.1610140826671561,0.2938120101855472
51912,False,0.167497635721067,0.1479283787824695
52020,True,0.1621723099422441,0.3130927662546299
52128,False,0.1729043834317396,0.1621482751667756
52236,True,0.1557612920902074,0.3806923338107092
52344,False,0.1732928113281723,0.1638124931589168
52452,True,0.1813165827899187,0.3367189168584633
52560,False,0.1732381086709776,0.1489525112625633
52668,True,0.157711404894646,0.3397724217221027
52776,False,0.1823588268539152,0.1730228875904192
52884,True,0.1578930936125088,0.3370979150439086
52992,False,0.1743652591417573,0.1504066739473312
53100,True,0.1682931414004276,0.3335488056537197
53208,False,0.17538970414646,0.160665532610913
53316,True,0.1541470687791449,0.3197823018997613
53424,False,0.1643003182655336,0.1521764592729317
53532,True,0.1714337525998935,0.3981046804008846
53640,False,0.1729159965143588,0.1698348614893681
53748,True,0.1654615412123204,0.3615374957195919
53856,False,0.1679833630961419,0.1538347642951176
53964,True,0.1647390559086991,0.3327785973073648
54072,False,0.165110770384234,0.1514054566089051
54180,True,0.1590322090294453,0.2993902362295562
54288,False,0.1737953974996858,0.1738504519225173
54396,True,0.1602811669095205,0.346731655157003
54504,False,0.1815257889218474,0.1649879350765968
54612,True,0.1617259022684995,0.277026787712393
54720,False,0.1809522572748353,0.1595683364621158
54828,True,0.1689592401002545,0.3512042045349465
54936,False,0.1812893792618737,0.1696729811547245
55044,True,0.1594693542010535,0.3922488953168625
55152,False,0.184186432306405,0.1662589766240695
55260,True,0.161347202176833,0.3128988464542697
55368,False,0.1654596985022431,0.1574745713642168
55476,True,0.1613778082538877,0.325425569269037
55584,False,0.1773891989868797,0.1580544025649437
55692,True,0.1677195070184293,0.3782644928581532
55800,False,0.1838933258695334,0.1750059472627562
55908,True,0.1631512620639139,0.3297708964230118
56016,False,0.1680930964403751,0.1496378258857136
56124,True,0.1517247017987688,0.3709801012798379
56232,False,0.1767626792499765,0.1505238607514847
56340,True,0.1690308916455618,0.339570049171628
56448,False,0.1813197169997237,0.160331514250971
56556,True,0.1807446825370913,0.3315525936822941
56664,False,0.1753294819202525,0.1558083911483597
56772,True,0.157401507719466,0.3246120684529816
56880,False,0.1671837148136231,0.1611938628349681
56988,True,0.1672953212872385,0.3704275248248283
57096,False,0.1782910965138457,0.154507150329526
57204,True,0.16187874363557,0.3487852980130781
57312,False,0.1859221542790905,0.1689931468114156
57420,True,0.158645740887218,0.351688595017933
57528,False,0.1786208846717473,0.1661543816277585
57636,True,0.1593560538987017,0.3323462436556412
57744,False,0.178420636749774,0.1491095663819545
57852,True,0.1568261025450641,0.3089716700815218
57960,False,0.1854469145368509,0.1580480794788279
58068,True,0.163809376505075,0.3497461195522103
58176,False,0.1785968508620109,0.1569793238864633
58284,True,0.1569872520042197,0.3995157539888264
58392,False,0.1748409950097985,0.1563532097874722
58500,True,0.1527925928003408,0.3230947643401442
58608,False,0.1699708137031041,0.1537348993611473
58716,True,0.1637261085910504,0.4126508619044016
58824,False,0.1714955398078555,0.1721255657409502
58932,True,0.1589831168648668,0.3654841406620835
59040,False,0.1811937948160424,0.1639537403228298
59148,True,0.1620773369853478,0.3382155994168901
59256,False,0.1756295004957904,0.1586278988468844
59364,True,0.168291805309275,0.3859439656198106
59472,False,0.1644944820686902,0.1561590475045482
59580,True,0.1612251714286966,0.3405240516317583
59688,False,0.1952058863181779,0.1676598718100942
59796,True,0.1623587728758851,0.3978435962915657
59904,False,0.169517327874666,0.1543315903833568
60012,True,0.1655912917133982,0.3643778710271579
60120,False,0.1717335593139615,0.1627099023419035
60228,True,0.1646555540171647,0.3137639283584069
60336,False,0.1585643498932838,0.158472385736458
60444,True,0.1646164021729439,0.4475482562357855
60552,False,0.1733361589965572,0.1481671638809125
60660,True,0.1558599204076153,0.3415501497916465
60768,False,0.17217581315951,0.1599572978876058
60876,True,0.1629946101390075,0.3112283500278555
60984,False,0.1816497895560467,0.1693822339644508
61092,True,0.1624374713058022,0.3932267917489435
61200,False,0.1803449109180717,0.1500119224401219
61308,True,0.1580650359911659,0.333443779150922
61416,False,0.169328051492313,0.1753580992484564
61524,True,0.168839625710386,0.3261020168679395
61632,False,0.1618301181534862,0.156537120726024
61740,True,0.1578653465247518,0.3051244388389633
61848,False,0.1728189312318259,0.1596666332939414
61956,True,0.1574569681388596,0.3106470021155498
62064,False,0.1849581769407719,0.1703110122909398
62172,True,0.1686706101269313,0.3228053636689787
62280,False,0.171403979274666,0.1653602639249114
62388,True,0.161785500760878,0.3539657323595797
62496,False,0.1775329029366315,0.1567993773361777
62604,True,0.1539775703143271,0.4299878329999907
62712,False,0.1651820359184193,0.145778798040812
62820,True,0.1616802604879107,0.3519548627155842
62928,False,0.1647598325839095,0.1479335074565733
63036,True,0.1622239153188875,0.3089931487526121
63144,False,0.1779869824580098,0.1538917701992447
63252,True,0.1523852947959172,0.3643756569128707
63360,False,0.1798457470422715,0.1765718482938275
63468,True,0.1623183786961628,0.3579768197026928
63576,False,0.1699287345605767,0.1592214656688242
63684,True,0.1627815408313312,0.3666099432976926
63792,False,0.1800198396618147,0.1552698416948539
63900,True,0.1605464515337512,0.3311399061280849
64008,False,0.1827253344638809,0.1604339190992479
64116,True,0.1718498475760576,0.3462315936055434
64224,False,0.1700617742550235,0.1638483900534028
64332,True,0.1593498771747198,0.4161174528245905
64440,False,0.1784443052654502,0.1639503413514358
64548,True,0.1585537272341263,0.3570701872745331
64656,False,0.1830803591110028,0.1678971264992361
64764,True,0.1655378437075413,0.3071608453628283
64872,False,0.1703528144893507,0.1600008348837674
64980,True,0.1562991877259069,0.3732759532038124
65088,False,0.1850812748248556,0.1567971303686533
65196,True,0.152754214783251,0.3697835388732317
65304,False,0.1700532279682232,0.1579135125036354
65412,True,0.1602125716965783,0.2830473619600466
65520,False,0.1766056466284997,0.1529884938526518
65628,True,0.1732978314843095,0.3345987882863855
65736,False,0.1841583379988246,0.1601323232950849
65844,True,0.1708120512391178,0.3455634893048254
