,numVehicles,minRecipients,maxRecipients,operatingError,reportingError
224712,200,1,10,0.1785244649665265,0.1378106284321774
224928,300,1,10,0.1575164225543021,0.1279748710552577
225144,200,1,10,0.1636985298312537,0.1289959009072015
225360,300,1,10,0.1602518752155246,0.1321419610332874
225576,200,1,10,0.1729755962723269,0.1360151728491062
225792,300,1,10,0.1641530701870027,0.1302444693939694
226008,200,1,10,0.1727146379583502,0.1336395251190189
226224,300,1,10,0.1639741201244589,0.1335514184145357
226440,200,1,10,0.1704196492460612,0.1314809946503677
226656,300,1,10,0.1586206326693809,0.1329167797106913
226872,200,1,10,0.1662248886997054,0.1340046407793839
227088,300,1,10,0.1534581168801453,0.1359660506371496
227304,200,1,10,0.1788159593137001,0.133756012474618
227520,300,1,10,0.1564992505430185,0.1301869892960462
227736,200,1,10,0.1717357147981842,0.1338693763062224
227952,300,1,10,0.1599126898469907,0.1293782462448194
228168,200,1,10,0.1656929968401443,0.1294899147811588
228384,300,1,10,0.1551100067760413,0.1308381001905002
228600,200,1,10,0.1681994233222828,0.1322600216722829
228816,300,1,10,0.1604671934124803,0.1332591708254964
229032,200,1,10,0.1660004455178748,0.1342532935517823
229248,300,1,10,0.1643621495356131,0.134832417397275
229464,200,1,10,0.1567131281406842,0.1267811051633396
229680,300,1,10,0.1571076794893957,0.1275835107792972
229896,200,1,10,0.167951140540906,0.1349075312657811
230112,300,1,10,0.1544547702041032,0.1306291276881285
230328,200,1,10,0.1680932330194178,0.1385544402592067
230544,300,1,10,0.1570973501118681,0.1294833436457746
230760,200,1,10,0.1770395851318917,0.1342873132378817
230976,300,1,10,0.1545887452919985,0.1274424622750512
231192,200,1,10,0.1691766675233173,0.1324421479425598
231408,300,1,10,0.1555116405021009,0.135897480439007
231624,200,1,10,0.1586120163479469,0.132820583294155
231840,300,1,10,0.1602907429388962,0.1269080582885986
232056,200,1,10,0.1716156394430464,0.1346958060259226
232272,300,1,10,0.1585651264449459,0.1308555025933329
232488,200,1,10,0.1615855494208536,0.1290423369999551
232704,300,1,10,0.155445465388706,0.1295256048203175
232920,200,1,10,0.1766112413027838,0.1379361809432575
233136,300,1,10,0.1570109670557091,0.1322812379999181
233352,200,1,10,0.1706024230554435,0.1284998325280362
233568,300,1,10,0.1565670967888332,0.1292709284164939
233784,200,1,10,0.1695554631189383,0.1378067427973559
234000,300,1,10,0.1556201050337824,0.1303049651054799
234216,200,1,10,0.1695669304451385,0.130325399149528
234432,300,1,10,0.1577830234006481,0.1285872742085713
234648,200,1,10,0.159389375106056,0.1329915103252082
234864,300,1,10,0.158719404215846,0.1274061072964253
235080,200,1,10,0.1701062697984774,0.1340768195804449
235296,300,1,10,0.1592098044773656,0.132811558248115
235512,200,1,10,0.1736176597129929,0.1405274240151453
235728,300,1,10,0.1602616323703928,0.1325659284662205
235944,200,1,10,0.1749739096834103,0.1357027351466924
236160,300,1,10,0.1619108195406659,0.1333723487633226
236376,200,1,10,0.1731638353003803,0.1366140063945963
236592,300,1,10,0.1646939626394423,0.1261491340491036
236808,200,1,10,0.1674603218900792,0.1334983408387148
237024,300,1,10,0.1631459963097749,0.1358781028288982
237240,200,1,10,0.1697397121064206,0.1374774187434489
237456,300,1,10,0.1675977313213347,0.1295418705162997
237672,200,1,10,0.1734752529248047,0.1306417189700664
237888,300,1,10,0.1639453219633263,0.1374007466485686
238104,200,1,10,0.1515305514625455,0.1322163220719702
238320,300,1,10,0.1546391810899882,0.1293406583686377
238536,200,1,10,0.1748979534699975,0.1335988060563563
238752,300,1,10,0.1684088908021259,0.1347631679731545
238968,200,1,10,0.166078345069258,0.1305480634361553
239184,300,1,10,0.1585620220078822,0.1298628918960858
239400,200,1,10,0.1601787582007238,0.1266904562701072
239616,300,1,10,0.1675855172247125,0.1266992057669727
239832,200,1,10,0.1755088103591734,0.1325179539510391
240048,300,1,10,0.1514267194158332,0.129576543485596
240264,200,1,10,0.1632732810895508,0.1311693871471877
240480,300,1,10,0.1638665237390056,0.136464407284683
240696,200,1,10,0.164274683095391,0.1298646359905593
240912,300,1,10,0.1662536164943634,0.1320924528651115
241128,200,1,10,0.1691003557356568,0.1369502975001937
241344,300,1,10,0.163991472042297,0.1320587638394181
241560,200,1,10,0.1720002857910929,0.1308683833691369
241776,300,1,10,0.1613499420659569,0.1338019599908947
241992,200,1,10,0.1644163370491244,0.1282988343972791
242208,300,1,10,0.1594132435916825,0.1252763049083234
242424,200,1,10,0.1673197372962191,0.1354821078104723
242640,300,1,10,0.1574867924131486,0.1309669204609363
242856,200,1,10,0.16418671482197,0.1310534790022474
243072,300,1,10,0.1600377001545257,0.1324632755678185
243288,200,1,10,0.1632422230952692,0.1259285969040489
243504,300,1,10,0.1564374702316441,0.1284852653729669
243720,200,1,10,0.1760401015183534,0.1312002876542118
243936,300,1,10,0.1635016429995823,0.1352939603782221
244152,200,1,10,0.1561725726954796,0.1298774141777887
244368,300,1,10,0.1596278046536087,0.1302912395489088
244584,200,1,10,0.1745587709345233,0.1363415839247729
244800,300,1,10,0.1632684057786467,0.1327982698692523
245016,200,1,10,0.1676659138440983,0.1372440696696484
245232,300,1,10,0.1574393503898802,0.1321514115422248
245448,200,1,10,0.1661895912260895,0.1288962100650717
245664,300,1,10,0.1635156739262164,0.1322064290253727
245880,200,1,10,0.1649115611175101,0.133370573813957
246096,300,1,10,0.1526124100186043,0.1303788973776528
246312,200,1,10,0.1624170101589129,0.1302010590922669
246528,300,1,10,0.1673211539364617,0.1342335601043745
246744,200,1,10,0.1659902399260133,0.1332037807134006
246960,300,1,10,0.1614573020881603,0.1302688717364949
247176,200,1,10,0.171365302300043,0.1316322475566766
247392,300,1,10,0.1530594168630357,0.1296700926305402
247608,200,1,10,0.170864187232536,0.1312127032375095
247824,300,1,10,0.1490990294068575,0.1298946693312323
248040,200,1,10,0.1710321240932659,0.1328325849626278
248256,300,1,10,0.1656991066711072,0.1333407661556047
248472,200,1,10,0.1697850420959636,0.1353176795867451
248688,300,1,10,0.1557546875030017,0.1317538112492665
248904,200,1,10,0.1646670655887462,0.1248434778028503
249120,300,1,10,0.1547981338995119,0.125477717533795
249336,200,1,10,0.179944468540679,0.136190562190706
249552,300,1,10,0.1511713284177129,0.130208614651215
249768,200,1,10,0.1682076793955547,0.1271042805726289
249984,300,1,10,0.1545078104409038,0.1336689426072213
250200,200,1,10,0.1730857921706176,0.1422040028057366
250416,300,1,10,0.1609494647399798,0.1294056086361092
250632,200,1,10,0.1699608765515037,0.1297661177525835
250848,300,1,10,0.1563939571421387,0.1288022127157121
251064,200,1,10,0.1732083805031561,0.1330448361342054
251280,300,1,10,0.164520769666022,0.1316904155942276
251496,200,1,10,0.1649590815280092,0.1292906505682049
251712,300,1,10,0.1602568012856988,0.1346626663057906
251928,200,1,10,0.172374842938511,0.1373369959764335
252144,300,1,10,0.158563509652836,0.1300708485624233
252360,200,1,10,0.1747782334776996,0.1383145145233668
252576,300,1,10,0.1562103147436364,0.1385969055562316
252792,200,1,10,0.1660247245487403,0.13442017837457
253008,300,1,10,0.1590144248750183,0.1309925914790871
253224,200,1,10,0.1733793780005437,0.1346238885815681
253440,300,1,10,0.1604605430805666,0.1275535140795005
253656,200,1,10,0.1664520759659516,0.1336658363525004
253872,300,1,10,0.1505686229822418,0.128257602437142
254088,200,1,10,0.173287490639846,0.13540663785962
254304,300,1,10,0.1665160774841869,0.135534358874299
254520,200,1,10,0.1755151668007032,0.1394889451135936
254736,300,1,10,0.1619987426007303,0.1303504532834012
254952,200,1,10,0.1683674391791555,0.1283060176932912
255168,300,1,10,0.163781601158341,0.1266203673827229
255384,200,1,10,0.16188694391258,0.1322061524780746
255600,300,1,10,0.1581612812152931,0.1288144532567921
255816,200,1,10,0.1634633518237651,0.1264989730999169
256032,300,1,10,0.1632754131919398,0.1295751370730127
256248,200,1,10,0.1654803140796619,0.1315344208896039
256464,300,1,10,0.1588443929690862,0.1307474969410612
256680,200,1,10,0.1599797771494176,0.139130371803598
256896,300,1,10,0.1615015530027171,0.1354308383821237
257112,200,1,10,0.1692109389340807,0.1398087147189124
257328,300,1,10,0.1554931110119085,0.1362348773803035
257544,200,1,10,0.1658783148708665,0.1301049422037119
257760,300,1,10,0.1479164362816459,0.125208301986472
257976,200,1,10,0.1573611030653504,0.1249477616183043
258192,300,1,10,0.1555582560579181,0.1300822697507512
258408,200,1,10,0.1648534013307076,0.1309278371997789
258624,300,1,10,0.1609532821191634,0.1329484077751048
258840,200,1,10,0.1735036897090494,0.1343073077706281
259056,300,1,10,0.1538081213157889,0.1283630359974346
259272,200,1,10,0.1728584249773972,0.1315551134535167
259488,300,1,10,0.167775946795164,0.1390977972308406
259704,200,1,10,0.1597448403415807,0.1350357797853743
259920,300,1,10,0.1657107812523312,0.1323995698285572
260136,200,1,10,0.1663153144725066,0.1336140755128156
260352,300,1,10,0.1595415691294516,0.1262272904610982
260568,200,1,10,0.1663920589908045,0.1347141296195786
260784,300,1,10,0.1634358063339344,0.129233682966296
261000,200,1,10,0.1633077332593356,0.1328779002704786
261216,300,1,10,0.1627698610333431,0.1331219820072078
261432,200,1,10,0.1648473473534308,0.1342750046129205
261648,300,1,10,0.1593018061519845,0.1304856627507516
261864,200,1,10,0.1714139834367456,0.1378546480987057
262080,300,1,10,0.1580407368372715,0.1337186540001406
262296,200,1,10,0.1720662264800934,0.1292982796334412
262512,300,1,10,0.1597337286374864,0.1274824739248374
262728,200,1,10,0.1668159704699404,0.1298368883234569
262944,300,1,10,0.1534680441704273,0.1321466129577111
263160,200,1,10,0.1686248529880329,0.1339294817705249
263376,300,1,10,0.1635486193650377,0.1293972226294431
263592,200,1,10,0.1654469942208997,0.1331988093258882
263808,300,1,10,0.1611971416961553,0.1276064316349873
264024,200,1,10,0.164229029251175,0.1299414221307966
264240,300,1,10,0.1691471338416196,0.1303929839792349
264456,200,1,10,0.1623785323863464,0.1338584445389554
264672,300,1,10,0.1649376077189666,0.1292489680953879
264888,200,1,10,0.1745475265298445,0.1350746809505288
265104,300,1,10,0.1530389448726976,0.1290688498101702
265320,200,1,10,0.1732991893230089,0.1320141555362265
265536,300,1,10,0.1630831472376478,0.1317039073347027
265752,200,1,10,0.1766647507738002,0.1363232441756049
265968,300,1,10,0.1697321748872515,0.1286610477756694
266184,200,1,10,0.1638643856320399,0.1268473255775538
266400,300,1,10,0.1567531090983062,0.1332228475505424
266616,200,1,10,0.1665296206799637,0.1308516245867448
266832,300,1,10,0.16528087411692,0.1338608438858446
267048,200,1,10,0.1721022002347534,0.1380014481763138
267264,300,1,10,0.1528026424161937,0.1334721207037929
267480,200,1,10,0.1684023695243492,0.1312852810037359
267696,300,1,10,0.1547218118289618,0.1332064272215209
267912,200,1,10,0.1711860462176952,0.1340572264565268
268128,300,1,10,0.1563392683107916,0.1323710285560904
268344,200,1,10,0.16380643660458,0.1315387258636771
268560,300,1,10,0.1543442957031434,0.1336449509547485
268776,200,1,10,0.1599240351688343,0.1307038886624701
268992,300,1,10,0.1636410568738581,0.1301157637593315
269208,200,1,10,0.1686438222617358,0.1419939456776731
269424,300,1,10,0.1598884276227991,0.1309274037171738
269640,200,1,10,0.1678351433872236,0.1298597612722734
269856,300,1,10,0.1554920486392964,0.1305814521712586
270072,200,1,10,0.1660884139796766,0.1339094912471755
270288,300,1,10,0.1546324364069654,0.1316014770555336
270504,200,1,10,0.1711488767811972,0.1358470310750211
270720,300,1,10,0.166347700838052,0.1326300927949221
270936,200,1,10,0.1716242345473753,0.1319606263319128
271152,300,1,10,0.1561807964363808,0.12754341905321
271368,200,1,10,0.1718279314255318,0.1315176728493431
271584,300,1,10,0.151125281504196,0.1318205965361811
271800,200,1,10,0.171507334398385,0.1360363647034239
272016,300,1,10,0.1608795058326758,0.1317888974720927
272232,200,1,10,0.1648028980017873,0.1386194295955354
272448,300,1,10,0.158453540529572,0.1342094382977518
272664,200,1,10,0.1753144056185721,0.1366798540754639
272880,300,1,10,0.1651550088854101,0.1338312729959522
273096,200,1,10,0.1697559889647457,0.1320418486856742
273312,300,1,10,0.153134453202625,0.130924023258336
273528,200,1,10,0.1728511783630938,0.1306411635962363
273744,300,1,10,0.1590856932573072,0.1315428721118683
273960,200,1,10,0.1681621554434092,0.1355228204518674
274176,300,1,10,0.1614720783541436,0.1307324862383436
274392,200,1,10,0.1664857244552469,0.128596534829168
274608,300,1,10,0.1626287982405425,0.1351602679660374
274824,200,1,10,0.1730696066120457,0.1345451992880948
275040,300,1,10,0.1566883074170149,0.1328464443870213
275256,200,1,10,0.1633267458714076,0.134254706781068
275472,300,1,10,0.1630288458352907,0.1322154103348041
275688,200,1,10,0.1835584020293226,0.1373752098101166
275904,300,1,10,0.1626870243484847,0.1308593362321291
276120,200,1,10,0.1730061065566826,0.1327509891703686
276336,300,1,10,0.1550585445447293,0.1317397009234421
276552,200,1,10,0.1732696260545184,0.1389568277645439
276768,300,1,10,0.1674369462428541,0.1320238197498603
276984,200,1,10,0.1568899689147779,0.1299605290157306
277200,300,1,10,0.1587590596715827,0.1285678091516776
277416,200,1,10,0.176637856052977,0.1394330389436572
277632,300,1,10,0.1628229801287729,0.1324408521668112
277848,200,1,10,0.1616720906185786,0.1311576937668574
278064,300,1,10,0.1584076553236718,0.1305814986623813
278280,200,1,10,0.1756770695120683,0.136062606414434
278496,300,1,10,0.1539869795366103,0.1322152980539295
278712,200,1,10,0.1592799504840495,0.1341314581007927
278928,300,1,10,0.1656714838730226,0.1307235012993396
279144,200,1,10,0.1665465416716233,0.1305242544304226
279360,300,1,10,0.1496468028964447,0.1300772720262072
279576,200,1,10,0.1592424199939562,0.1321395212111206
279792,300,1,10,0.1598728303647753,0.1365377236942399
280008,200,1,10,0.1704253136443573,0.1316656329536224
280224,300,1,10,0.160488801408996,0.1324100714703509
280440,200,1,10,0.1625375016401236,0.133970298489557
280656,300,1,10,0.1557202252086228,0.1326085583908992
280872,200,1,10,0.1695155042803035,0.1325837916020162
281088,300,1,10,0.1623673173558897,0.1351038424926338
281304,200,1,10,0.1685857229968743,0.1289414475356119
281520,300,1,10,0.1650766539201054,0.1351749516733601
281736,200,1,10,0.1727447121771222,0.1378996627680811
281952,300,1,10,0.1554276578508805,0.1329883885076423
282168,200,1,10,0.1571510818498346,0.1287069397340526
282384,300,1,10,0.1547678335336668,0.1320747250975548
282600,200,1,10,0.1690769113247384,0.1297683152374408
282816,300,1,10,0.1549123126134349,0.1290438330698766
283032,200,1,10,0.1657250546302642,0.137362791474762
283248,300,1,10,0.1601585013330326,0.1282757071914805
283464,200,1,10,0.1665322322336699,0.1337859791371762
283680,300,1,10,0.1594101668733644,0.129406567099766
283896,200,1,10,0.1665866347561092,0.1353917765349584
284112,300,1,10,0.1608457542447466,0.1345644135342457
284328,200,1,10,0.1681930935752187,0.1392323218353236
284544,300,1,10,0.166250061475997,0.1280489794367697
284760,200,1,10,0.1670596373636033,0.1341703608086381
284976,300,1,10,0.1521171330749686,0.1308111244502467
285192,200,1,10,0.1642967695489484,0.1326999478403853
285408,300,1,10,0.1550487441779489,0.1277985569080205
285624,200,1,10,0.1692879387486895,0.1292725287156293
285840,300,1,10,0.1553677457344109,0.1283668907897166
286056,200,1,10,0.1726116287806668,0.1340865670860548
286272,300,1,10,0.1596565837462236,0.1322608520997455
286488,200,1,10,0.1712097664413465,0.1358536067860144
286704,300,1,10,0.1635650786922315,0.1278197955731567
286920,200,1,10,0.1652679088366885,0.1325230028615389
287136,300,1,10,0.1597113016417903,0.1322851996890285
287352,200,1,10,0.1642186228418444,0.1292102950430749
287568,300,1,10,0.160473129018954,0.1304711538192681
287784,200,1,10,0.1701628511086892,0.1329758957721221
288000,300,1,10,0.1486070523337395,0.1291206592814269
288216,200,1,10,0.1578821434358377,0.1284500442499586
288432,300,1,10,0.1582020448123922,0.1333094391389753
288648,200,1,10,0.1685310834535683,0.1351232468727371
288864,300,1,10,0.1562638703930564,0.1303714030048711
289080,200,1,10,0.1681782822936418,0.1318947302374647
289296,300,1,10,0.1590923473080737,0.1342288853970583
289512,200,1,10,0.17970232722822,0.1323124488990472
289728,300,1,10,0.1555764178500515,0.1283066841757435
289944,200,1,10,0.1602274716319113,0.1319873960772802
290160,300,1,10,0.1625104883112125,0.1329303187666805
290376,200,1,10,0.1681416873005964,0.1378380524016421
290592,300,1,10,0.1623148184319495,0.1301053435765594
290808,200,1,10,0.1610634036117171,0.1299443125498335
291024,300,1,10,0.1576552452400486,0.1289780566223177
291240,200,1,10,0.1790466486946823,0.1357380666696253
291456,300,1,10,0.1525232027181261,0.1284777718192122
291672,200,1,10,0.1761769204371288,0.1376630498886735
291888,300,1,10,0.1533522613719678,0.1283974238924966
292104,200,1,10,0.1755046044821685,0.1418085489159777
292320,300,1,10,0.155202781510293,0.1310057932352622
292536,200,1,10,0.1706165790311967,0.1352432134568449
292752,300,1,10,0.1564885236258529,0.1317396746113037
292968,200,1,10,0.1707507488078684,0.1314379090149421
293184,300,1,10,0.1532483111617951,0.1329634590336935
293400,200,1,10,0.171967605796707,0.1378088146612699
293616,300,1,10,0.1721241558549096,0.1373834376235611
293832,200,1,10,0.1751462822219346,0.1282556716232873
294048,300,1,10,0.1635762908052435,0.1289765025477581
294264,200,1,10,0.1686627508962108,0.1302331276654502
294480,300,1,10,0.1628122457787606,0.1274224231950803
294696,200,1,10,0.1610127032029804,0.127467598230095
294912,300,1,10,0.1561259044234296,0.1249988751868026
295128,200,1,10,0.1741547165211703,0.1349718543677518
295344,300,1,10,0.1626605136055456,0.1329150573863052
295560,200,1,10,0.1731509488027698,0.1366134833677109
295776,300,1,10,0.1589127650723342,0.1327213701648077
295992,200,1,10,0.1680895411973387,0.129948899300781
296208,300,1,10,0.1605258022556064,0.1343218933653522
296424,200,1,10,0.1740156338510273,0.1370713179465538
296640,300,1,10,0.161502065785464,0.129533527310489
296856,200,1,10,0.1724143187207265,0.1313006589378823
297072,300,1,10,0.1622965858585789,0.1326730300767909
297288,200,1,10,0.1613457500467253,0.1318062072137523
297504,300,1,10,0.1594858526888397,0.1321198090425082
297720,200,1,10,0.1632217098785878,0.134487570328692
297936,300,1,10,0.1637797121006088,0.1343322444958679
298152,200,1,10,0.1737931932444143,0.1320222734511478
298368,300,1,10,0.1563286263247263,0.1276805471508782
298584,200,1,10,0.1695221386882359,0.132387464294266
298800,300,1,10,0.1625386631289165,0.1337963137558239
299016,200,1,10,0.1620969842402531,0.1300681032945545
299232,300,1,10,0.1513480362931918,0.1301227431095823
299448,200,1,10,0.171219244949336,0.1319764217929365
299664,300,1,10,0.156559914577105,0.132810491095976
299880,200,1,10,0.1626633428494789,0.129158002299594
300096,300,1,10,0.1600864745630761,0.1292856271895405
300312,200,1,10,0.1777392201203971,0.1384591485386228
300528,300,1,10,0.1555207735342339,0.1302767911315866
300744,200,1,10,0.1584151922665425,0.1312832987874956
300960,300,1,10,0.1535523088492529,0.1336494283282493
301176,200,1,10,0.1577287712636694,0.1295491514688305
301392,300,1,10,0.1531102941516508,0.126325958140464
301608,200,1,10,0.1633979369831275,0.1266311936296519
301824,300,1,10,0.1625596250480334,0.1318953373018314
302040,200,1,10,0.1693646499025423,0.1306228428278454
302256,300,1,10,0.1590070613144717,0.1382087120554566
302472,200,1,10,0.1687355195374288,0.1314151986547687
302688,300,1,10,0.1585377950188074,0.131214889558948
302904,200,1,10,0.1663183001508245,0.1325588651152603
303120,300,1,10,0.1620070369933406,0.1370240636489665
303336,200,1,10,0.1715231949921722,0.1320995126534583
303552,300,1,10,0.1706617251295264,0.1320127733552377
303768,200,1,10,0.1724430581027097,0.1327995846404223
303984,300,1,10,0.1555600193902512,0.1319059665128424
304200,200,1,10,0.1655299073127389,0.1287375652187672
304416,300,1,10,0.1643369238538157,0.1326741635030839
304632,200,1,10,0.1651203600858418,0.1331913687273575
304848,300,1,10,0.1621738998186712,0.1302306090183873
305064,200,1,10,0.1745248573976309,0.139261255426645
305280,300,1,10,0.1522079201127297,0.129749488455928
305496,200,1,10,0.17040080894256,0.1364181579700952
305712,300,1,10,0.1640414183710605,0.1352829760440653
305928,200,1,10,0.1564624123635767,0.1266048847954533
306144,300,1,10,0.1553187593297617,0.1304704198454014
306360,200,1,10,0.1730198631470915,0.1348005205906203
306576,300,1,10,0.1569565654353932,0.1370319871006556
306792,200,1,10,0.1723399265906391,0.1358211094223466
307008,300,1,10,0.1601415673986196,0.1272545373024734
307224,200,1,10,0.1654257936889414,0.136590403765147
307440,300,1,10,0.1584847219234986,0.1377665110854973
307656,200,1,10,0.1663867414882763,0.1312931113379481
307872,300,1,10,0.1634470558575637,0.1313523436028414
308088,200,1,10,0.1679450782580877,0.1376549297714623
308304,300,1,10,0.1583341935465882,0.1310066115288699
308520,200,1,10,0.1669651654800479,0.136109893348316
308736,300,1,10,0.1630925167540362,0.1323549008966995
308952,200,1,10,0.1697059275727284,0.1304696987475715
309168,300,1,10,0.1585280848238378,0.1319828830625727
309384,200,1,10,0.168470097779245,0.1354830545787003
309600,300,1,10,0.1607770731165365,0.1302649201430485
309816,200,1,10,0.1688338154360965,0.1347823007607358
310032,300,1,10,0.1494104302001551,0.12603417977552
310248,200,1,10,0.1631719686073932,0.1375225484373689
310464,300,1,10,0.1592624575882517,0.1344561934832039
310680,200,1,10,0.175045301222615,0.1337654469419648
310896,300,1,10,0.157118458415873,0.1336131786937439
311112,200,1,10,0.1719272842574193,0.1350615441979737
311328,300,1,10,0.1575026244269362,0.1300417876673518
311544,200,1,10,0.1648394880166891,0.1299066938238989
311760,300,1,10,0.1572848141900605,0.1309656648096588
311976,200,1,10,0.1737434062735381,0.1326623494247845
312192,300,1,10,0.1588701816980297,0.1309773817837808
312408,200,1,10,0.1644145060486176,0.1328297271243871
312624,300,1,10,0.1682049188102127,0.1376585735337422
312840,200,1,10,0.1642613246821505,0.1343312508314064
313056,300,1,10,0.1623333553034306,0.1293933834649135
313272,200,1,10,0.1598852568968614,0.1305017562378193
313488,300,1,10,0.1645569977077229,0.1322323762710734
313704,200,1,10,0.1630189841488118,0.1330186237437872
313920,300,1,10,0.1520273002478839,0.130826871312853
314136,200,1,10,0.1627175671205465,0.1264259730854552
314352,300,1,10,0.1519008000451367,0.1360139444326308
314568,200,1,10,0.1764926967262928,0.1359485220193686
314784,300,1,10,0.1606808396611584,0.1304347809132957
315000,200,1,10,0.1594325486406807,0.1260740760741465
315216,300,1,10,0.1571604532610936,0.1320394788294385
315432,200,1,10,0.1618416196313356,0.1310661703034215
315648,300,1,10,0.1644948474826583,0.1284170694763981
315864,200,1,10,0.1667497886128404,0.1302166216404426
316080,300,1,10,0.1582451518242463,0.1320896763326919
316296,200,1,10,0.1668330016169494,0.1337204105534518
316512,300,1,10,0.1527740607732265,0.1286755521290348
316728,200,1,10,0.1622368789437704,0.1302948368463904
316944,300,1,10,0.1612034644515433,0.1375563577100793
317160,200,1,10,0.1617349509164711,0.1336846038797762
317376,300,1,10,0.1621754540451509,0.1319875128883397
317592,200,1,10,0.1597340443040492,0.1273272467557687
317808,300,1,10,0.161093844298175,0.1327242765049595
318024,200,1,10,0.1630795570853138,0.1319184877228085
318240,300,1,10,0.1552773897646797,0.128783700915508
318456,200,1,10,0.1659823357318726,0.1378660047717806
318672,300,1,10,0.1613427562788122,0.1292111996028475
318888,200,1,10,0.1703599229852267,0.1333601793556761
319104,300,1,10,0.1523925230598201,0.1327040981535891
319320,200,1,10,0.174261467258756,0.1337549795607011
319536,300,1,10,0.1595052994838518,0.1315198975413484
319752,200,1,10,0.1760397300847299,0.1376679226817326
319968,300,1,10,0.15509883194361,0.1276042035711281
320184,200,1,10,0.1723558673919557,0.1390820446440968
320400,300,1,10,0.1555208376565252,0.1274820630459434
320616,200,1,10,0.161584729755585,0.1394524477564871
320832,300,1,10,0.1555179722606479,0.1317267899434142
321048,200,1,10,0.1747887408069178,0.1329504572246559
321264,300,1,10,0.1601792021220822,0.1293249744780709
321480,200,1,10,0.1691838712148743,0.1385127603167882
321696,300,1,10,0.1550390605184294,0.1306204936647126
321912,200,1,10,0.1669887244087193,0.1312994847212531
322128,300,1,10,0.158894036349575,0.1297619978337793
322344,200,1,10,0.1681913098441788,0.1335292892131626
322560,300,1,10,0.1622340458771422,0.1330709223645784
322776,200,1,10,0.1708505534791941,0.1371418910181378
322992,300,1,10,0.156325195064494,0.1312806336829744
323208,200,1,10,0.1660823672463927,0.1310634165982296
323424,300,1,10,0.1650336970887702,0.136327653632387
323640,200,1,10,0.1652525577727732,0.1330651769124116
323856,300,1,10,0.156679045438295,0.1273882515064126
324072,200,1,10,0.1654489102020651,0.1253860682287837
324288,300,1,10,0.1665046644208339,0.13714809857812
324504,200,1,10,0.1634259066484466,0.1340268340843255
324720,300,1,10,0.1588129391024488,0.1332372627584782
324936,200,1,10,0.1705917202031881,0.1352320725645377
325152,300,1,10,0.15806921035309,0.1344186231978854
325368,200,1,10,0.1634276099737944,0.1320382691957912
325584,300,1,10,0.1609087568187915,0.1315978174744315
325800,200,1,10,0.1586661998365604,0.127708724696391
326016,300,1,10,0.1578794921140117,0.1321724552048941
326232,200,1,10,0.1688438866976047,0.1381221366678909
326448,300,1,10,0.1597913302648213,0.1297555142251373
326664,200,1,10,0.1689947726271075,0.1346177842194742
326880,300,1,10,0.1530398254790484,0.1286019511345281
327096,200,1,10,0.1654535282332322,0.1364343538060041
327312,300,1,10,0.1512585059840241,0.1288485955441936
327528,200,1,10,0.1687499596264708,0.1275723161732766
327744,300,1,10,0.1628358531242192,0.1332925380872533
327960,200,1,10,0.1607029192147752,0.1316978654532038
328176,300,1,10,0.1606250647692244,0.1324383574601024
328392,200,1,10,0.1690262477460161,0.1316893827023843
328608,300,1,10,0.1553040159572879,0.1330194625716615
328824,200,1,10,0.1650530880200529,0.1273868008113687
329040,300,1,10,0.1687789958230497,0.1324128763131355
329256,200,1,10,0.1672930770158339,0.1354649851621663
329472,300,1,10,0.1625627381322213,0.1288260168163115
329688,200,1,10,0.1705871068044988,0.1420502329813721
329904,300,1,10,0.1543457216443022,0.1308768930733287
330120,200,1,10,0.1598880769977931,0.1276160034108927
330336,300,1,10,0.1565796485146368,0.1303829545490738
330552,200,1,10,0.161689807288332,0.1283846069612587
330768,300,1,10,0.168260210813507,0.1354149749006023
330984,200,1,10,0.1661799436130721,0.1331748925967996
331200,300,1,10,0.1547873265944134,0.1302351233594277
331416,200,1,10,0.1618154794106944,0.1298885556084456
331632,300,1,10,0.1611948189010605,0.1355351024488597
331848,200,1,10,0.177126258507438,0.1369651689390581
332064,300,1,10,0.1609766243707124,0.137108751982393
332280,200,1,10,0.1608826024817028,0.1300843758679258
332496,300,1,10,0.1623545153807563,0.1312146953105668
332712,200,1,10,0.1668896018704958,0.132549660617363
332928,300,1,10,0.1620299348436607,0.133991490653688
333144,200,1,10,0.1644917988764039,0.1328378616167083
333360,300,1,10,0.1576325858538735,0.1320838339560299
333576,200,1,10,0.1547946659686508,0.1239928586808487
333792,300,1,10,0.156565563983913,0.1325310726934301
334008,200,1,10,0.1619087918152368,0.1334347898424301
334224,300,1,10,0.156841275325035,0.1312747029486836
334440,200,1,10,0.1739496182903946,0.1410370313166421
334656,300,1,10,0.1628099275968693,0.1270600379236302
334872,200,1,10,0.1671468825713115,0.137677060203237
335088,300,1,10,0.1592505157928835,0.1276899419816658
335304,200,1,10,0.1716540863354253,0.1324390701849515
335520,300,1,10,0.1604888011612557,0.1309136137312736
335736,200,1,10,0.1685229368776762,0.1442500952081536
335952,300,1,10,0.1666941783689754,0.1303713168273712
336168,200,1,10,0.1632313714373494,0.1305667010381701
336384,300,1,10,0.1600838968641792,0.1295651475299366
336600,200,1,10,0.1628324972803309,0.1298159003493509
336816,300,1,10,0.1592048858875793,0.1340599595702271
337032,200,1,10,0.1669367166396997,0.128619301033146
