,numVehicles,operatingError,reportingError
37008,300,0.1547536391705705,0.1595791730908092
37224,200,0.1709618463486003,0.1639397847917402
37440,300,0.1588860511716609,0.1569400195240151
37656,200,0.1722123049769424,0.1608689699089855
37872,300,0.163364943830138,0.1569373933469967
38088,200,0.1606437691945164,0.1461030577387766
38304,300,0.15481275259742,0.1604375691192382
38520,200,0.165517779494201,0.1654923105126725
38736,300,0.163560157228478,0.1647877045563138
38952,200,0.1629400525632084,0.1620392227800443
39168,300,0.1609891203179156,0.1598992183190225
39384,200,0.1680770347711648,0.1623227844784733
39600,300,0.1571210338134445,0.1674359025797931
39816,200,0.167998434366596,0.1627872798799125
40032,300,0.1546426968426931,0.1614148860664996
40248,200,0.1658105280319252,0.1648960390915614
40464,300,0.1549975493236802,0.1581462495033805
40680,200,0.1665925218644716,0.1594133072939279
40896,300,0.1590699973945341,0.1563155388474486
41112,200,0.1667608025019933,0.1673907457772841
41328,300,0.1554873700274555,0.1647586682317816
41544,200,0.1773500678518515,0.1616047327190176
41760,300,0.158736731732187,0.1600953585421365
41976,200,0.1674925831841005,0.1623470529058494
42192,300,0.1605932611640526,0.1629474895578263
42408,200,0.1693659224874512,0.1525630425038063
42624,300,0.1574389995398232,0.1589406872118939
42840,200,0.1756091991458349,0.1689593769129478
43056,300,0.1636387693183864,0.1607488965600362
43272,200,0.1682167130229423,0.1627655466626296
43488,300,0.1641447815669646,0.1691480676257735
43704,200,0.1621589123147525,0.1557730836069945
43920,300,0.1641276222905673,0.1609307079129917
44136,200,0.1661970429470063,0.160935845938521
44352,300,0.1609755138010605,0.1641149277717399
44568,200,0.162670326730063,0.1574664419765138
44784,300,0.1546138103084227,0.1606678826822677
45000,200,0.1719336719124513,0.1600181526282272
45216,300,0.1640468518240699,0.1616016485568168
45432,200,0.1624542548513207,0.1681197986709161
45648,300,0.1606194142500467,0.1656457609056527
45864,200,0.1700285820110423,0.1568929990331321
46080,300,0.1564626351886832,0.1634768274216782
46296,200,0.1646522269564148,0.1589635228056348
46512,300,0.1534698768186426,0.1611531127626443
46728,200,0.1614002220733066,0.1640172877382519
46944,300,0.1540094110614194,0.1548412609229388
47160,200,0.1692820841028071,0.1621172631792836
47376,300,0.1638884897335262,0.1643134916727214
47592,200,0.1677731219011613,0.1653634709335464
47808,300,0.1585682238174475,0.1645149183205011
48024,200,0.1592912608648212,0.1548508321221637
48240,300,0.1595653240495749,0.1570603132531366
48456,200,0.1635054132875468,0.1652476820280762
48672,300,0.1558112609023195,0.1540333181972404
48888,200,0.1566323942926469,0.1598253307916126
49104,300,0.1617295055253512,0.1579298167456712
49320,200,0.1610581973235266,0.1646895457383183
49536,300,0.1594395786557234,0.152440052101576
49752,200,0.1653939448540481,0.1661611231317351
49968,300,0.1554757641804736,0.1556179522905974
50184,200,0.1686298039918416,0.1604656718580495
50400,300,0.1631654616165947,0.1553312776205161
50616,200,0.1647728885664968,0.1593910701341834
50832,300,0.1636348369985946,0.1603165803777404
51048,200,0.1679427040476792,0.1597773541875096
51264,300,0.1605725777918052,0.1566765849317692
51480,200,0.1679124540869199,0.1662571694441973
51696,300,0.1584492866990598,0.1597778898226671
51912,200,0.1679762470805106,0.1635674151388654
52128,300,0.1557839354948648,0.1514681875636425
52344,200,0.166812661287062,0.1609854876411758
52560,300,0.1574850767947734,0.1661449344439998
52776,200,0.1667254758914281,0.1571777271641536
52992,300,0.1603948070197706,0.1598953356743712
53208,200,0.1712955507631733,0.1654106581219481
53424,300,0.1660732621210577,0.1615838205773203
53640,200,0.1656391983725162,0.1503694504142892
53856,300,0.1582916668748246,0.1605473310856565
54072,200,0.1627926241085623,0.1586058676738918
54288,300,0.156767495427103,0.1594787013746089
54504,200,0.1630965686888744,0.1524209180378554
54720,300,0.1621567514619727,0.1584435967639262
54936,200,0.1713819140304718,0.164699337640674
55152,300,0.1567382200464972,0.1558560622753753
55368,200,0.1740327878587582,0.1635854512900589
55584,300,0.1606220672110166,0.162286370567767
55800,200,0.1616714748074507,0.1566482172929915
56016,300,0.1560819251221816,0.1641982972436138
56232,200,0.1721284936937187,0.1566008362558997
56448,300,0.1646672668825168,0.1544962513459503
56664,200,0.1734959639078923,0.1607663461350121
56880,300,0.1603028521827655,0.1645434576243931
57096,200,0.161438357848853,0.1616399117962071
57312,300,0.1604728901206019,0.1566584869929179
57528,200,0.1634218011996797,0.160643432773565
57744,300,0.157373108833017,0.159204553926323
57960,200,0.1641846197228523,0.1539483349834415
58176,300,0.1627284190618168,0.1754405224489609
58392,200,0.1734913540820607,0.1644391295109241
58608,300,0.1577959487123661,0.1549723493829667
58824,200,0.174658294362053,0.1696526245538983
59040,300,0.1552790829857197,0.1556135581065669
59256,200,0.1662499173397017,0.1602673558755205
59472,300,0.1621495018046688,0.1645633527897514
59688,200,0.1627716966780628,0.1581117429923754
59904,300,0.1683718218932949,0.1676585523814454
60120,200,0.1627334066196608,0.1552788380704758
60336,300,0.1545175144529443,0.1600546363042637
60552,200,0.1646129315487914,0.1680550023197067
60768,300,0.157842129496936,0.1628786934640025
60984,200,0.1752410752310022,0.1637661631977871
61200,300,0.1521367265897651,0.1546313926594625
61416,200,0.1762997293213546,0.162380894355986
61632,300,0.1569631339213751,0.1588399745637722
61848,200,0.1614125012228389,0.1573976455059441
62064,300,0.1612504918891675,0.163620395569041
62280,200,0.1677611411786912,0.1561709031092195
62496,300,0.1590891665166958,0.1526522302285534
62712,200,0.1675131277959406,0.1542936151491507
62928,300,0.1577417147643583,0.1553468943780938
63144,200,0.1658090527781756,0.1676434056602987
63360,300,0.1572626852881647,0.1585226755158575
63576,200,0.1681357189532158,0.1584586719464393
63792,300,0.1624901363963831,0.1705848068408613
64008,200,0.1612766756399042,0.1543691937484971
64224,300,0.1557629599190467,0.1566168123790548
64440,200,0.1719822620984287,0.1644272075450644
64656,300,0.1581230262005365,0.1644520585797347
64872,200,0.1727151312873325,0.1552367359435573
65088,300,0.1623721194199353,0.1563529330130531
65304,200,0.1712185656130762,0.1623556575717883
65520,300,0.1559324536379762,0.1582851116325932
65736,200,0.1690279760372399,0.165469885785767
65952,300,0.1679171716005394,0.1594158168039457
66168,200,0.1707750983215245,0.1708087291654837
66384,300,0.1570134160415674,0.1605826216031516
66600,200,0.1666063573595021,0.1635439557830344
66816,300,0.1562072080492061,0.1634245715342479
67032,200,0.1716178407855461,0.1628568407425879
67248,300,0.152266249064259,0.1582389535410874
67464,200,0.1691271699006958,0.1618898291354567
67680,300,0.1572442225557582,0.1604833419896099
67896,200,0.1736181148567598,0.1670474176735683
68112,300,0.1608157928398857,0.1595726316959441
68328,200,0.1718088270134018,0.1618416648593468
68544,300,0.1606930472832893,0.162533087804905
68760,200,0.1730543324510354,0.1625404764860711
68976,300,0.1590467859397778,0.1573006213170797
69192,200,0.1617040226411309,0.1529811078933148
69408,300,0.1633984226935085,0.1644464811983098
69624,200,0.1622310718029377,0.1549140801998385
69840,300,0.1606418099967432,0.1562472866546422
70056,200,0.1596729509612847,0.1589216097894387
70272,300,0.1614410109882491,0.1641985226244681
70488,200,0.1686036621957101,0.1603742165077352
70704,300,0.1621131058570225,0.1548908008521287
70920,200,0.1602488982085436,0.1616384493086513
71136,300,0.1551759094797349,0.1605147628946491
71352,200,0.1714510905648038,0.1726753655865022
71568,300,0.1605195675195795,0.1641077829254113
71784,200,0.1689781887852412,0.1669541978029332
72000,300,0.1631315116105063,0.1669437797520183
72216,200,0.1775042567722852,0.1587333034767587
72432,300,0.1668843595218848,0.1639683958410693
72648,200,0.1682031482280502,0.1597084624491712
72864,300,0.1585442323572504,0.1607887293714937
73080,200,0.1719626210492358,0.1558876560662626
73296,300,0.1579370332999409,0.1577471439897308
73512,200,0.1708923633732394,0.1478753322056991
73728,300,0.1582279302714849,0.1539653686360755
73944,200,0.1615291612429178,0.1599609136566079
74160,300,0.1601004547921318,0.1633571756361074
74376,200,0.1775878406975056,0.1656097773183734
74592,300,0.1629129653377276,0.1648727429496836
74808,200,0.1662331997519227,0.1660393068588358
75024,300,0.1622947678043673,0.1638274997128426
75240,200,0.1706157819776632,0.157045196367268
75456,300,0.165292748398325,0.1713747778172911
75672,200,0.1697861699259875,0.1576140762429565
75888,300,0.157990535514345,0.1597027052981756
76104,200,0.1711159757192172,0.1577770533633663
76320,300,0.1578628982061516,0.1621961009749726
76536,200,0.1651315075049904,0.1613655606110175
76752,300,0.1580866073799968,0.1628698357083382
76968,200,0.1683656115181375,0.1670955979722623
77184,300,0.1596008728099942,0.1547348563281687
77400,200,0.1636207963481506,0.1535278904808062
77616,300,0.1620168781580809,0.1642841019125417
77832,200,0.1660274919302138,0.1639551964188134
78048,300,0.1577353403903826,0.1593046032843466
78264,200,0.1611739464390982,0.1515920886731972
78480,300,0.1620481459386433,0.1621797182938812
78696,200,0.1657914477172143,0.158673840638915
78912,300,0.1542253486807639,0.1552987867809745
79128,200,0.165501484636568,0.1594951532502262
79344,300,0.1582800956016431,0.1639167829643635
79560,200,0.1589379769175675,0.1570492451600689
79776,300,0.1605660830268121,0.1573909606115672
79992,200,0.1644414754747702,0.1575020482215024
80208,300,0.1628857518846049,0.1628853598719616
80424,200,0.1665227095495842,0.1542011254972279
80640,300,0.1591127657365544,0.1609897087108227
80856,200,0.168800008438044,0.1675968776212172
81072,300,0.1640717525198052,0.1659157697130876
81288,200,0.1700349152023116,0.1607755981249773
81504,300,0.1573594585058279,0.1550872392073109
81720,200,0.1734316050035133,0.1569613094747261
81936,300,0.1663960494521549,0.1689708241150227
82152,200,0.1664193315294763,0.1585321995595156
82368,300,0.1590050895585861,0.1616225769293524
82584,200,0.166529288207593,0.1576507724421553
82800,300,0.1599546544298492,0.1672486079587204
83016,200,0.1732479741288816,0.1566120995454912
83232,300,0.1598545321638533,0.1596454433435019
83448,200,0.1682440734163195,0.1495872209044249
83664,300,0.1649757364608833,0.1595411939344372
83880,200,0.1708688155134123,0.1615257966026678
84096,300,0.168571533597063,0.1583858128143486
84312,200,0.1705625122838037,0.1577823607720828
84528,300,0.1560088724108993,0.1647776137550221
84744,200,0.1774622550257906,0.1647667646630543
84960,300,0.1628636440565631,0.156513790496061
85176,200,0.1679423263748362,0.1564561870257293
85392,300,0.1629251222897551,0.1669700142901806
85608,200,0.161685783817375,0.1568597171829592
85824,300,0.156034390681713,0.1610981337318397
86040,200,0.1761895730195454,0.1634881902492034
86256,300,0.1605861856868924,0.1622982768623998
86472,200,0.1666895943826906,0.1617022090132182
86688,300,0.1632185514741291,0.1548815381883102
86904,200,0.1754794060502497,0.1543379571545789
87120,300,0.1558277718597178,0.1582131666360143
87336,200,0.1662422131402918,0.158215843190115
87552,300,0.1594978682749305,0.1630366394223481
87768,200,0.1726605946985584,0.156642513498997
87984,300,0.1572147702213196,0.158392199534702
88200,200,0.1647060916366586,0.1520093680894954
88416,300,0.1595448460989672,0.1549173351875956
88632,200,0.1665172142597428,0.1593094962745417
88848,300,0.1645569960513574,0.1636822916412733
89064,200,0.1653190311083759,0.1588377647445263
89280,300,0.1595307223823016,0.1621282269608737
89496,200,0.1680078526998304,0.1547205103333009
89712,300,0.1640042458007292,0.1587731503193679
89928,200,0.1671139025548346,0.1552085219288039
90144,300,0.1628171320108527,0.1599084406635783
90360,200,0.1672690280579675,0.1618101198536386
90576,300,0.1550025149614007,0.1610972927804048
90792,200,0.1685986379404528,0.1578894426226881
91008,300,0.1589592517504044,0.1613769201115018
91224,200,0.1659138463271007,0.1605256954073526
91440,300,0.1566689899593677,0.1608540064397913
91656,200,0.1668802100624438,0.152217875548831
91872,300,0.1618970608956165,0.1644093967569718
92088,200,0.1695169434590279,0.1597691240484008
92304,300,0.1593707607700004,0.1627858716893515
92520,200,0.1679429326945191,0.1527831559475171
92736,300,0.1538391300264704,0.1629796422855091
92952,200,0.1622067326983809,0.1524515054361698
93168,300,0.1603207917765138,0.1584700982811606
93384,200,0.1779053776695913,0.1629649117834917
93600,300,0.1547073513920545,0.1569172388846445
93816,200,0.1725490204636478,0.1617829027665499
94032,300,0.1605117625680221,0.1540056823961996
94248,200,0.1710102979149939,0.1608661628181382
94464,300,0.159798266950142,0.1579658993697913
94680,200,0.1666226607214843,0.1657269035950549
94896,300,0.1579648979727814,0.1557422552502852
95112,200,0.1641305494635591,0.152171854469545
95328,300,0.1536036430691243,0.1570655543765862
95544,200,0.1733804200156781,0.1563478258856233
95760,300,0.1646468702543026,0.1651820984135021
95976,200,0.1718841781571096,0.1633139387758828
96192,300,0.1595969490368053,0.1627677260085104
96408,200,0.1680262124309385,0.1660224544081541
96624,300,0.1593775269647536,0.1594796233420603
96840,200,0.1679997568598804,0.1554738999302163
97056,300,0.1639396166428487,0.162076982423529
97272,200,0.1614544340603894,0.1702306867632776
97488,300,0.1560961356444957,0.1540918081653892
97704,200,0.1746647825036362,0.1594790355515496
97920,300,0.1567342209633696,0.1541627531386541
98136,200,0.1654653401943292,0.1635020999869193
98352,300,0.1601743907536307,0.162262437644507
98568,200,0.1648695806650559,0.163509285212055
98784,300,0.1596521245187224,0.1601145880540527
99000,200,0.1681264485914804,0.1563151874616986
99216,300,0.1627684176956181,0.1614245635458215
99432,200,0.1663126316484532,0.1569980811246444
99648,300,0.1645862986607993,0.1605461876312083
99864,200,0.1618166540784221,0.163971331443261
100080,300,0.1672711641038961,0.1696246037054965
100296,200,0.1675100898927254,0.1581358843105505
100512,300,0.1587573602802056,0.1549970858405698
100728,200,0.1699308495007864,0.1600981980152866
100944,300,0.1640889439741134,0.1591646401820113
101160,200,0.1758195603061246,0.1608401043025125
101376,300,0.1534803394902091,0.1591539200001985
101592,200,0.170671946551486,0.1605764786786219
101808,300,0.1606666770098758,0.1576983830759103
102024,200,0.1702335501250783,0.1580207472457326
102240,300,0.1555032227146079,0.1622807313658932
102456,200,0.1614615137548606,0.1550668426548624
102672,300,0.1604666436583847,0.1579429705117464
102888,200,0.1673234313837902,0.1618014811014715
103104,300,0.1571849236145483,0.1594517396484436
103320,200,0.1723653801513195,0.1669415728253563
103536,300,0.1568939725723613,0.1485610918466514
103752,200,0.1691124947330403,0.1588233143249898
103968,300,0.154043240472513,0.1558530282675125
104184,200,0.1710244576303229,0.1599442278357283
104400,300,0.1510375569281171,0.1591223507116077
104616,200,0.1616369884721495,0.1467183764662447
104832,300,0.1576321925325649,0.1647624001343064
105048,200,0.1649794774851017,0.1522332273155078
105264,300,0.1559696392204328,0.1631951389268296
105480,200,0.1680332444388245,0.1514195564934048
105696,300,0.1632614740534398,0.1575362717616225
105912,200,0.1643587218660504,0.1483608781314636
106128,300,0.1631433807364244,0.1626023181712414
106344,200,0.167246619479168,0.1582944986144868
106560,300,0.1596785900219869,0.1635164665227416
106776,200,0.1695633810926345,0.1662146280915205
106992,300,0.1547581781035951,0.166305763206316
107208,200,0.1720505746212264,0.1643923585915783
107424,300,0.1589218168295915,0.152504849637843
107640,200,0.167542215010096,0.1625348539679395
107856,300,0.1591560891580756,0.1635966034984673
108072,200,0.1644258087357833,0.1577230367630039
108288,300,0.1633203117789467,0.1574611892262169
108504,200,0.1745109892436284,0.1601627928681986
108720,300,0.157917829411112,0.159830177183008
108936,200,0.17412290183058,0.1622584125461462
109152,300,0.1597901065288976,0.1628514481950741
109368,200,0.1682811910990896,0.1638950422698077
109584,300,0.1570472200122244,0.1577911557075455
109800,200,0.1678145369370117,0.1683223182276052
110016,300,0.1658912366791108,0.1647934015836187
110232,200,0.1710598752991701,0.1591327879721429
110448,300,0.1574940829189032,0.155028359225099
110664,200,0.1631327149535589,0.1606144366396792
110880,300,0.1562231465787342,0.155064661018756
111096,200,0.1650630100896357,0.1500323800384086
111312,300,0.1588582833778611,0.158823276481461
111528,200,0.168490614447806,0.1707331295993292
111744,300,0.1629171973408491,0.1657723928606858
111960,200,0.1679641172890781,0.1600977866621398
112176,300,0.1618831897943841,0.1633086904053625
112392,200,0.1638051449061215,0.1573442336550003
112608,300,0.1547622486536515,0.1586718161037358
112824,200,0.1653359609716866,0.1604996537488317
113040,300,0.1621393146049376,0.156342397867695
113256,200,0.1668616528780761,0.1589970437093848
113472,300,0.1611582887136974,0.1577282898167989
113688,200,0.1633884109922958,0.1611635847659405
113904,300,0.1594327079355579,0.1566985775239945
114120,200,0.1600018538400696,0.1520428474770113
114336,300,0.1619618184917598,0.1581432340499509
114552,200,0.1755493213243829,0.174207670963037
114768,300,0.1537697271993437,0.1555525099299609
114984,200,0.1642506122463458,0.1543655906699097
115200,300,0.1595420357597981,0.1589394452550862
115416,200,0.1664117223718134,0.1642436042642827
115632,300,0.1608696321681236,0.1634701316784005
115848,200,0.1681725050733349,0.1555302512910518
116064,300,0.1545949143087716,0.1597967797147419
116280,200,0.1720411943509783,0.1538704137021803
116496,300,0.156705661861875,0.1612926520165284
116712,200,0.1697375004485406,0.1610695305894864
116928,300,0.1610914068587499,0.1560236505266045
117144,200,0.1718913958075215,0.157042729201139
117360,300,0.1659957209662319,0.162799482367165
117576,200,0.1643856461005554,0.161081722062976
117792,300,0.1600075095653645,0.1559174243931854
118008,200,0.1667175590695446,0.1563206036041335
118224,300,0.1634993185974647,0.1579096198906907
118440,200,0.1644518484894834,0.1598824050103336
118656,300,0.1617449255151247,0.1567932976665574
118872,200,0.1726406096856422,0.1620801008792114
119088,300,0.1618428304479015,0.165307610824476
119304,200,0.1730636277032121,0.1627167683922327
119520,300,0.1649536605626206,0.1620374120915692
119736,200,0.1671351480612577,0.1601175542325997
119952,300,0.1584078299902037,0.1600418540057968
120168,200,0.1703826125913556,0.1709887208867857
120384,300,0.162555056921603,0.1607045689127585
120600,200,0.1789555132814258,0.168170137828075
120816,300,0.1600204081851549,0.161248249786025
121032,200,0.1607320856570792,0.1647738224829737
121248,300,0.1621309736687142,0.1546949944500014
121464,200,0.1723632308564876,0.1628577789113721
121680,300,0.1652672017503868,0.1599862052908969
121896,200,0.1671432350172571,0.1566791844964946
122112,300,0.1579335420726322,0.1674382165365887
122328,200,0.1666697570082579,0.1687970265323636
122544,300,0.1611663153239985,0.1626123842720772
122760,200,0.1688015744500612,0.1611459379371073
122976,300,0.1606106607197758,0.1607856927603138
123192,200,0.1643468641251642,0.1609987029600848
123408,300,0.1598516682125467,0.1548155325143967
123624,200,0.1709287363509955,0.1686650539612535
123840,300,0.1616262338340888,0.1675377503096012
124056,200,0.1678795857683664,0.1504993560840918
124272,300,0.1609713479834519,0.1566367692761424
124488,200,0.1665024545128299,0.1606065400433512
124704,300,0.160760796870609,0.1608506277646284
124920,200,0.1710901333191206,0.1596283040895334
125136,300,0.1569559792745525,0.1547914450089674
125352,200,0.1667970662698356,0.1612434524375778
125568,300,0.155558174946754,0.1619192884300655
125784,200,0.1612643967137052,0.1560123782480707
126000,300,0.1601737079909058,0.1666715824879375
126216,200,0.1652034421136312,0.163910179968883
126432,300,0.1558879910635482,0.1624017555643279
126648,200,0.1741889962364399,0.1535157419862388
126864,300,0.1617629638138674,0.1544278270355631
127080,200,0.1685543769089296,0.1652983642185961
127296,300,0.1597592130563838,0.1611264623357952
127512,200,0.1711694468953962,0.1636382923917443
127728,300,0.1618974814607644,0.1583740094306182
127944,200,0.1637532797454264,0.1658266449289131
128160,300,0.154160552630533,0.1632652023883734
128376,200,0.1724456013603253,0.1630504959315281
128592,300,0.1579774811845362,0.1599267780297249
128808,200,0.1707144191878056,0.1703369124377617
129024,300,0.1573801633573111,0.1626548047587915
129240,200,0.1639365130316112,0.149178469797257
129456,300,0.159874795862473,0.1628738566555535
129672,200,0.1685058388160758,0.1597457420757343
129888,300,0.1540603745129246,0.1611123131492675
130104,200,0.170534274721267,0.1644050797301511
130320,300,0.1591643227902015,0.1598948471271487
130536,200,0.1683120665795214,0.170641119842683
130752,300,0.1517137928528262,0.1481426258377463
130968,200,0.1613039107132622,0.1636242442441748
131184,300,0.1567533163834124,0.1556392773804871
131400,200,0.172724205088987,0.1635993211844204
131616,300,0.1546021884619681,0.1543208414502346
131832,200,0.1663595532235827,0.163113940124503
