,numVehicles,operatingError,reportingError
132048,300,0.1561439598479378,0.1576781651221099
132264,200,0.1665445817930201,0.1545145967095845
132480,300,0.1576691900326357,0.1613987931931073
132696,200,0.1726350649046501,0.1671179527394019
132912,300,0.1573592542249691,0.1606698482616001
133128,200,0.17709659849389,0.1563226968980703
133344,300,0.159532301326642,0.1544285117100216
133560,200,0.1609401735833333,0.1609650940226857
133776,300,0.1571348835202621,0.1576651523979704
133992,200,0.1672053847962667,0.1569285205871709
134208,300,0.1585984516857643,0.1614430919461365
134424,200,0.1626811903195547,0.1594165912257586
134640,300,0.1627398934701505,0.1692082608375523
134856,200,0.1683547754211733,0.1571773938533492
135072,300,0.1621062538972901,0.150647020445907
135288,200,0.1643835690008696,0.1592784172228754
135504,300,0.1598893834796484,0.1588317423665813
135720,200,0.1759413717412697,0.1666737561950056
135936,300,0.1639763076721362,0.1661138835418426
136152,200,0.1751962235954239,0.1672480942855772
136368,300,0.1559121929860802,0.1626791682560086
136584,200,0.1656010161791342,0.1594896970021274
136800,300,0.1560149896350094,0.1636607064721812
137016,200,0.1613303625230537,0.1659912739146777
137232,300,0.1606590663448703,0.1658652401647797
137448,200,0.1637831952215314,0.1572529922474177
137664,300,0.1606255496845732,0.1580106440566211
137880,200,0.1667824560357495,0.1544928143627974
138096,300,0.156515724552498,0.1623996184855514
138312,200,0.165322852392774,0.1605910251034237
138528,300,0.1635973003291065,0.1643269077923722
138744,200,0.1573146946084666,0.1536838481659522
138960,300,0.1653047526232591,0.1626548463066831
139176,200,0.1638791745769709,0.1517713406104075
139392,300,0.1668331090880958,0.1705603100419061
139608,200,0.1526759856077763,0.1566619339564993
139824,300,0.1618784073394105,0.1585747199835591
140040,200,0.1665075930656316,0.1588361852116124
140256,300,0.157090658975312,0.1610591080256015
140472,200,0.1673159717354924,0.1506093931191098
140688,300,0.159003708169674,0.1621550683993608
140904,200,0.1650730527014234,0.1552241693384216
141120,300,0.158745739142191,0.1618986170680613
141336,200,0.1712262702197245,0.1671892489221859
141552,300,0.1659112641134491,0.1585563223574053
141768,200,0.170462242754889,0.1538230349392798
141984,300,0.1530927898797875,0.1539015778114067
142200,200,0.1679915541744606,0.1502730281669143
142416,300,0.1562149111003824,0.1531044360956006
142632,200,0.1668770320454038,0.159886635057472
142848,300,0.1593128954114832,0.1532432629077539
143064,200,0.1636707010502337,0.1495350110018617
143280,300,0.1631787549644682,0.1712393426959234
143496,200,0.1723125244756438,0.1624885643293236
143712,300,0.1574592737591355,0.1540323983878612
143928,200,0.1696776219582703,0.1634082629821701
144144,300,0.1522308591039032,0.1542185359658359
144360,200,0.1676214652627458,0.154637795014165
144576,300,0.1488661991239156,0.1609525199019166
144792,200,0.169641461193779,0.1605850858987557
145008,300,0.1543281324228934,0.1590960617916704
145224,200,0.1685776541468625,0.1549680163263937
145440,300,0.1600136114986483,0.1636480595158271
145656,200,0.1605826920660565,0.1624696304612526
145872,300,0.1605439598283489,0.1558831792983821
146088,200,0.1674762853421283,0.1548034141303288
146304,300,0.1634262507050268,0.1578864789621734
146520,200,0.1756608465212766,0.1636435802679649
146736,300,0.1616131453196466,0.1541005216475304
146952,200,0.1747152269133351,0.153799170310303
147168,300,0.1596559474078082,0.1541641476108778
147384,200,0.1750478570165237,0.1576278071380338
147600,300,0.1595704300735369,0.1638091590983169
147816,200,0.1602450171121061,0.1554377736441302
148032,300,0.1593761349348192,0.1627177872946253
148248,200,0.171635308396281,0.1660232250613064
148464,300,0.1610926388384642,0.1621877972879209
148680,200,0.1684272844934972,0.1640182661465973
148896,300,0.1603702736053104,0.1709927822798893
149112,200,0.1722358283152548,0.1653696224607412
149328,300,0.161961654622782,0.1551885810047258
149544,200,0.175418219923539,0.1594607578349632
149760,300,0.1599184027434096,0.1623819026778439
149976,200,0.1692636036092342,0.1623423140329071
150192,300,0.1649029537098115,0.1581225715056795
150408,200,0.1655048629477017,0.1684998896616247
150624,300,0.1629451327299132,0.1566551462190522
150840,200,0.1647343503433597,0.1570757189307506
151056,300,0.1575474462250514,0.1560016367819794
151272,200,0.1673572864845637,0.1560482618610952
151488,300,0.1608824717051012,0.1606226150100135
151704,200,0.1698298318177753,0.1591082702645142
151920,300,0.1612099796908414,0.1603380422834988
152136,200,0.1649265001752051,0.1578840210205293
152352,300,0.1533791488497095,0.1478324916846879
152568,200,0.1688036526772567,0.1630390939554367
152784,300,0.1538844103637216,0.1575152190667685
153000,200,0.1643122386635118,0.1560765127915988
153216,300,0.1631148579688815,0.1602569597708784
153432,200,0.1657684945437736,0.1589086959461253
153648,300,0.1603765255763325,0.1614725299502152
153864,200,0.167615117515895,0.1672226300041973
154080,300,0.1618378349815391,0.1571599397061583
154296,200,0.1647516227168156,0.1635466305882678
154512,300,0.1547843652332805,0.1593195470802045
154728,200,0.1696930960652024,0.158333049548279
154944,300,0.1599726643227788,0.1597343197589844
155160,200,0.170193393500126,0.1616221478721178
155376,300,0.1626321535118988,0.1690742775932876
155592,200,0.1646303881454794,0.1605075221200296
155808,300,0.1632673825518989,0.1661319304274209
156024,200,0.1716111957159178,0.1659773859684755
156240,300,0.1610187203819234,0.1605167204809326
156456,200,0.1654467130150875,0.1571883926856493
156672,300,0.1584966213627176,0.1577413465052002
156888,200,0.1668366041062554,0.1492497211456291
157104,300,0.1578721881076816,0.1628534016187381
157320,200,0.1638083075081182,0.1517559899094696
157536,300,0.1583285040297907,0.150747014567965
157752,200,0.1623956907666744,0.1466818487430892
157968,300,0.1629898976317709,0.1580848239161033
158184,200,0.1658681025895432,0.1595402829894036
158400,300,0.1567544989992441,0.1585865068441889
158616,200,0.1736441288966498,0.1672620466499013
158832,300,0.1603048664822693,0.1555390720686743
159048,200,0.1715054309593046,0.1689286916413909
159264,300,0.1628755586456497,0.1634376013939854
159480,200,0.1705715001910269,0.1625052662930254
159696,300,0.1525745062544513,0.1541424048221861
159912,200,0.1667087257936198,0.1613481192303915
160128,300,0.15966790157208,0.1581109579490139
160344,200,0.1703920851278623,0.15625188495532
160560,300,0.1603725610234527,0.1630816119912487
160776,200,0.160414907693771,0.1549149641948063
160992,300,0.1562475559082398,0.1593820717096319
161208,200,0.1707233499425689,0.1753543487240542
161424,300,0.1603591987959239,0.1607355793348731
161640,200,0.1662191644890241,0.1657184218531694
161856,300,0.1612073768631008,0.1588862365526971
162072,200,0.1703681660373031,0.1595020671649974
162288,300,0.1600051302163843,0.1563375323477549
162504,200,0.1690933566527527,0.1572192512065134
162720,300,0.1631157165854922,0.1645899110798596
162936,200,0.1678153609969182,0.1535910459920937
163152,300,0.157269771696287,0.1595023532725834
163368,200,0.1645161384728355,0.1643158330963886
163584,300,0.1649401342357123,0.1587027484032814
163800,200,0.1704728155201003,0.1685688401731858
164016,300,0.1514592600105979,0.1612635635775096
164232,200,0.1609072255151397,0.1566847386558506
164448,300,0.1598126524665653,0.1619128887209636
164664,200,0.1630037399314503,0.1536035271325128
164880,300,0.1614297403704765,0.1538826753840545
165096,200,0.1637669187660886,0.1493127630146807
165312,300,0.1639356842181049,0.1589662668075311
165528,200,0.1721886681545106,0.1657048232715051
165744,300,0.1630404872285621,0.1643160244939001
165960,200,0.171640413836845,0.1656456457875836
166176,300,0.1548291616803464,0.1582035109902559
166392,200,0.1653269021905937,0.1593573762392982
166608,300,0.1602776276247033,0.1588818384516431
166824,200,0.1658359431626866,0.150915148342266
167040,300,0.1476423132680589,0.1599305297139663
167256,200,0.1657729827255266,0.1652530506760529
167472,300,0.1600519234623685,0.1591759616886554
167688,200,0.1679460177831818,0.159076192959874
167904,300,0.1652079449983884,0.1655264281194036
168120,200,0.170420656813241,0.1594432243264801
168336,300,0.16545336333189,0.1645376411767717
168552,200,0.1621154644956853,0.1603265390469461
168768,300,0.1531108977743231,0.1583367451150209
168984,200,0.1631805924948051,0.16010586339804
169200,300,0.1573502257076167,0.1574894258416219
169416,200,0.1664009717287104,0.1526640877385715
169632,300,0.1586357394910443,0.1610538190380183
169848,200,0.1672709869003652,0.1616754730242988
170064,300,0.1595112711286403,0.1518503675765534
170280,200,0.1674546440149467,0.1592136816624381
170496,300,0.1628318981299749,0.1661664797581391
170712,200,0.1704035064632258,0.1684016665060612
170928,300,0.1616336471839716,0.1630673159592485
171144,200,0.1710210679241297,0.1586389602723399
171360,300,0.1576284585814439,0.1611913401163102
171576,200,0.1742029510395036,0.159143945840708
171792,300,0.1638913145585706,0.1650157448388733
172008,200,0.1732530649682166,0.1624694874399949
172224,300,0.1629402961213538,0.1570393488377269
172440,200,0.1659455892546694,0.1694416219137574
172656,300,0.1566608842118322,0.1553510673702944
172872,200,0.1748518403272689,0.1531088293421238
173088,300,0.1555038729529911,0.1606878090801198
173304,200,0.1732171888210695,0.1695120809495401
173520,300,0.1632945681941165,0.1623369547063479
173736,200,0.1619383561131241,0.1504151283796934
173952,300,0.1533924565394142,0.1521273386778669
174168,200,0.1720448034907779,0.1699412406742602
174384,300,0.1659668098215107,0.1597352770892442
174600,200,0.1730850025070666,0.1670170837038771
174816,300,0.163243601477153,0.1627025939151146
175032,200,0.1707335502297383,0.1506973883738117
175248,300,0.1601402310939623,0.1670024844527962
175464,200,0.1622485504022213,0.158279413875735
175680,300,0.1623714031370711,0.1608073528320178
175896,200,0.1744747795827121,0.1638193189848731
176112,300,0.1563729373115256,0.1530704305013344
176328,200,0.1695844420772319,0.1645919539277092
176544,300,0.1553189748523899,0.1594129329816634
176760,200,0.1720537678311981,0.16091531733644
176976,300,0.1596167902694646,0.16296857024393
177192,200,0.1637965510492911,0.1573439640626383
177408,300,0.1519593376590528,0.1579830990224364
177624,200,0.172854387829256,0.1643207430222191
177840,300,0.1535619117787832,0.1554483369523369
178056,200,0.1701039556317173,0.1602095132883011
178272,300,0.151045858775534,0.1577676104580778
178488,200,0.1660315455971677,0.1616893342693685
178704,300,0.1570281072981508,0.1607235229254596
178920,200,0.1601085190264536,0.1527970857836748
179136,300,0.158131864987487,0.1595063306680843
179352,200,0.1723411560731029,0.1714822211268487
179568,300,0.1544124334998956,0.1610113943264911
179784,200,0.1623470528305432,0.1586703305809775
180000,300,0.1572691554981708,0.1503268035458381
180216,200,0.1694016175707798,0.1597747101318276
180432,300,0.1645907537430354,0.1599804038158109
180648,200,0.1700624583488338,0.1545210227107017
180864,300,0.1592625834654483,0.1611325278896677
181080,200,0.1700632451630157,0.1553812067541052
181296,300,0.158302203740713,0.1599725354455606
181512,200,0.17426399091042,0.1726609694035193
181728,300,0.1567287477758755,0.1605765068743425
181944,200,0.1748253980484627,0.159082496845826
182160,300,0.1610634882793843,0.1592964276591072
182376,200,0.1739166958889259,0.148855497680528
182592,300,0.1591669551283734,0.1555150167900983
182808,200,0.1679954027461767,0.1599531528384926
183024,300,0.1558487950582448,0.1526597547615114
183240,200,0.1637754213294575,0.1526330532559628
183456,300,0.1644774761167851,0.157367378602935
183672,200,0.1745021405952866,0.1689231327236512
183888,300,0.1651953784082785,0.1652674110005654
184104,200,0.1722945329712798,0.1597069050928919
184320,300,0.1579836516368286,0.1650726249406449
184536,200,0.1699425508647877,0.1656547913138681
184752,300,0.1609512578844008,0.155885736442063
184968,200,0.1730233369892382,0.1623908096872983
185184,300,0.1596789390308138,0.1540433336358388
185400,200,0.1729142201487514,0.1684855134954002
185616,300,0.153535590612943,0.1610685187198074
185832,200,0.1679997140478837,0.162725814024478
186048,300,0.1582694803065417,0.1603162674810075
186264,200,0.1701042397784435,0.1683125759324965
186480,300,0.1607403129335669,0.154934074955992
186696,200,0.1658016130101692,0.1616265537128621
186912,300,0.163618381789875,0.1606003722094644
187128,200,0.172831690259708,0.1574780735862067
187344,300,0.1616466544641877,0.1609140217641181
187560,200,0.1659601825751826,0.1584483754167645
187776,300,0.1626293629981643,0.1629292451787433
187992,200,0.1689863135358505,0.1634203134741854
188208,300,0.1609743104593685,0.1528179576785865
188424,200,0.1673862175503263,0.1590472513202339
188640,300,0.1590089126335131,0.161870041116785
188856,200,0.1679028086709144,0.154288058744585
189072,300,0.1536333233716284,0.1544033302271826
189288,200,0.1679183096412821,0.1638084191952248
189504,300,0.163296314290174,0.1600232376694875
189720,200,0.173345289431821,0.1661380136384968
189936,300,0.1505449875200761,0.1628661639859729
190152,200,0.1682163894733576,0.1601988135459847
190368,300,0.1579614328277999,0.1583764952432864
190584,200,0.1679205966899473,0.1530523524305486
190800,300,0.1598822810748891,0.1675011837570415
191016,200,0.1700197677996678,0.1632235816920632
191232,300,0.1573020691357821,0.1555324603743098
191448,200,0.1681450677755206,0.1601425422066721
191664,300,0.1607783451622745,0.1573642783719173
191880,200,0.1696108389851845,0.1589361149290075
192096,300,0.1615073139317234,0.1635523887218155
192312,200,0.1664769494117278,0.161809376371981
192528,300,0.1538920422110992,0.1568845294873393
192744,200,0.1694312197610268,0.1591817730190687
192960,300,0.1699822497836809,0.1684195282254794
193176,200,0.1656794324172557,0.1694194900435998
193392,300,0.1686307348274354,0.1541011578385351
193608,200,0.1709251943481293,0.1556393046742028
193824,300,0.1622741957016053,0.1612230501314388
194040,200,0.1669234358394432,0.1694970233791503
194256,300,0.1538593263515043,0.1589688213741065
194472,200,0.16538065825795,0.1565395482646223
194688,300,0.1536660769194697,0.1503890867758831
194904,200,0.1651833371318134,0.1547815999312514
195120,300,0.1638574520918796,0.160870252766878
195336,200,0.1618110021967587,0.1472108002507824
195552,300,0.1575829898896912,0.1652921330176991
195768,200,0.1714388119956078,0.1575903428470935
195984,300,0.1611705721229946,0.1548259563101325
196200,200,0.1679041198577053,0.1556865610023305
196416,300,0.1654973866478111,0.1595617399429872
196632,200,0.1707194580678396,0.164026743302473
196848,300,0.1579808613142242,0.1642270623900839
197064,200,0.1638040743966947,0.1533496967907561
197280,300,0.1571727632328434,0.1545420378588411
197496,200,0.1658366116130414,0.1660290595789377
197712,300,0.1551501928808104,0.1560457204330924
197928,200,0.1641432926022568,0.1586119862472446
198144,300,0.1559503050415845,0.156347572963426
198360,200,0.1579207315277257,0.1510015867278335
198576,300,0.1648133787017204,0.1590447224363514
198792,200,0.1629541663304143,0.1534567032592894
199008,300,0.1578932897486905,0.1545984790195575
199224,200,0.1638260645550238,0.1547333915029176
199440,300,0.1523646879374677,0.157947346095914
199656,200,0.1658174209469853,0.1558895740861683
199872,300,0.1635573606978529,0.1598460415361957
200088,200,0.1596116764372969,0.1543511962511651
200304,300,0.1608272099983034,0.1675623919626296
200520,200,0.1655011127221682,0.1595349484086589
200736,300,0.1538881773640893,0.1653658197198546
200952,200,0.1674487039034469,0.1658401539725874
201168,300,0.1594047392745457,0.1539715150382409
201384,200,0.175936030532904,0.1669899612619043
201600,300,0.1599168697253601,0.1584735517270424
201816,200,0.1658610727007495,0.1592352743777202
202032,300,0.1606860774288619,0.1555706564098174
202248,200,0.1708166465329744,0.1698492557791308
202464,300,0.1556517643201195,0.1537305307910353
202680,200,0.1725929203385535,0.1649583589179637
202896,300,0.1581283006835247,0.1629634135433611
203112,200,0.1666790499094166,0.1518153050766054
203328,300,0.1579142366341989,0.1663452891157476
203544,200,0.1646706164069818,0.1583781745994014
203760,300,0.1566903224608065,0.1617145165493472
203976,200,0.1696702018554026,0.1640273857377499
204192,300,0.157873545284495,0.1558274298740524
204408,200,0.1703734205533397,0.1554327450163661
204624,300,0.164052576962367,0.166918995707395
204840,200,0.1647273332663406,0.1600818820231681
205056,300,0.1593789799472147,0.152485065105788
205272,200,0.1677908879095628,0.1646999704195365
205488,300,0.1636276186593626,0.168392959644732
205704,200,0.1682077912999882,0.1625453469156478
205920,300,0.1560013745621121,0.1588004020327854
206136,200,0.1642517779489191,0.1642920494258396
206352,300,0.1558358635144278,0.1566034097233855
206568,200,0.1688987008358375,0.1664674198454247
206784,300,0.1563664179399224,0.1598820559151221
207000,200,0.168052183165304,0.1513266861089212
207216,300,0.1555632439983304,0.1538206586925224
207432,200,0.1669167791761043,0.1551421126688125
207648,300,0.1595417693284944,0.1555516034719571
207864,200,0.1706478894793926,0.1582056525619221
208080,300,0.1656041477361111,0.1642954919475293
208296,200,0.1626869020127853,0.1536758729479051
208512,300,0.1587086340388337,0.1621740048933868
208728,200,0.1604749110091548,0.1595292437466603
208944,300,0.1613841598177732,0.1567892898836034
209160,200,0.1705332072337791,0.1563298544567443
209376,300,0.1610172544351803,0.1567437622633301
209592,200,0.1709985864610592,0.1575675233321549
209808,300,0.1567208631001351,0.1575133972063292
210024,200,0.1728136462784917,0.1636874255722852
210240,300,0.1626850925384282,0.1552077491562906
210456,200,0.1732274316312835,0.1567340433489448
210672,300,0.1594461086429731,0.1558533394323813
210888,200,0.1723764665369567,0.1709811749667804
211104,300,0.1608146945917447,0.1629450096125076
211320,200,0.1682963136701917,0.1603966660914987
211536,300,0.1583674456144159,0.1545061283171441
211752,200,0.1646141019452007,0.1566644566748298
211968,300,0.1534597440075385,0.1542159467387815
212184,200,0.172098035120877,0.162749361053129
212400,300,0.1653090280859163,0.1652824970307784
212616,200,0.1743646905911502,0.1635090976192084
212832,300,0.1578913696704555,0.1637850536901101
213048,200,0.1658401262901856,0.1582497204723093
213264,300,0.158731484411319,0.1653380298939012
213480,200,0.1656858487519048,0.1504680882787022
213696,300,0.1539066339283313,0.1637616491363147
213912,200,0.1720059742446403,0.1559655277669765
214128,300,0.1519611925099949,0.1545528442608502
214344,200,0.1703683741443545,0.1689869356982367
214560,300,0.1612203743060236,0.1576655859861025
214776,200,0.1680796291022765,0.1638912051863791
214992,300,0.1594065290072849,0.1601220549138898
215208,200,0.1725737941682883,0.1568434995292651
215424,300,0.1601317070500479,0.1633858002135606
215640,200,0.1688174192180517,0.1537408542099063
215856,300,0.1586679111211586,0.1560073197331986
216072,200,0.1682923800071648,0.1587244024632719
216288,300,0.159055001649989,0.1569954705341545
216504,200,0.1629762005818827,0.1551292072387584
216720,300,0.154234147139741,0.1578726729068888
216936,200,0.1634358542889215,0.1612250264949113
217152,300,0.1552760433683196,0.1595285386211376
217368,200,0.1691170739180733,0.163228194365548
217584,300,0.1586029002209262,0.1566230313557548
217800,200,0.1685703818274893,0.165841222598742
218016,300,0.1551489701426842,0.1653487857796945
218232,200,0.1674064290995706,0.1578611860800494
218448,300,0.1566217434857269,0.1588547394739635
218664,200,0.1706935245961108,0.1587369987041053
218880,300,0.1619864721187396,0.1662194895203647
219096,200,0.1711003028869986,0.1783164413146086
219312,300,0.1572054527467175,0.1568229315190664
219528,200,0.1730221889781354,0.1601858255959047
219744,300,0.164279670796451,0.1604328376748309
219960,200,0.1705194355740388,0.1616306395501394
220176,300,0.1516434590471925,0.1518386057976849
220392,200,0.1644636081452299,0.1581324990121176
220608,300,0.1578213199021447,0.1704771857628488
220824,200,0.1717475749152239,0.1637479579140022
221040,300,0.1612080932103841,0.1623124462480474
221256,200,0.1620660253711308,0.1604900849637836
221472,300,0.1608774392296388,0.1639558594313663
221688,200,0.1733531032229632,0.1556878825319658
221904,300,0.1635178036041688,0.1625806430422472
222120,200,0.1650248235087062,0.1501536331531783
222336,300,0.1615943467827352,0.1643772679777884
222552,200,0.1608267418482839,0.1589563829871636
222768,300,0.1570364827351502,0.1637009597167475
222984,200,0.1708230228441481,0.1597963919292197
223200,300,0.17001308137364,0.1582997174255751
223416,200,0.1653579267576738,0.168796377795771
223632,300,0.1592038033933914,0.1588809272239066
223848,200,0.1628581676207699,0.1688997774101334
224064,300,0.1563336910012391,0.1601712496830217
224280,200,0.1607429173801701,0.1579831650838197
224496,300,0.1582353556384569,0.1557129831710955
224712,200,0.1669764615814971,0.1675762314669572
224928,300,0.1583387070011412,0.1556554855778444
225144,200,0.1582363921309964,0.1572138717403378
225360,300,0.1598203855943353,0.1572474505163462
225576,200,0.1732363543821165,0.1651138777994889
225792,300,0.1643915764840203,0.16126837849737
226008,200,0.1714607580821606,0.1682767946742006
226224,300,0.1605551070817265,0.1617867807925836
226440,200,0.1611948378767006,0.1620710715712435
226656,300,0.156030712506643,0.1521325257149781
226872,200,0.1630561908577773,0.154590133920108
227088,300,0.1603073474943419,0.1631624375433202
227304,200,0.1644320550034433,0.1576474979150632
227520,300,0.1562628436090698,0.1629395554732615
227736,200,0.1613150203267033,0.1631003899745799
227952,300,0.1599863704434009,0.1579310759049011
228168,200,0.1603347673785955,0.1529798982339107
228384,300,0.1658481918698902,0.1551163606240636
228600,200,0.1661384795474065,0.1611073718238176
228816,300,0.1559367082300128,0.1609920631499228
229032,200,0.1640537812348932,0.1525771910329334
229248,300,0.1573518027551326,0.1593293193393386
229464,200,0.1647343429032286,0.16428892967718
229680,300,0.1555918542528871,0.1615241458949889
229896,200,0.1656033655710978,0.1625958527854281
230112,300,0.1577075858320255,0.1660728209136317
230328,200,0.1732503652809497,0.168049056591679
230544,300,0.1567245162968524,0.1585053695256334
230760,200,0.1685756527426503,0.1639613807300045
230976,300,0.1591504218004522,0.1570392186264107
231192,200,0.1708223263028733,0.1673266234039142
231408,300,0.1550945691127223,0.1588266672050849
231624,200,0.1678817616370679,0.1587001286277296
231840,300,0.1565139816591235,0.1547088708275981
232056,200,0.171866009962217,0.1649863264501541
232272,300,0.1615419601043531,0.1615279144485804
232488,200,0.1694719001994424,0.1530237521379104
232704,300,0.1584022273725578,0.1603454916189619
232920,200,0.1745544381083535,0.1640283883152572
233136,300,0.1570421808345115,0.1662226788097122
233352,200,0.1656640218365412,0.1578739689967674
233568,300,0.1601500314599137,0.1605862108814954
233784,200,0.1677155996288975,0.1520749335150329
234000,300,0.1572961653822314,0.1550875458508572
234216,200,0.1604731617749784,0.1621069656524581
234432,300,0.1594829633170217,0.1604476252474622
234648,200,0.1724731206072733,0.1625355887399986
234864,300,0.1584165529988755,0.158605279225336
235080,200,0.1671473907284852,0.1621485901838921
235296,300,0.1590478282875824,0.1597607031145844
235512,200,0.1674014225540094,0.1651986583179759
235728,300,0.1634521881248418,0.1638050094054457
235944,200,0.1650863618542642,0.1604260116370306
236160,300,0.1647041162591881,0.168022361844952
236376,200,0.1667984648596698,0.156648284393983
236592,300,0.1651825801352547,0.1638592444996961
236808,200,0.1698258442162049,0.1591340524635136
237024,300,0.1603567720452959,0.1566608836477136
237240,200,0.17003153027792,0.1650026630693387
237456,300,0.163404173579525,0.1603873370132238
237672,200,0.1713176440514028,0.1571849832383985
237888,300,0.1548735536284852,0.161197484102854
238104,200,0.1698060623366807,0.1616633649371325
238320,300,0.1600151110166659,0.1626255542124663
238536,200,0.17196077895277,0.1570514364292108
238752,300,0.1600993226752294,0.1641012291254844
238968,200,0.1717037493808242,0.1664183937266025
239184,300,0.1635220177952774,0.160018721955549
239400,200,0.1612446033679729,0.1546544287314538
239616,300,0.1592748199272294,0.1622171829045934
239832,200,0.1616078832246712,0.1504114548077119
240048,300,0.1651113002588456,0.1650510700029523
240264,200,0.1673158458893321,0.1687892617495711
240480,300,0.154478700196404,0.1660540738615192
240696,200,0.1697698558125262,0.1689827790380934
240912,300,0.1632121282683531,0.1634728587946056
241128,200,0.1626752853608567,0.1614444395482336
241344,300,0.1575100542473641,0.1610557964797435
241560,200,0.1621732998118265,0.1606585717651017
241776,300,0.1588168863179069,0.152659897952296
241992,200,0.1656634228482737,0.162529231716227
242208,300,0.1583105937947621,0.1572066470135478
242424,200,0.1753481871515817,0.1557797317247804
242640,300,0.1605932678462701,0.1600049515929683
242856,200,0.1722907113268935,0.1589807364632239
243072,300,0.1585462382698645,0.1633596876611674
243288,200,0.1692615456050049,0.1631693185165843
243504,300,0.1537534159601001,0.1574365517261117
243720,200,0.1706345807899051,0.1611272661479196
243936,300,0.1601299634107791,0.1572255555941937
244152,200,0.1665045245364902,0.1735451791614656
244368,300,0.1602277998240717,0.1662362209424472
244584,200,0.1757925055578161,0.1705083620506424
244800,300,0.1574178502879682,0.1585960388147914
245016,200,0.1736009593769304,0.1642638972880093
245232,300,0.1567437340091472,0.1545609480036336
245448,200,0.1689289062769476,0.1570626083151253
245664,300,0.1586406391690004,0.1589970168315293
245880,200,0.1709794837755543,0.1609162565835044
246096,300,0.161786303283512,0.1628465303048192
246312,200,0.1686212605641631,0.1642758546393841
246528,300,0.1590320160020411,0.1585285351390546
246744,200,0.1631784603740058,0.1537120612055061
246960,300,0.1596048583533489,0.1571880083511974
247176,200,0.1698261632176685,0.1718528613078115
247392,300,0.1642112065014599,0.1674849041696061
247608,200,0.173094299056239,0.1694048468257773
247824,300,0.1572294050168396,0.1576277602780184
248040,200,0.16397201078847,0.1555597547884901
248256,300,0.1547189490989565,0.1523874820272404
248472,200,0.1671927023233322,0.1582214725887603
248688,300,0.1563554374237651,0.1622199488139415
248904,200,0.1626800734847192,0.1524278353378304
249120,300,0.1635574474301026,0.1605285078936435
249336,200,0.1741485355308285,0.1699612113264519
249552,300,0.1580083381306069,0.1647720978943801
249768,200,0.1658934810766931,0.1606927840010163
249984,300,0.1567464201270269,0.155913793409262
250200,200,0.1629686892906996,0.1630148856236309
250416,300,0.1629223846512234,0.1563398740972403
250632,200,0.1659120450979145,0.1624066449316402
250848,300,0.1660865315992371,0.1612727718808631
251064,200,0.1673332581768315,0.1646976713373546
251280,300,0.1612637738464117,0.1676453234395877
251496,200,0.1678607876375111,0.1602465097162058
251712,300,0.1616371862356085,0.1573004539338903
251928,200,0.1732750256896071,0.1606739033419704
252144,300,0.160331787889348,0.1642430906557898
252360,200,0.1725947708979577,0.1611540029978995
252576,300,0.161850029497389,0.1693816240431113
252792,200,0.1682841441563759,0.1526582592885003
253008,300,0.1569467372894497,0.1565803504459204
253224,200,0.1705885954015017,0.1635946974702297
253440,300,0.1678212971405364,0.1634523112236566
253656,200,0.1621129564278118,0.1579514212883516
253872,300,0.1600691164761105,0.1637670367609898
254088,200,0.1686979407999948,0.1467039674796404
254304,300,0.1644058050902718,0.1653967543049939
254520,200,0.1672567200431664,0.1577907480117378
254736,300,0.1635586768118453,0.1611472831005755
254952,200,0.166659719562351,0.1577364156879068
255168,300,0.1625674618684804,0.1610863178480382
255384,200,0.1703681105170348,0.1593128911250002
255600,300,0.1575136930492192,0.156826926586261
255816,200,0.159812991701623,0.1613795936903778
256032,300,0.1554895701842725,0.1548536792885154
256248,200,0.1641133372818727,0.155048380433993
256464,300,0.1678862049118217,0.1635348634021114
256680,200,0.1712444836829298,0.1676506706923323
256896,300,0.1532610234089771,0.1554309129769721
257112,200,0.1660710849792983,0.1599131659816029
257328,300,0.1595202869963753,0.1591009565227212
257544,200,0.172342822864613,0.1518502061792666
257760,300,0.1619070045968848,0.1631482466619606
257976,200,0.158871253858577,0.1592588184730246
258192,300,0.1636639407786322,0.1615793295690987
258408,200,0.1681615830951395,0.1570666496029912
258624,300,0.1565930161292673,0.1567702358580106
258840,200,0.1682050166110842,0.1621253230747791
259056,300,0.1570245095504291,0.1574462663936506
259272,200,0.1706703141336161,0.1585387893162525
259488,300,0.1569658400482291,0.1569309948560948
259704,200,0.1702706363078454,0.1566416858505983
259920,300,0.1599818308851943,0.1584289594332403
260136,200,0.1713613523283403,0.1652091355968115
260352,300,0.1640006651497069,0.1652839277666865
260568,200,0.1690189174877704,0.1625581689349328
260784,300,0.1546622120327719,0.157520678968495
261000,200,0.1713859512835167,0.1624002501447521
261216,300,0.1517021911089329,0.1615562062640359
261432,200,0.1626764489843504,0.1563942497952256
261648,300,0.1613562134206067,0.1624172097996657
261864,200,0.1742470044102598,0.1678300303149552
262080,300,0.159725513806217,0.1691456421193817
262296,200,0.1711927574513455,0.1609604722643967
262512,300,0.1574547217975847,0.1638404380911306
262728,200,0.1677310280539367,0.1684071321687293
262944,300,0.1651958881244778,0.1615497466051414
263160,200,0.1666080746067384,0.1550433277597911
263376,300,0.1493401278534017,0.153126526584603
263592,200,0.1595579643609576,0.1665218268033903
263808,300,0.1596448764366828,0.1622121175539754
264024,200,0.1630282905936226,0.1596768249441973
